axis,freq,target,model,fold_id,fold_start,fold_end,wape_false,wape_true,delta_true_minus_false,improves_with_weather
service,weekly,pales_in,model_p80,2,2024-12-09,2026-01-19,0.5356579989497822,0.489470452597968,-0.04618754635181416,True
service,weekly,peso_facturable_in,model_p50,2,2024-12-09,2026-01-19,0.4073702414005383,0.3791521080326155,-0.028218133367922782,True
service,weekly,peso_facturable_in,model_p80,2,2024-12-09,2026-01-19,0.838493240982799,0.6330720722966966,-0.20542116868610238,True
service,weekly,conteo_servicios,model_p50,3,2025-12-29,2026-02-16,0.167537594370476,0.1663016139430955,-0.0012359804273804897,True
service,weekly,conteo_servicios,model_p80,3,2025-12-29,2026-02-16,0.2328336040156226,0.2635939715427702,0.030760367527147614,False
service,weekly,m3_out,model_p50,3,2025-12-29,2026-02-16,0.1598200024282025,0.1998888481753211,0.04006884574711861,False
service,weekly,m3_out,model_p80,3,2025-12-29,2026-02-16,0.2713660766252109,0.2826011672787159,0.011235090653505031,False
service,weekly,cajas_out,model_p50,3,2025-12-29,2026-02-16,0.3496954277710524,0.3772941220143413,0.027598694243288924,False
service,weekly,cajas_out,model_p80,3,2025-12-29,2026-02-16,0.3937755836009756,0.405146584078436,0.011371000477460425,False
service,weekly,pales_out,model_p50,3,2025-12-29,2026-02-16,0.2319690713436561,0.2419045994591338,0.00993552811547771,False
service,weekly,pales_out,model_p80,3,2025-12-29,2026-02-16,0.4008630301142467,0.3705352050440482,-0.03032782507019849,True
service,weekly,peso_facturable_out,model_p50,3,2025-12-29,2026-02-16,0.2687507518970896,0.2711937856551375,0.002443033758047941,False
service,weekly,peso_facturable_out,model_p80,3,2025-12-29,2026-02-16,0.5424436473524965,0.3998674218818985,-0.142576225470598,True
service,weekly,m3_in,model_p50,3,2025-12-29,2026-02-16,0.5717566527416091,0.5485768365332697,-0.02317981620833942,True
service,weekly,m3_in,model_p80,3,2025-12-29,2026-02-16,0.6035431079618505,0.658251493360422,0.05470838539857148,False
service,weekly,cajas_in,model_p50,3,2025-12-29,2026-02-16,0.3368709393540665,0.30342678824617,-0.0334441511078965,True
service,weekly,cajas_in,model_p80,3,2025-12-29,2026-02-16,0.6286378483943574,0.6220432545572642,-0.0065945938370932655,True
service,weekly,pales_in,model_p50,3,2025-12-29,2026-02-16,0.3449555269564175,0.3602202359425888,0.015264708986171271,False
service,weekly,pales_in,model_p80,3,2025-12-29,2026-02-16,0.3676272151852439,0.4010210551876564,0.03339384000241252,False
service,weekly,peso_facturable_in,model_p50,3,2025-12-29,2026-02-16,0.4915715115935391,0.4634132589385207,-0.028158252655018423,True
service,weekly,peso_facturable_in,model_p80,3,2025-12-29,2026-02-16,0.8671496111561772,0.6824883578351836,-0.1846612533209936,True
