fecha,eventos_entrega_p50,eventos_entrega_p80,m3_out_p50,m3_out_p80,pales_out_p50,pales_out_p80,cajas_out_p50,cajas_out_p80,peso_facturable_out_p50,peso_facturable_out_p80,eventos_recogida_p50,eventos_recogida_p80,m3_in_p50,m3_in_p80,pales_in_p50,pales_in_p80,cajas_in_p50,cajas_in_p80,peso_facturable_in_p50,peso_facturable_in_p80,picking_movs_esperados_p50,picking_movs_esperados_p80,inbound_recepcion_pales_esperados_p50,inbound_recepcion_pales_esperados_p80,inbound_recepcion_cr_esperados_p50,inbound_recepcion_cr_esperados_p80,inbound_ubicacion_cajas_esperados_p50,inbound_ubicacion_cajas_esperados_p80,inbound_ubicacion_ep_esperados_p50,inbound_ubicacion_ep_esperados_p80,inbound_m3_esperados_p50,inbound_m3_esperados_p80,picking_movs_no_atribuibles_p50,picking_movs_no_atribuibles_p80
2026-04-30,26.0,38.0,68.30977613861953,91.1691484540355,51.0,69.0,41.0,49.0,10191.655874799575,18457.874115166866,10.0,15.0,17.506814057572566,25.223066223585867,20.0,48.0,17.0,26.0,4192.108307220992,13556.579987228273,32.0,84.0,29.0,56.0,38.03682871630231,98.74414599304522,18.0,28.0,39.62047065060863,101.09027268431379,25.53825682966484,31.77300108820673,3.0,13.0
2026-05-01,5.0,10.0,16.570181889401756,36.00827966605604,18.0,57.0,3.0,15.0,4041.5920578061737,18752.53494841302,4.0,7.0,15.599733086649689,30.143977131853543,17.0,38.0,18.0,26.0,6297.583422409375,13754.109394540637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2026-05-02,2.0,4.0,3.691893389866406,17.46548102197527,5.0,13.0,0.0,5.0,729.2602622153172,10355.019078844287,2.0,4.0,6.801027073734658,45.12142790035572,5.0,27.0,4.0,12.0,4108.848616921292,11483.262369718992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-03,3.0,5.0,4.4825232509636175,13.841275662866337,7.0,23.0,1.0,5.0,2653.5457030126386,8394.010417729813,4.0,6.0,10.531851043844725,40.483882970163144,14.0,41.0,6.0,14.0,6262.299699434312,15344.272956858138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-04,27.0,42.0,77.78988816199094,125.3038724365006,61.0,121.0,34.0,49.0,13020.506743970074,30793.202346079524,14.0,21.0,27.462117745036334,55.04243693990539,55.0,100.0,27.0,40.0,29205.64978856143,34884.38476185479,25.0,127.0,68.0,161.0,113.34464310807228,250.93836255694686,56.0,86.0,83.39433189649144,231.40200876812963,59.60487192465177,129.73477817153457,3.0,25.0
2026-05-05,26.0,39.0,79.03550196196389,124.97029209710871,61.0,111.0,33.0,50.0,14458.6342201121,29991.41501122043,9.0,16.0,11.914405225134498,32.84197845722921,28.0,43.0,22.0,32.0,11643.366908866454,14585.798526366667,22.0,120.0,26.0,55.0,27.359017046530308,71.4838380440534,14.0,23.0,30.610707214795024,85.83764773720056,14.91558269541671,45.18187904494304,5.0,38.0
2026-05-06,28.0,41.0,83.25524558374964,128.40874005326538,65.0,126.0,43.0,52.0,22975.78106671218,39537.85125446576,10.0,16.0,13.269151840461006,32.531782546924795,27.0,42.0,22.0,32.0,10323.53660046179,13433.95428057473,43.0,126.0,27.0,51.0,23.482889330918727,77.9270548921371,16.0,26.0,28.01797365406364,88.98893637142089,14.225549089866782,38.90825303727875,4.0,35.0
2026-05-07,28.0,44.0,85.09598914515831,118.39651625526653,72.0,122.0,44.0,51.0,23846.707608351764,41480.68196613459,10.0,18.0,13.148043420124736,30.510738055436622,27.0,46.0,21.0,31.0,9444.412665951691,14462.529694454444,46.0,114.0,36.0,62.0,29.862461359006318,92.9578380979523,24.0,34.0,37.92946438003191,115.60694616082799,17.73888628112746,39.67123859592564,3.0,27.0
2026-05-08,30.0,48.0,89.55740983769526,125.91978361560686,80.0,140.0,46.0,58.0,23783.118816993407,48047.63944735554,12.0,19.0,14.362654092830102,29.601671241634527,26.0,40.0,22.0,32.0,7130.620091512928,11371.996311526516,29.0,77.0,27.0,43.0,27.920338321292903,82.0555335518091,21.0,31.0,27.37368197541061,82.85010736288767,12.98863289721015,31.43875458044332,2.0,30.0
2026-05-09,4.0,7.0,10.229073867109767,20.404858857614432,13.0,22.0,5.0,10.0,4000.8256588467816,17908.740890996756,4.0,7.0,11.458657586227355,39.11906760621768,10.0,28.0,6.0,13.0,6663.937817199665,11412.224955878644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-05-10,3.0,7.0,6.291197125865736,15.0887152666559,10.0,16.0,3.0,6.0,3158.0530979773,12329.663097862607,4.0,7.0,11.983238715531456,39.044184161394725,14.0,34.0,4.0,13.0,7203.019719918936,16031.249967397122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-11,29.0,44.0,79.5260828246884,121.20525202874366,59.0,98.0,38.0,66.0,12641.833196668953,28650.66337737972,16.0,23.0,37.988312422811944,60.707280181620064,56.0,96.0,26.0,45.0,27822.83021468009,35992.794869701116,26.0,128.0,68.0,120.0,82.32309882993087,231.3516104185071,48.0,74.0,67.60957986933465,229.69135071670888,43.46501715654856,107.27026427873528,1.0,23.0
2026-05-12,28.0,43.0,78.64002650964005,131.30811430989138,59.0,98.0,39.0,68.0,11991.734559125536,26953.545136417626,10.0,18.0,22.976331198302187,33.3702965594084,27.0,46.0,20.0,31.0,10499.032858254239,14601.43835515354,0.0,99.0,28.0,53.0,32.52811150355721,84.51146946723925,13.0,25.0,36.385056275859256,100.61968442676103,22.128504139710156,44.85023323562912,3.0,25.0
