n_albaranes_total,n_albaranes_con_codigo,n_albaranes_fecha_ok,n_mov_total,n_mov_con_codigo,n_mov_fecha_ok,n_codigos_alb_distintos,n_codigos_mov_distintos,n_codigos_interseccion,example_intersection_code,sample_alb_descripcion_1,sample_mov_pedido_externo_1
22980,17097,22980,278445,111994,278445,16760,21539,15683,EGE202206037,23,SGE202205972
