axis,freq,target,model,fold_id,fold_start,fold_end,wape,smape,mase,empirical_coverage_p80,pinball_loss_p50,pinball_loss_p80,wape_peak5,smape_peak5,mase_peak5,coverage_empirical
service,daily,m3_in,naive_t7,1,2024-11-09,2024-12-06,0.7728030980041705,0.21446468830401702,0.2882056904478448,,1.1581696428571429,,0.8912477310393813,1.0273628729302906,2.3418466674984986,
service,daily,m3_in,ma7,1,2024-11-09,2024-12-06,0.44442742244350825,0.25528273507424204,0.1657427518990045,,0.666045918367347,,0.37349628510547145,0.47536836364220497,0.9814005692640226,
service,daily,m3_in,ma28,1,2024-11-09,2024-12-06,0.6197763734627005,0.639514335670586,0.23113659624086416,,0.9288345025510204,,0.25848675828945744,0.3051018937438614,0.6792010037284548,
service,daily,m3_in,model_p50,1,2024-11-09,2024-12-06,0.24398430738503463,0.09045846455980609,0.09099040357103179,,0.36564969638016126,,0.17300593139591497,0.17068291105664757,0.454591186924542,
service,daily,m3_in,model_p80,1,2024-11-09,2024-12-06,0.4021484944600844,0.47224194136643266,0.14997543980834876,0.9732142857142857,,0.3036135784854358,0.25297535022972434,0.21706468758473976,0.6647192023746852,
service,daily,cajas_in,naive_t7,1,2024-11-09,2024-12-06,0.6146645865834633,0.22899118408260596,0.36785193351185896,,0.8794642857142857,,0.44787644787644787,0.671553304532028,2.021629577066866,
service,daily,cajas_in,ma7,1,2024-11-09,2024-12-06,0.5714285714285715,0.3587011752667693,0.34197692441058974,,0.8176020408163266,,0.3921676778819636,0.5241266720495649,1.7701707257321944,
service,daily,cajas_in,ma28,1,2024-11-09,2024-12-06,0.6060285268553599,0.6483080686087518,0.3626836005083838,,0.8671077806122448,,0.31260341974627687,0.3737766014867006,1.4110327128111408,
service,daily,cajas_in,model_p50,1,2024-11-09,2024-12-06,0.21398636910340743,0.09867358584054657,0.1280622006506019,,0.30617246115018787,,0.15760500082417891,0.17070812801016735,0.711399165261985,
service,daily,cajas_in,model_p80,1,2024-11-09,2024-12-06,0.3730359325246061,0.3575343014539235,0.22324694157395183,0.9642857142857143,,0.2585569920316096,0.20657480882968893,0.18876847199569793,0.9324396167450127,
service,daily,pales_in,naive_t7,1,2024-11-09,2024-12-06,0.7779097387173397,0.3520079641088885,0.3266694406380159,,1.4620535714285714,,0.5910364145658263,0.8789992952783651,1.9643389875719062,
service,daily,pales_in,ma7,1,2024-11-09,2024-12-06,0.658296572785884,0.6436847741968786,0.2764400064723014,,1.2372448979591837,,0.493797519007603,0.635770783704413,1.6411606707269684,
service,daily,pales_in,ma28,1,2024-11-09,2024-12-06,0.7374024431625381,1.1530622509270134,0.30965911807480406,,1.385921556122449,,0.33513405362144855,0.38994414587070786,1.113834733982039,
service,daily,pales_in,model_p50,1,2024-11-09,2024-12-06,0.2770438258565419,0.10687820252034326,0.11633965628711206,,0.5206939762750186,,0.21216909339686257,0.2143450572311216,0.7051545587481303,
service,daily,pales_in,model_p80,1,2024-11-09,2024-12-06,0.40457491958130826,1.562310443636102,0.16989408423361899,0.9196428571428571,,0.4913003092987582,0.2846922687337788,0.2653823702190317,0.9461889473339311,
service,daily,peso_facturable_in,naive_t7,1,2024-11-09,2024-12-06,0.863298425488418,0.32973416557599994,0.3482633855017566,,608.3515625,,0.7831059084572397,1.104546075613741,2.821860258432873,
service,daily,peso_facturable_in,ma7,1,2024-11-09,2024-12-06,0.6795708808959452,0.4429390571773414,0.2741458210529403,,478.88191964285716,,0.5809635269746662,0.7574551074991454,2.093456160480906,
service,daily,peso_facturable_in,ma28,1,2024-11-09,2024-12-06,0.6952604734734423,0.6718138674556785,0.2804751626419638,,489.93810586734696,,0.438274661945494,0.5316820206847802,1.5792881109255767,
service,daily,peso_facturable_in,model_p50,1,2024-11-09,2024-12-06,0.3584324049833068,0.14112046483815163,0.14459528611140487,,252.58115523477562,,0.24073712159863628,0.3060757057918372,0.867477194121831,
service,daily,peso_facturable_in,model_p80,1,2024-11-09,2024-12-06,0.2915595637950312,1.5687778386296511,0.11761810025916142,0.875,,153.55342211565298,0.09212575441139557,0.0983885762290721,0.33196787604860617,
service,daily,conteo_servicios,naive_t7,2,2024-12-07,2026-01-03,1.1029411764705883,0.49284101485337356,0.38050231018981023,,1.0044642857142858,,0.4659090909090909,0.5913018940587862,1.2942715617715617,
service,daily,conteo_servicios,ma7,2,2024-12-07,2026-01-03,0.9530812324929973,0.6280904648962439,0.32880231375767094,,0.8679846938775511,,0.3376623376623376,0.4577602857651099,0.9380086580086578,
service,daily,conteo_servicios,ma28,2,2024-12-07,2026-01-03,1.23546918767507,0.9964534574321231,0.42622298460468105,,1.1251594387755102,,0.07589285714285715,0.07109030826324547,0.21082646520146522,
service,daily,conteo_servicios,model_p50,2,2024-12-07,2026-01-03,0.1716353277024493,0.06279183238582668,0.059212259088876826,,0.15631074487187346,,0.12282124002208321,0.14851890452687663,0.3411911062562178,
service,daily,conteo_servicios,model_p80,2,2024-12-07,2026-01-03,0.17754061880671054,1.4279881403887678,0.061249518151690184,0.9107142857142857,,0.13251152011145645,0.11177693045951362,0.11225676357873228,0.31051058066624887,
service,daily,m3_out,naive_t7,2,2024-12-07,2026-01-03,1.3758562181863885,0.28525166091047555,0.2410436952885771,,1.9548214285714285,,0.47841459937268316,0.549061318755249,0.8620205790585617,
service,daily,m3_out,ma7,2,2024-12-07,2026-01-03,1.1507617311991094,0.4496158987796382,0.20160817418156712,,1.6350063775510204,,0.35546865452767934,0.4588270331556881,0.6404931952639199,
service,daily,m3_out,ma28,2,2024-12-07,2026-01-03,1.8053119192753455,0.7961630868368744,0.31628236324305464,,2.5649936224489798,,0.24603853517454893,0.23335601434117814,0.4433189974553169,
service,daily,m3_out,model_p50,2,2024-12-07,2026-01-03,0.2620239918367429,0.06049920202213579,0.045905400878186994,,0.37228462340161517,,0.15057590546410227,0.1425381765895711,0.2713118065180936,
service,daily,m3_out,model_p80,2,2024-12-07,2026-01-03,0.4244008654149246,0.07265045166966062,0.07435308394225315,0.9732142857142857,,0.27141937625503737,0.24747834706590302,0.22864037910441393,0.4459132901084841,
service,daily,cajas_out,naive_t7,2,2024-12-07,2026-01-03,1.199081163859112,0.2983312711735529,0.3225585691532143,,1.7477678571428572,,0.47229551451187335,0.6266414813828608,1.3764696028913663,
service,daily,cajas_out,ma7,2,2024-12-07,2026-01-03,1.0277838547363816,0.5158732613361999,0.2764787735598979,,1.4980867346938775,,0.36373916321145866,0.45861728106761107,1.0600903166721216,
service,daily,cajas_out,ma28,2,2024-12-07,2026-01-03,1.273353751914242,1.1570091602355246,0.34253825063971605,,1.8560267857142858,,0.18676969468526194,0.18722849378648307,0.5443261677834573,
service,daily,cajas_out,model_p50,2,2024-12-07,2026-01-03,0.26172325378945754,0.07799344828147259,0.0704048072815613,,0.38148501054579415,,0.20060722183290852,0.22597292315681008,0.5846545954578234,
