fecha,process,driver,driver_forecast_p50,driver_forecast_p80,productivity_estandar,allowance_pct,setup_hours,shift_hours,utilization_effective,horas_requeridas_p50,horas_requeridas_p80,fte_requeridos_p50,fte_requeridos_p80
2026-04-22,inbound_recepcion,inbound_recepcion_cr_esperados,14.424022375312441,45.762922985901284,22.0,0.12,0.25,8.0,0.85,0.9843138663795425,2.5797488065549743,0.14475203917346213,0.37937482449337856
2026-04-22,inbound_ubicacion,inbound_ubicacion_ep_esperados,16.05304797125234,53.03969560035951,28.0,0.12,0.25,8.0,0.85,0.8921219188500937,2.3715878240143806,0.13119439983089615,0.34876291529623243
2026-04-22,no_atribuible,picking_movs_no_atribuibles,1.0,15.0,100.0,0.15,0.25,8.0,0.85,0.2615,0.4225,0.03845588235294118,0.06213235294117647
2026-04-22,picking_out,picking_movs_esperados,40.0,103.0,120.0,0.15,0.5,8.0,0.85,0.8833333333333333,1.487083333333333,0.12990196078431374,0.21868872549019605
2026-04-23,inbound_recepcion,inbound_recepcion_cr_esperados,20.107722585956235,67.48588244787935,22.0,0.12,0.25,8.0,0.85,1.2736658771032265,3.6856449246193126,0.18730380545635686,0.5420066065616637
2026-04-23,inbound_ubicacion,inbound_ubicacion_ep_esperados,18.14692388877432,77.1900949596912,28.0,0.12,0.25,8.0,0.85,0.975876955550973,3.3376037983876476,0.14351131699279016,0.4908240879981835
2026-04-23,no_atribuible,picking_movs_no_atribuibles,1.0,13.0,100.0,0.15,0.25,8.0,0.85,0.2615,0.39949999999999997,0.03845588235294118,0.05875
2026-04-23,picking_out,picking_movs_esperados,22.0,82.0,120.0,0.15,0.5,8.0,0.85,0.7108333333333333,1.2858333333333332,0.1045343137254902,0.18909313725490193
2026-04-24,inbound_recepcion,inbound_recepcion_cr_esperados,20.652199561372154,62.550206783771685,22.0,0.12,0.25,8.0,0.85,1.3013847049425824,3.434374163537468,0.19138010366802682,0.5050550240496277
2026-04-24,inbound_ubicacion,inbound_ubicacion_ep_esperados,11.64887699063945,54.261962533026356,28.0,0.12,0.25,8.0,0.85,0.715955079625578,2.4204785013210546,0.10528751170964383,0.35595272078250806
2026-04-24,no_atribuible,picking_movs_no_atribuibles,1.0,11.0,100.0,0.15,0.25,8.0,0.85,0.2615,0.3765,0.03845588235294118,0.05536764705882353
2026-04-24,picking_out,picking_movs_esperados,29.0,75.0,120.0,0.15,0.5,8.0,0.85,0.7779166666666666,1.21875,0.11439950980392156,0.1792279411764706
