owner_scope,period_type,year,quarter,period_label,period_start_date,period_end_date,cutoff_date,sku,denominacion,pick_lines,pick_qty,n_orders,n_days_active,last_pick_date,share_pct,cumulative_pct,abc_class,rank_in_period,mean_weekly_pick_lines,std_weekly_pick_lines,cv_weekly,n_weeks_observed,xyz_class,abc_xyz_class
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,085032,BANDEJA CAMARERO REDONDA,1,4.0,1,1,2026-02-27,0.0005263157894736842,0.8873684210526359,B,278,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,144078,CUBO DE METACRILATO VERDE,1,4.0,1,1,2026-01-19,0.0005263157894736842,0.8878947368421096,B,279,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,075030,VASO CARTÓN SAN MIGUEL VERDE RECICLABLE,1,3.4,1,1,2026-02-03,0.0005263157894736842,0.8884210526315833,B,280,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,103346,CAMISETA/POLO BLANCA LA LIGA FIRMADAS T-,1,3.0,1,1,2026-01-28,0.0005263157894736842,0.888947368421057,B,281,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,103352,POLO MANGA LARGA BVMPRS BRAND L BLANCO,1,3.0,1,1,2026-02-04,0.0005263157894736842,0.8894736842105307,B,282,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,147003,CESTO MIMBRE PEQUEÑO REDONDO,1,3.0,1,1,2026-02-19,0.0005263157894736842,0.8900000000000045,B,283,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,152151,JARRON CRISTAL GRANDE JARDIN ALHAMBRA,1,3.0,1,1,2026-01-23,0.0005263157894736842,0.8905263157894782,B,284,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,204025,SACO CONTRAPESO,1,3.0,1,1,2026-02-11,0.0005263157894736842,0.8910526315789519,B,285,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,016066,BARRIL 30L MONTXO KALIMOTXO,1,2.0,1,1,2026-01-22,0.0005263157894736842,0.8915789473684256,B,286,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,031050,SILLA NEGRA ALHAMBRA,1,2.0,1,1,2026-02-27,0.0005263157894736842,0.8921052631578993,B,287,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,031139,SILLA BLANCA,1,2.0,1,1,2026-02-18,0.0005263157894736842,0.892631578947373,B,288,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,033042,BANCO/ASIENTO LAMINAS MADERA RECTANGULAR,1,2.0,1,1,2026-02-18,0.0005263157894736842,0.8931578947368467,B,289,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,034043,SOFÁ DE MIMBRE 2 PLAZAS,1,2.0,1,1,2026-01-21,0.0005263157894736842,0.8936842105263204,B,290,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,043057,CARRO PLEGABLE JARDIN ALHAMBRA,1,2.0,1,1,2026-02-27,0.0005263157894736842,0.8942105263157941,B,291,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,043071,CARRITO AUXILIAR BLANCO,1,2.0,1,1,2026-02-27,0.0005263157894736842,0.8947368421052678,B,292,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051366,LUMINOSO PEQUEÑO 2 PIEZAS UNIDOS POR CAB,1,2.0,1,1,2026-03-02,0.0005263157894736842,0.8952631578947415,B,293,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,083116,EXPOSITOR FRUTAS/CONDIMENTOS SOLAN GAS,1,2.0,1,1,2026-01-19,0.0005263157894736842,0.8957894736842152,B,294,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,084057,CUBITERA RECTANGULAR TRANSPARENTE Y VERD,1,2.0,1,1,2026-01-19,0.0005263157894736842,0.896315789473689,B,295,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,084089,CUBITERA SOLAN LOGO BLANCO TRADE,1,2.0,1,1,2026-01-19,0.0005263157894736842,0.8968421052631627,B,296,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,084099,CUBITERA NEGRA BRUTUS ENSALADERA PEQUEÑA,1,2.0,1,1,2026-01-30,0.0005263157894736842,0.8973684210526364,B,297,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,087041,CUBO BASURA NEGRO 80L,1,2.0,1,1,2026-03-02,0.0005263157894736842,0.8978947368421101,B,298,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091068,BARRA LOGO EN RELIEVE CERVEZAS ALHAMBRA,1,2.0,1,1,2026-02-11,0.0005263157894736842,0.8984210526315838,B,299,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,093002,TRASERA MADERA BALDA METR CERVEZAS  ALH,1,2.0,1,1,2026-02-11,0.0005263157894736842,0.8989473684210575,B,300,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,094110,TRASERA BLANCA Y DORADA ESPEJO (SIN EL L,1,2.0,1,1,2026-01-23,0.0005263157894736842,0.8994736842105312,B,301,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,096024,BIOMBO/TRASERA MADERA CON SOPORTE 3UD,1,2.0,1,1,2026-02-17,0.0005263157894736842,0.9000000000000049,B,302,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,102699,CAMISA ROJA EL CHIRINGUITO VIBRA MAHOU T,1,2.0,1,1,2026-02-18,0.0005263157894736842,0.9005263157894786,B,303,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,103568,CAMISA ROJA EL CHIRINGUITO VIBRA MAHOU T,1,2.0,1,1,2026-02-18,0.0005263157894736842,0.9010526315789523,B,304,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,105110,PANTALON ANCHO MUJER CRUDO UNICLO,1,2.0,1,1,2026-02-27,0.0005263157894736842,0.901578947368426,B,305,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,124278,CUBITERA ILUSTRADA MOD1 PLAYA ALHAMBRA E,1,2.0,1,1,2026-02-16,0.0005263157894736842,0.9021052631578997,B,306,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,124279,CUBITERA ILUSTRADA MOD 2 ALFARERÍA ALHAM,1,2.0,1,1,2026-02-16,0.0005263157894736842,0.9026315789473734,B,307,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,124280,CUBITERA ILUSTRADA MOD3 FIESTA FLAMENCA,1,2.0,1,1,2026-02-16,0.0005263157894736842,0.9031578947368472,B,308,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,142007,PLANTA ARTIFICIAL PEQUEÑA MOD4 HELECHO,1,2.0,1,1,2026-02-18,0.0005263157894736842,0.9036842105263209,B,309,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,143040,CAJA PLÁSTICO NEGRA ALHAMBRA,1,2.0,1,1,2026-02-11,0.0005263157894736842,0.9042105263157946,B,310,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,143049,CAJA PLÁSTICO AZUL VACÍA MAHOU,1,2.0,1,1,2026-02-25,0.0005263157894736842,0.9047368421052683,B,311,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,143077,CAJA DECORACIÓN RECTANGULAR 3BALDAS,1,2.0,1,1,2026-02-17,0.0005263157894736842,0.905263157894742,B,312,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,144056,CUBO BLANCO SAN MIGUEL MAGNA,1,2.0,1,1,2026-02-10,0.0005263157894736842,0.9057894736842157,B,313,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,161201,NEVERA MAHOU NEGRA EXPOSITORA CHAPA ROJA,1,2.0,1,1,2026-01-13,0.0005263157894736842,0.9063157894736894,B,314,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,202069,SOMBRILLA NEGRA LOGO BRUTUS,1,2.0,1,1,2026-02-12,0.0005263157894736842,0.9068421052631631,B,315,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,018014,AGUA  50CL PLASTICO SIERRA DE JAÉN,1,1.05,1,1,2026-01-19,0.0005263157894736842,0.9073684210526368,B,316,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,186026,ETIQUETA TRASERA 33CL 5ESTRELLAS MAHOU,1,1.03,1,1,2026-02-18,0.0005263157894736842,0.9078947368421105,B,317,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,022027,MESA GRIS 2018 ALHAMBRA PATA BLANCA,1,1.0,1,1,2026-02-27,0.0005263157894736842,0.9084210526315842,B,318,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,023096,MESA PEGABLE NEGRA CATERING,1,1.0,1,1,2026-02-27,0.0005263157894736842,0.9089473684210579,B,319,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,041013,ESTANTERÍA HIERRO/MADERA 4 BALDAS,1,1.0,1,1,2026-02-18,0.0005263157894736842,0.9094736842105317,B,320,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,041030,ESTANTERÍA DORADA 240X41X105 SM,1,1.0,1,1,2026-03-04,0.0005263157894736842,0.9100000000000054,B,321,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,041033,ESTANTERÍA 170X30X211 5BALDAS  TRIPLE,1,1.0,1,1,2026-02-27,0.0005263157894736842,0.9105263157894791,B,322,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,041114,ESTANTERIA SAN MIGUEL PARA COPAS,1,1.0,1,1,2026-01-29,0.0005263157894736842,0.9110526315789528,B,323,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,043069,CARRO VERDE CON RUEDAS Y TECHO SAN MIGUE,1,1.0,1,1,2026-02-05,0.0005263157894736842,0.9115789473684265,B,324,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,044015,CONJUNTO CAJONES DIFER TAMAÑOS (ACANTO),1,1.0,1,1,2026-02-18,0.0005263157894736842,0.9121052631579002,B,325,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,046032,STAND BRUTUS,1,1.0,1,1,2026-02-16,0.0005263157894736842,0.9126315789473739,B,326,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,049040,PERCHERO BLANCO MADERA 8 GANCHOS,1,1.0,1,1,2026-02-27,0.0005263157894736842,0.9131578947368476,B,327,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051008,LUMINOSO RECTANGULAR ALHAMBRA CERVEZA HE,1,1.0,1,1,2026-03-03,0.0005263157894736842,0.9136842105263213,B,328,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051064,LUMINOSO LOGO M BLANCO,1,1.0,1,1,2026-01-23,0.0005263157894736842,0.914210526315795,B,329,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051086,LUMINOSO LED GRANDE ROJO LOGO M  MAHOU,1,1.0,1,1,2026-01-28,0.0005263157894736842,0.9147368421052687,B,330,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051128,LUMINOSO LOGO MAHOU BLANCO,1,1.0,1,1,2026-01-23,0.0005263157894736842,0.9152631578947424,B,331,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051249,LUMINOSO FOUNDERS BORDE ROJO 60X45CM,1,1.0,1,1,2026-02-16,0.0005263157894736842,0.9157894736842161,B,332,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051314,TOTEM LUMINOSO MAHOU 5 ESTRELLAS CON RUE,1,1.0,1,1,2026-01-28,0.0005263157894736842,0.9163157894736899,B,333,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051316,LUMINOSO REDONDO PELOTA AFTERPADEL ROJA,1,1.0,1,1,2026-02-18,0.0005263157894736842,0.9168421052631636,B,334,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051334,LUMINOSO HALOBRIGHT BRUTUS LOGO TAGLINE,1,1.0,1,1,2026-02-02,0.0005263157894736842,0.9173684210526373,B,335,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051376,LUMINOSO RECTANGULAR VIBRA MAHOU CON FLI,1,1.0,1,1,2026-01-13,0.0005263157894736842,0.917894736842111,B,336,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051381,LUMINOSO LED METACRILATO MAHOU RESERVA 5,1,1.0,1,1,2026-01-19,0.0005263157894736842,0.9184210526315847,B,337,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051396,LUMINOSO MAHOU 5 ESTRELLAAS LOGO NUEVO M,1,1.0,1,1,2026-01-13,0.0005263157894736842,0.9189473684210584,B,338,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051397,LUMINOSO SEEKERS PLACE,1,1.0,1,1,2026-01-12,0.0005263157894736842,0.9194736842105321,B,339,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,051404,LUMINOSO MAHOU PEQUEÑO 2025 CON PEANA Y,1,1.0,1,1,2026-02-25,0.0005263157894736842,0.9200000000000058,B,340,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,069001,BARCA LAVADO TRANSPORTE COPA SUCIA,1,1.0,1,1,2026-01-30,0.0005263157894736842,0.9205263157894795,B,341,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,089089,CAJA KIT ALARGADOR Y REGLETA,1,1.0,1,1,2026-02-11,0.0005263157894736842,0.9210526315789532,B,342,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091033,BARRA 118x60x100 cm VERDE ENCIMERA MÁRMO,1,1.0,1,1,2026-02-10,0.0005263157894736842,0.9215789473684269,B,343,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091182,BARRA ESQUINERA RECTA JARDIN ALHAMBRA,1,1.0,1,1,2026-03-05,0.0005263157894736842,0.9221052631579006,B,344,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091193,BARRA NEGRA CHAPA LISA FRONTAL MADERA MA,1,1.0,1,1,2026-01-29,0.0005263157894736842,0.9226315789473744,B,345,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091216,BARRA BLANCA ALHAMBRA PEQUEÑA,1,1.0,1,1,2026-03-03,0.0005263157894736842,0.9231578947368481,B,346,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091217,BARRA BLANCA ALHAMBRA PEQUEÑA SIN LOGO,1,1.0,1,1,2026-03-03,0.0005263157894736842,0.9236842105263218,B,347,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091265,BARRA ROJA ILUMINADA LOGO MAHOU CENTRAL,1,1.0,1,1,2026-01-27,0.0005263157894736842,0.9242105263157955,B,348,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091278,BARRA SAN MIGUEL MADERA Y CHAPA VERDE CO,1,1.0,1,1,2026-01-29,0.0005263157894736842,0.9247368421052692,B,349,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,091287,MOSTRADOR DORADO ENCIMERA BLANCA 2 BALDA,1,1.0,1,1,2026-03-04,0.0005263157894736842,0.9252631578947429,B,350,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,092046,BARRA 198x60x100 cm VERDE SAN MIGUEL,1,1.0,1,1,2026-02-10,0.0005263157894736842,0.9257894736842166,B,351,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,092071,"BARRA 2,50CM MADERA/CHAPA MARRON MAHOU",1,1.0,1,1,2026-02-10,0.0005263157894736842,0.9263157894736903,B,352,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,092134,BARRA VERDE 3 MODULOS ARCO 2023,1,1.0,1,1,2026-02-19,0.0005263157894736842,0.926842105263164,B,353,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,092150,BARRA ROJA MAHOU 2024 CON LED ENCIMERA M,1,1.0,1,1,2026-01-05,0.0005263157894736842,0.9273684210526377,B,354,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,092182,BARRA ENCALADO BLANCO CON BARRO ALHAMBRA,1,1.0,1,1,2026-01-29,0.0005263157894736842,0.9278947368421114,B,355,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,093010,TRASERA MÁRMOL CERVECEROS SAN MIGUEL,1,1.0,1,1,2026-02-10,0.0005263157894736842,0.9284210526315851,B,356,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,094109,TRASERA C/BALDA LUMINOSA +CONTRABARRA RO,1,1.0,1,1,2026-03-03,0.0005263157894736842,0.9289473684210588,B,357,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,102758,CAMISETA VERDE MANGA CORTA SKISEASON TAL,1,1.0,1,1,2026-02-16,0.0005263157894736842,0.9294736842105326,B,358,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,103355,CAMISETA VERDE MANGA CORTA SKISEASON TAL,1,1.0,1,1,2026-02-16,0.0005263157894736842,0.9300000000000063,B,359,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,125141,CARTEL A3 CUIDEMOS ESO QUE NOS HACE ESPE,1,1.0,1,1,2026-03-05,0.0005263157894736842,0.93052631578948,B,360,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,127077,LETRERO PIZARRA NEGRA CAFE 170,1,1.0,1,1,2026-02-11,0.0005263157894736842,0.9310526315789537,B,361,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,131145,KIT OFICINA JARDIN ALHAMBRA 2CAJAS,1,1.0,1,1,2026-02-27,0.0005263157894736842,0.9315789473684274,B,362,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,131192,LIBRO LOS 20 ICONOS DE MADRID,1,1.0,1,1,2026-02-27,0.0005263157894736842,0.9321052631579011,B,363,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
GLOBAL,ytd,2026,,2026-YTD,2026-01-01,2026-03-05,2026-03-05,133214,CONJUNTO SNORKEL GAFAS VIBRA MAHOU,1,1.0,1,1,2026-02-18,0.0005263157894736842,0.9326315789473748,B,364,0.1,0.30000000000000004,3.0000000000000004,1,LOW_HISTORY,BLOW_HISTORY
