owner_scope,period_type,period_label,n_skus_AX,pct_pick_lines_AX,n_skus_AY,pct_pick_lines_AY,n_skus_AZ,pct_pick_lines_AZ,n_skus_BX,pct_pick_lines_BX,n_skus_BY,pct_pick_lines_BY,n_skus_BZ,pct_pick_lines_BZ,n_skus_CX,pct_pick_lines_CX,n_skus_CY,pct_pick_lines_CY,n_skus_CZ,pct_pick_lines_CZ,n_skus_ALOW_HISTORY,pct_pick_lines_ALOW_HISTORY,n_skus_BLOW_HISTORY,pct_pick_lines_BLOW_HISTORY,n_skus_CLOW_HISTORY,pct_pick_lines_CLOW_HISTORY
29,ytd,2026-YTD,0,0.0,0,0.0,6,0.7272727272727273,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0743801652892562,10,0.1487603305785124,6,0.049586776859504134
3,annual,2022,0,0.0,0,0.0,104,0.7910244786944697,0,0.0,0,0.0,47,0.0829555757026292,0,0.0,0,0.0,0,0.0,3,0.009972801450589302,60,0.06618313689936536,106,0.04986400725294651
3,annual,2023,0,0.0,0,0.0,178,0.7848751835535976,0,0.0,0,0.0,39,0.042951541850220265,0,0.0,0,0.0,0,0.0,8,0.015418502202643172,177,0.10682819383259912,136,0.049926578560939794
3,annual,2024,0,0.0,0,0.0,184,0.764172335600907,0,0.0,0,0.0,35,0.0400604686318972,0,0.0,0,0.0,0,0.0,17,0.036281179138321996,169,0.10959939531368103,132,0.049886621315192746
3,annual,2026,0,0.0,2,0.07196969696969698,15,0.5643939393939394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.17045454545454544,36,0.14393939393939395,13,0.04924242424242424
3,quarterly,2022-Q1,0,0.0,0,0.0,8,0.6430678466076696,0,0.0,0,0.0,1,0.011799410029498525,0,0.0,0,0.0,0,0.0,5,0.16519174041297935,26,0.13274336283185842,16,0.0471976401179941
3,quarterly,2022-Q2,0,0.0,6,0.20897615708274894,56,0.423562412342216,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,0.16830294530154277,77,0.15007012622720897,35,0.04908835904628331
3,quarterly,2022-Q3,0,0.0,2,0.07339449541284404,54,0.6162079510703364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.11162079510703364,63,0.14984709480122324,32,0.04892966360856269
3,quarterly,2022-Q4,0,0.0,8,0.316,22,0.298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.186,67,0.15,25,0.05
3,quarterly,2023-Q1,0,0.0,6,0.21244635193133046,21,0.30042918454935624,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,0.2875536480686695,70,0.15021459227467812,23,0.04935622317596566
3,quarterly,2023-Q2,0,0.0,4,0.11056511056511056,62,0.39803439803439805,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,0.29238329238329236,106,0.14987714987714987,40,0.04914004914004914
3,quarterly,2023-Q3,0,0.0,0,0.0,36,0.4092178770949721,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,98,0.39106145251396646,93,0.15083798882681565,35,0.04888268156424581
3,quarterly,2023-Q4,0,0.0,6,0.14697802197802198,35,0.3942307692307692,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,98,0.25961538461538464,109,0.14972527472527472,36,0.04945054945054945
3,quarterly,2024-Q1,0,0.0,3,0.051643192488262914,34,0.47104851330203446,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,0.27856025039123633,96,0.15023474178403756,31,0.048513302034428794
3,quarterly,2024-Q2,0,0.0,3,0.1158256880733945,38,0.2511467889908257,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,120,0.4334862385321101,131,0.15022935779816513,43,0.04931192660550459
3,quarterly,2024-Q3,0,0.0,0,0.0,39,0.35382685069008785,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,127,0.4466750313676286,108,0.15056461731493098,39,0.04893350062735257
3,quarterly,2024-Q4,0,0.0,0,0.0,28,0.5443786982248521,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,0.257396449704142,51,0.15088757396449703,16,0.047337278106508875
3,quarterly,2026-Q1,0,0.0,2,0.07196969696969698,15,0.5643939393939394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.17045454545454544,36,0.14393939393939395,13,0.04924242424242424
3,ytd,2026-YTD,0,0.0,2,0.07196969696969698,15,0.5643939393939394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.17045454545454544,36,0.14393939393939395,13,0.04924242424242424
30,annual,2022,0,0.0,0,0.0,18,0.7229437229437229,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.07792207792207792,26,0.15151515151515152,11,0.047619047619047616
30,annual,2023,0,0.0,0,0.0,38,0.6808510638297872,0,0.0,0,0.0,2,0.010638297872340425,0,0.0,0,0.0,0,0.0,14,0.12234042553191489,50,0.13652482269503546,28,0.04964539007092199
30,annual,2024,0,0.0,0,0.0,27,0.7820359281437126,0,0.0,0,0.0,18,0.08742514970059881,0,0.0,0,0.0,0,0.0,1,0.019161676646706587,28,0.06227544910179641,41,0.04910179640718563
30,annual,2026,0,0.0,0,0.0,9,0.6081081081081081,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.1981981981981982,21,0.14414414414414414,11,0.04954954954954955
30,quarterly,2022-Q1,0,0.0,0,0.0,3,0.23255813953488372,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.6046511627906976,5,0.11627906976744186,2,0.046511627906976744
30,quarterly,2022-Q2,0,0.0,0,0.0,3,0.22972972972972974,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.581081081081081,11,0.14864864864864866,3,0.04054054054054054
30,quarterly,2022-Q3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.8043478260869565,7,0.15217391304347827,2,0.043478260869565216
30,quarterly,2022-Q4,0,0.0,2,0.29411764705882354,5,0.39705882352941174,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.11764705882352941,7,0.14705882352941177,3,0.04411764705882353
30,quarterly,2023-Q1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.8214285714285714,4,0.14285714285714285,1,0.03571428571428571
30,quarterly,2023-Q2,0,0.0,0,0.0,19,0.38190954773869346,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.4221105527638191,30,0.1507537688442211,9,0.04522613065326633
30,quarterly,2023-Q3,0,0.0,0,0.0,2,0.0990990990990991,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.7027027027027027,17,0.15315315315315314,5,0.04504504504504504
30,quarterly,2023-Q4,0,0.0,0,0.0,15,0.7831858407079646,0,0.0,0,0.0,5,0.07964601769911504,0,0.0,0,0.0,0,0.0,1,0.022123893805309734,6,0.06637168141592921,11,0.048672566371681415
30,quarterly,2024-Q1,0,0.0,0,0.0,7,0.49056603773584906,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.32075471698113206,14,0.14150943396226415,5,0.04716981132075472
30,quarterly,2024-Q2,0,0.0,0,0.0,17,0.7549407114624506,0,0.0,0,0.0,2,0.023715415019762844,0,0.0,0,0.0,0,0.0,3,0.05533596837944664,20,0.11857707509881422,12,0.04743083003952569
30,quarterly,2024-Q3,0,0.0,0,0.0,10,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.3026315789473684,23,0.1513157894736842,7,0.046052631578947366
30,quarterly,2024-Q4,0,0.0,9,0.46296296296296297,10,0.29012345679012347,0,0.0,0,0.0,2,0.018518518518518517,0,0.0,0,0.0,0,0.0,1,0.04938271604938271,27,0.12962962962962962,16,0.04938271604938271
30,quarterly,2026-Q1,0,0.0,2,0.20270270270270271,7,0.40540540540540543,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.1981981981981982,21,0.14414414414414414,11,0.04954954954954955
30,ytd,2026-YTD,0,0.0,0,0.0,9,0.6081081081081081,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.1981981981981982,21,0.14414414414414414,11,0.04954954954954955
33,annual,2022,0,0.0,0,0.0,8,0.801980198019802,0,0.0,0,0.0,6,0.11551155115511551,0,0.0,0,0.0,0,0.0,0,0.0,4,0.036303630363036306,14,0.0462046204620462
33,annual,2023,0,0.0,0,0.0,13,0.8022284122562674,0,0.0,0,0.0,6,0.04456824512534819,0,0.0,0,0.0,0,0.0,0,0.0,49,0.10445682451253482,35,0.04874651810584958
33,annual,2024,0,0.0,0,0.0,11,0.7167487684729064,0,0.0,0,0.0,14,0.1330049261083744,0,0.0,0,0.0,2,0.008620689655172414,1,0.09113300492610837,2,0.013546798029556651,19,0.03694581280788178
33,quarterly,2022-Q1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.8181818181818182,3,0.13636363636363635,1,0.045454545454545456
33,quarterly,2022-Q2,0,0.0,1,0.09473684210526316,7,0.7368421052631579,0,0.0,0,0.0,2,0.06315789473684211,0,0.0,0,0.0,0,0.0,0,0.0,5,0.06315789473684211,4,0.042105263157894736
33,quarterly,2022-Q3,0,0.0,0,0.0,1,0.32142857142857145,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.5,4,0.14285714285714285,1,0.03571428571428571
33,quarterly,2022-Q4,0,0.0,0,0.0,3,0.22151898734177214,0,0.0,0,0.0,3,0.08227848101265822,0,0.0,0,0.0,0,0.0,1,0.5822784810126582,5,0.0759493670886076,5,0.0379746835443038
33,quarterly,2023-Q1,0,0.0,0,0.0,5,0.47674418604651164,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.32558139534883723,13,0.1511627906976744,4,0.046511627906976744
33,quarterly,2023-Q2,0,0.0,0,0.0,7,0.8333333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.11666666666666667,3,0.05
33,quarterly,2023-Q3,0,0.0,0,0.0,6,0.6129032258064516,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.1935483870967742,12,0.15053763440860216,4,0.043010752688172046
33,quarterly,2023-Q4,0,0.0,0,0.0,4,0.8016701461377871,0,0.0,0,0.0,5,0.054279749478079335,0,0.0,0,0.0,0,0.0,0,0.0,28,0.09603340292275574,23,0.04801670146137787
33,quarterly,2024-Q1,0,0.0,0,0.0,2,0.6033333333333334,0,0.0,0,0.0,6,0.09666666666666666,0,0.0,0,0.0,0,0.0,1,0.24666666666666667,1,0.01,11,0.043333333333333335
33,quarterly,2024-Q2,0,0.0,0,0.0,10,0.7797927461139896,0,0.0,0,0.0,6,0.06217616580310881,0,0.0,0,0.0,0,0.0,1,0.025906735751295335,9,0.08549222797927461,14,0.046632124352331605
