sku,denominacion,latest_period_type,latest_period,latest_abc_class,latest_pick_lines,latest_pick_qty,latest_n_orders,latest_rank,change_vs_prev_period,recommendation_tag
MBEL058,CAJA BELEN Nº58,ytd,2026-YTD,C,1,1.0,1,448,C->C,LOW_PRIORITY
MBEL059,CAJA BELEN Nº59,ytd,2026-YTD,C,1,1.0,1,449,C->C,LOW_PRIORITY
MBEL060,CAJA BELEN Nº60,ytd,2026-YTD,C,1,1.0,1,450,C->C,LOW_PRIORITY
MBEL061,CAJA BELEN Nº61,ytd,2026-YTD,C,1,1.0,1,451,C->C,LOW_PRIORITY
MBEL062,CAJA BELEN Nº62,ytd,2026-YTD,C,1,1.0,1,452,C->C,LOW_PRIORITY
MBEL063,CAJA BELEN Nº63,ytd,2026-YTD,C,1,1.0,1,453,C->C,LOW_PRIORITY
MBEL064,CAJA BELEN Nº64,ytd,2026-YTD,C,1,1.0,1,454,C->C,LOW_PRIORITY
MBEL065,CAJA BELEN Nº65,ytd,2026-YTD,C,1,1.0,1,455,C->C,LOW_PRIORITY
MBEL066,CAJA BELEN Nº66,ytd,2026-YTD,C,1,1.0,1,456,C->C,LOW_PRIORITY
MBEL067,CAJA BELEN Nº67,ytd,2026-YTD,C,1,1.0,1,457,C->C,LOW_PRIORITY
MBEL068,CAJA BELEN Nº68,ytd,2026-YTD,C,1,1.0,1,458,C->C,LOW_PRIORITY
MBEL069,CAJA BELEN Nº 69,ytd,2026-YTD,C,1,1.0,1,459,C->C,LOW_PRIORITY
MBEL070,CAJA BELEN Nº70,ytd,2026-YTD,C,1,1.0,1,460,C->C,LOW_PRIORITY
MBEL071,CAJA BELEN Nº71,ytd,2026-YTD,C,1,1.0,1,461,C->C,LOW_PRIORITY
MBEL072,CAJA BELEN Nº72,ytd,2026-YTD,C,1,1.0,1,462,C->C,LOW_PRIORITY
MBEL073,CAJA BELEN Nº73,ytd,2026-YTD,C,1,1.0,1,463,C->C,LOW_PRIORITY
MBEL074,CAJA BELEN Nº74,ytd,2026-YTD,C,1,1.0,1,464,C->C,LOW_PRIORITY
MBEL075,CAJA BELEN Nº75,ytd,2026-YTD,C,1,1.0,1,465,C->C,LOW_PRIORITY
MBEL076,CAJA BELEN Nº76,ytd,2026-YTD,C,1,1.0,1,466,C->C,LOW_PRIORITY
MBEL077,CAJA BELEN Nº77,ytd,2026-YTD,C,1,1.0,1,467,C->C,LOW_PRIORITY
MBEL078,CAJA BELEN Nº 78,ytd,2026-YTD,C,1,1.0,1,468,C->C,LOW_PRIORITY
MBEL079,CAJA BELEN Nº 79,ytd,2026-YTD,C,1,1.0,1,469,C->C,LOW_PRIORITY
MBEL080,CAJA BELEN Nº80,ytd,2026-YTD,C,1,1.0,1,470,C->C,LOW_PRIORITY
MBEL081,CAJA BELEN Nº81,ytd,2026-YTD,C,1,1.0,1,471,C->C,LOW_PRIORITY
MBEL082,CAJA BELEN Nº82,ytd,2026-YTD,C,1,1.0,1,472,C->C,LOW_PRIORITY
MBEL083,CAJA BELEN Nº83,ytd,2026-YTD,C,1,1.0,1,473,C->C,LOW_PRIORITY
MBEL084,CAJA BELEN Nº84,ytd,2026-YTD,C,1,1.0,1,474,C->C,LOW_PRIORITY
MBEL085,CAJA BELEN Nº85,ytd,2026-YTD,C,1,1.0,1,475,C->C,LOW_PRIORITY
MBEL086,CAJA BELEN Nº86,ytd,2026-YTD,C,1,1.0,1,476,C->C,LOW_PRIORITY
MBEL087,CAJA BELEN Nº87,ytd,2026-YTD,C,1,1.0,1,477,C->C,LOW_PRIORITY
MBEL088,CAJA BELEN Nº88,ytd,2026-YTD,C,1,1.0,1,478,C->C,LOW_PRIORITY
MBEL089,CAJA BELEN Nº89,ytd,2026-YTD,C,1,1.0,1,479,C->C,LOW_PRIORITY
MBEL090,CAJA BELEN Nº90,ytd,2026-YTD,C,1,1.0,1,480,C->C,LOW_PRIORITY
MBEL091,CAJA BELEN Nº91,ytd,2026-YTD,C,1,1.0,1,481,C->C,LOW_PRIORITY
MBEL092,CAJA BELEN Nº92,ytd,2026-YTD,C,1,1.0,1,482,C->C,LOW_PRIORITY
MBEL093,CAJA BELEN Nº93,ytd,2026-YTD,C,1,1.0,1,483,C->C,LOW_PRIORITY
MBEL094,CAJA BELEN Nº94,ytd,2026-YTD,C,1,1.0,1,484,C->C,LOW_PRIORITY
MBEL095,CAJA BELEN Nº95,ytd,2026-YTD,C,1,1.0,1,485,C->C,LOW_PRIORITY
MD080,Nº007 CAJAS CONTENEDORES PLÁSTICO,ytd,2026-YTD,C,1,1.0,1,486,SIN_REFERENCIA,LOW_PRIORITY
MD081,CAJAS CONTENEDORES PLÁSTICAS 07/12/2019,ytd,2026-YTD,C,1,1.0,1,487,SIN_REFERENCIA,LOW_PRIORITY
MD082,Nº 005; CAJAS CONTENEDORES DE PLÁSTICO,ytd,2026-YTD,C,1,1.0,1,488,SIN_REFERENCIA,LOW_PRIORITY
MD083,Nº 004: CAJAS CONTENEDORES PLÁSTICOS 07/,ytd,2026-YTD,C,1,1.0,1,489,SIN_REFERENCIA,LOW_PRIORITY
MD084,Nº 003: CAJAS CONTENEDORES PLÁSTICAS 07/,ytd,2026-YTD,C,1,1.0,1,490,SIN_REFERENCIA,LOW_PRIORITY
MD085,Nº008- CAJA DE CONTENEDORES DE PLÁSTICO,ytd,2026-YTD,C,1,1.0,1,491,SIN_REFERENCIA,LOW_PRIORITY
MD086,Nº006 - CAJA CONTENEDORES DE PLÁSTICO 07,ytd,2026-YTD,C,1,1.0,1,492,SIN_REFERENCIA,LOW_PRIORITY
