sku,prev_abc_class,prev_rank,curr_abc_class,curr_rank,period_type,prev_period,curr_period,class_change,rank_delta,movement_direction
022154,B,2353,C,2401,annual,2022,2023,B->C,-48,down
015167,A,698,B,775,annual,2022,2023,A->B,-77,down
145013,B,2396,C,2475,annual,2022,2023,B->C,-79,down
102502,A,718,B,827,annual,2022,2023,A->B,-109,down
103128,A,710,B,836,annual,2022,2023,A->B,-126,down
152020,B,2403,C,2548,annual,2022,2023,B->C,-145,down
036003,B,2255,C,2409,annual,2022,2023,B->C,-154,down
107069,B,2483,C,2686,annual,2022,2023,B->C,-203,down
207014,A,622,B,826,annual,2022,2023,A->B,-204,down
102214,A,655,B,861,annual,2022,2023,A->B,-206,down
155005,A,587,B,823,annual,2022,2023,A->B,-236,down
086113,A,568,B,805,annual,2022,2023,A->B,-237,down
124122,A,581,B,820,annual,2022,2023,A->B,-239,down
4900000,A,549,B,792,annual,2022,2023,A->B,-243,down
036009,A,606,B,850,annual,2022,2023,A->B,-244,down
018020,A,564,B,821,annual,2022,2023,A->B,-257,down
054062,B,2367,C,2627,annual,2022,2023,B->C,-260,down
071078,A,680,B,943,annual,2022,2023,A->B,-263,down
132016,A,620,B,885,annual,2022,2023,A->B,-265,down
059012,A,642,B,907,annual,2022,2023,A->B,-265,down
103127,A,745,B,1011,annual,2022,2023,A->B,-266,down
145018,A,607,B,875,annual,2022,2023,A->B,-268,down
152143,A,660,B,932,annual,2022,2023,A->B,-272,down
061021,A,689,B,961,annual,2022,2023,A->B,-272,down
042051,B,2144,C,2420,annual,2022,2023,B->C,-276,down
091170,B,2374,C,2656,annual,2022,2023,B->C,-282,down
102155,A,563,B,847,annual,2022,2023,A->B,-284,down
084036,A,615,B,899,annual,2022,2023,A->B,-284,down
033049,B,2309,C,2601,annual,2022,2023,B->C,-292,down
031049,A,734,B,1039,annual,2022,2023,A->B,-305,down
103083,A,495,B,809,annual,2022,2023,A->B,-314,down
086018,A,690,B,1007,annual,2022,2023,A->B,-317,down
86P,A,697,B,1018,annual,2022,2023,A->B,-321,down
205148,A,732,B,1053,annual,2022,2023,A->B,-321,down
095002,A,739,B,1061,annual,2022,2023,A->B,-322,down
145085,B,2400,C,2731,annual,2022,2023,B->C,-331,down
107056,A,694,B,1041,annual,2022,2023,A->B,-347,down
036028,A,506,B,858,annual,2022,2023,A->B,-352,down
072074,B,2450,C,2802,annual,2022,2023,B->C,-352,down
023030,A,524,B,878,annual,2022,2023,A->B,-354,down
042060,B,2258,C,2613,annual,2022,2023,B->C,-355,down
084017,A,526,B,882,annual,2022,2023,A->B,-356,down
023001,A,528,B,889,annual,2022,2023,A->B,-361,down
191003,B,2410,C,2778,annual,2022,2023,B->C,-368,down
023010,B,2455,C,2828,annual,2022,2023,B->C,-373,down
146045,B,2078,C,2477,annual,2022,2023,B->C,-399,down
126039,A,547,B,947,annual,2022,2023,A->B,-400,down
203013,A,435,B,843,annual,2022,2023,A->B,-408,down
2436BR,B,2079,C,2494,annual,2022,2023,B->C,-415,down
022134,A,429,B,848,annual,2022,2023,A->B,-419,down
154006,A,438,B,869,annual,2022,2023,A->B,-431,down
103123,A,366,B,806,annual,2022,2023,A->B,-440,down
102175,A,640,B,1081,annual,2022,2023,A->B,-441,down
016014,A,589,B,1032,annual,2022,2023,A->B,-443,down
051188,A,453,B,918,annual,2022,2023,A->B,-465,down
092000,A,455,B,925,annual,2022,2023,A->B,-470,down
122010,B,1981,C,2463,annual,2022,2023,B->C,-482,down
022133,A,616,B,1103,annual,2022,2023,A->B,-487,down
172176,A,372,B,867,annual,2022,2023,A->B,-495,down
103131,A,513,B,1013,annual,2022,2023,A->B,-500,down
103124,A,491,B,997,annual,2022,2023,A->B,-506,down
084071,A,320,B,828,annual,2022,2023,A->B,-508,down
089073,A,630,B,1140,annual,2022,2023,A->B,-510,down
167010,A,377,B,892,annual,2022,2023,A->B,-515,down
186026,A,471,B,989,annual,2022,2023,A->B,-518,down
186025,A,469,B,988,annual,2022,2023,A->B,-519,down
015013,A,463,B,983,annual,2022,2023,A->B,-520,down
094037,A,634,B,1155,annual,2022,2023,A->B,-521,down
094000,A,379,B,903,annual,2022,2023,A->B,-524,down
102508,A,510,B,1038,annual,2022,2023,A->B,-528,down
051007,A,647,B,1177,annual,2022,2023,A->B,-530,down
051029,A,648,B,1178,annual,2022,2023,A->B,-530,down
144015,A,659,B,1203,annual,2022,2023,A->B,-544,down
124042,B,2155,C,2701,annual,2022,2023,B->C,-546,down
051160,B,2365,C,2913,annual,2022,2023,B->C,-548,down
072008,A,394,B,952,annual,2022,2023,A->B,-558,down
022011,A,246,B,811,annual,2022,2023,A->B,-565,down
012004,A,465,B,1035,annual,2022,2023,A->B,-570,down
036004,A,521,B,1091,annual,2022,2023,A->B,-570,down
063000,A,675,B,1248,annual,2022,2023,A->B,-573,down
023062,A,327,B,905,annual,2022,2023,A->B,-578,down
161039,A,283,B,870,annual,2022,2023,A->B,-587,down
111010,A,407,B,994,annual,2022,2023,A->B,-587,down
084094,A,212,B,801,annual,2022,2023,A->B,-589,down
103130,A,725,B,1322,annual,2022,2023,A->B,-597,down
2604020,A,486,B,1098,annual,2022,2023,A->B,-612,down
161134,A,545,B,1158,annual,2022,2023,A->B,-613,down
133072,A,748,B,1361,annual,2022,2023,A->B,-613,down
132025,A,670,B,1285,annual,2022,2023,A->B,-615,down
144024,A,255,B,874,annual,2022,2023,A->B,-619,down
011031,A,693,B,1314,annual,2022,2023,A->B,-621,down
084033,A,520,B,1147,annual,2022,2023,A->B,-627,down
042014,A,426,B,1058,annual,2022,2023,A->B,-632,down
084077,B,2006,C,2644,annual,2022,2023,B->C,-638,down
3401002,A,338,B,981,annual,2022,2023,A->B,-643,down
071044,A,144,B,788,annual,2022,2023,A->B,-644,down
051096,A,536,B,1180,annual,2022,2023,A->B,-644,down
112002,A,196,B,845,annual,2022,2023,A->B,-649,down
132017,A,434,B,1088,annual,2022,2023,A->B,-654,down
083103,A,339,B,996,annual,2022,2023,A->B,-657,down
103081,A,369,B,1034,annual,2022,2023,A->B,-665,down
176023,A,543,B,1214,annual,2022,2023,A->B,-671,down
102200,A,420,B,1093,annual,2022,2023,A->B,-673,down
102505,A,411,B,1085,annual,2022,2023,A->B,-674,down
203068,A,361,B,1036,annual,2022,2023,A->B,-675,down
209001,A,444,B,1128,annual,2022,2023,A->B,-684,down
091155,A,220,B,906,annual,2022,2023,A->B,-686,down
161122,A,440,B,1145,annual,2022,2023,A->B,-705,down
G000347,A,294,B,1005,annual,2022,2023,A->B,-711,down
114011,A,579,B,1292,annual,2022,2023,A->B,-713,down
051097,A,187,B,902,annual,2022,2023,A->B,-715,down
203018,B,2069,C,2784,annual,2022,2023,B->C,-715,down
2604010,A,299,B,1016,annual,2022,2023,A->B,-717,down
161033,A,222,B,941,annual,2022,2023,A->B,-719,down
114012,A,577,B,1298,annual,2022,2023,A->B,-721,down
102201,A,712,B,1435,annual,2022,2023,A->B,-723,down
111032,A,562,B,1290,annual,2022,2023,A->B,-728,down
041037,A,441,B,1174,annual,2022,2023,A->B,-733,down
032009,A,317,B,1064,annual,2022,2023,A->B,-747,down
102501,A,682,B,1437,annual,2022,2023,A->B,-755,down
114010,A,576,B,1333,annual,2022,2023,A->B,-757,down
023034,A,459,B,1218,annual,2022,2023,A->B,-759,down
051046,A,122,B,890,annual,2022,2023,A->B,-768,down
102211,A,573,B,1356,annual,2022,2023,A->B,-783,down
084055,A,257,B,1050,annual,2022,2023,A->B,-793,down
144056,A,329,B,1124,annual,2022,2023,A->B,-795,down
032014,A,211,B,1008,annual,2022,2023,A->B,-797,down
021002,A,254,B,1051,annual,2022,2023,A->B,-797,down
144007,A,618,B,1423,annual,2022,2023,A->B,-805,down
133052,A,504,B,1315,annual,2022,2023,A->B,-811,down
103140,A,279,B,1094,annual,2022,2023,A->B,-815,down
209011,A,625,B,1446,annual,2022,2023,A->B,-821,down
109079,A,50,B,884,annual,2022,2023,A->B,-834,down
018080,B,1980,C,2814,annual,2022,2023,B->C,-834,down
144009,A,608,B,1443,annual,2022,2023,A->B,-835,down
021008,A,633,B,1468,annual,2022,2023,A->B,-835,down
015155,A,177,B,1015,annual,2022,2023,A->B,-838,down
144008,A,619,B,1457,annual,2022,2023,A->B,-838,down
054089,A,284,B,1123,annual,2022,2023,A->B,-839,down
102204,A,512,B,1354,annual,2022,2023,A->B,-842,down
051153,A,333,B,1182,annual,2022,2023,A->B,-849,down
102210,A,494,B,1355,annual,2022,2023,A->B,-861,down
131130,A,409,B,1272,annual,2022,2023,A->B,-863,down
022143,A,505,B,1368,annual,2022,2023,A->B,-863,down
133055,A,422,B,1294,annual,2022,2023,A->B,-872,down
161018,A,523,B,1396,annual,2022,2023,A->B,-873,down
186024,A,403,B,1282,annual,2022,2023,A->B,-879,down
124201,A,483,B,1366,annual,2022,2023,A->B,-883,down
035007,A,419,B,1305,annual,2022,2023,A->B,-886,down
016039,A,413,B,1300,annual,2022,2023,A->B,-887,down
122061,B,1644,C,2536,annual,2022,2023,B->C,-892,down
096001,A,241,B,1156,annual,2022,2023,A->B,-915,down
022104,A,107,B,1023,annual,2022,2023,A->B,-916,down
3601002,A,401,B,1323,annual,2022,2023,A->B,-922,down
084087,A,515,B,1454,annual,2022,2023,A->B,-939,down
051087,A,649,B,1591,annual,2022,2023,A->B,-942,down
051107,A,650,B,1593,annual,2022,2023,A->B,-943,down
022045,A,531,B,1484,annual,2022,2023,A->B,-953,down
083119,A,346,B,1306,annual,2022,2023,A->B,-960,down
031120,A,347,B,1309,annual,2022,2023,A->B,-962,down
043022,A,527,B,1490,annual,2022,2023,A->B,-963,down
051187,A,629,B,1598,annual,2022,2023,A->B,-969,down
034004,A,535,B,1511,annual,2022,2023,A->B,-976,down
124017,A,656,B,1642,annual,2022,2023,A->B,-986,down
133079,A,658,B,1648,annual,2022,2023,A->B,-990,down
103126,A,367,B,1371,annual,2022,2023,A->B,-1004,down
042003,A,480,B,1488,annual,2022,2023,A->B,-1008,down
083035,A,267,B,1288,annual,2022,2023,A->B,-1021,down
016000,A,423,B,1450,annual,2022,2023,A->B,-1027,down
152002,A,264,B,1302,annual,2022,2023,A->B,-1038,down
111037,A,399,B,1442,annual,2022,2023,A->B,-1043,down
051172,A,136,B,1184,annual,2022,2023,A->B,-1048,down
181149,A,632,B,1685,annual,2022,2023,A->B,-1053,down
103084,A,418,B,1473,annual,2022,2023,A->B,-1055,down
061011,A,243,B,1299,annual,2022,2023,A->B,-1056,down
172029,A,487,B,1550,annual,2022,2023,A->B,-1063,down
102203,A,357,B,1436,annual,2022,2023,A->B,-1079,down
129058,A,230,B,1313,annual,2022,2023,A->B,-1083,down
091024,A,533,B,1618,annual,2022,2023,A->B,-1085,down
065064,A,165,B,1251,annual,2022,2023,A->B,-1086,down
139004,A,272,B,1363,annual,2022,2023,A->B,-1091,down
133077,A,266,B,1362,annual,2022,2023,A->B,-1096,down
036020,B,1300,C,2411,annual,2022,2023,B->C,-1111,down
129059,A,194,B,1310,annual,2022,2023,A->B,-1116,down
051104,A,452,B,1592,annual,2022,2023,A->B,-1140,down
042001,B,1260,C,2412,annual,2022,2023,B->C,-1152,down
051045,A,373,B,1529,annual,2022,2023,A->B,-1156,down
052015,B,1261,C,2422,annual,2022,2023,B->C,-1161,down
143084,B,1204,C,2380,annual,2022,2023,B->C,-1176,down
106017,A,334,B,1518,annual,2022,2023,A->B,-1184,down
112006,A,360,B,1545,annual,2022,2023,A->B,-1185,down
148047,A,457,B,1655,annual,2022,2023,A->B,-1198,down
036000,B,1200,C,2408,annual,2022,2023,B->C,-1208,down
102510,B,1143,C,2353,annual,2022,2023,B->C,-1210,down
142009,A,197,B,1413,annual,2022,2023,A->B,-1216,down
086118,A,684,B,1908,annual,2022,2023,A->B,-1224,down
147001,B,1224,C,2479,annual,2022,2023,B->C,-1255,down
012024,A,208,B,1466,annual,2022,2023,A->B,-1258,down
143054,B,1203,C,2473,annual,2022,2023,B->C,-1270,down
083118,A,686,B,1975,annual,2022,2023,A->B,-1289,down
654508,B,1195,C,2495,annual,2022,2023,B->C,-1300,down
132039,B,1164,C,2468,annual,2022,2023,B->C,-1304,down
147003,B,1238,C,2546,annual,2022,2023,B->C,-1308,down
152111,B,1241,C,2550,annual,2022,2023,B->C,-1309,down
201006,B,1259,C,2570,annual,2022,2023,B->C,-1311,down
134012,A,703,B,2015,annual,2022,2023,A->B,-1312,down
133081,A,683,B,2000,annual,2022,2023,A->B,-1317,down
041005,B,1278,C,2607,annual,2022,2023,B->C,-1329,down
154010,B,1387,C,2743,annual,2022,2023,B->C,-1356,down
052016,A,740,B,2100,annual,2022,2023,A->B,-1360,down
043039,B,1245,C,2615,annual,2022,2023,B->C,-1370,down
103114,B,1077,C,2448,annual,2022,2023,B->C,-1371,down
091133,B,1262,C,2654,annual,2022,2023,B->C,-1392,down
052006,A,716,B,2122,annual,2022,2023,A->B,-1406,down
015015,A,672,B,2081,annual,2022,2023,A->B,-1409,down
125094,A,467,B,1884,annual,2022,2023,A->B,-1417,down
103119,B,1109,C,2528,annual,2022,2023,B->C,-1419,down
091168,B,1231,C,2655,annual,2022,2023,B->C,-1424,down
114014,A,704,B,2141,annual,2022,2023,A->B,-1437,down
103115,B,1086,C,2527,annual,2022,2023,B->C,-1441,down
093018,B,1219,C,2663,annual,2022,2023,B->C,-1444,down
166033,A,688,B,2133,annual,2022,2023,A->B,-1445,down
134030,B,913,C,2376,annual,2022,2023,B->C,-1463,down
4000001,A,548,B,2013,annual,2022,2023,A->B,-1465,down
145066,B,1255,C,2729,annual,2022,2023,B->C,-1474,down
031096,A,720,B,2200,annual,2022,2023,A->B,-1480,down
086103,A,708,B,2195,annual,2022,2023,A->B,-1487,down
103102,A,738,B,2232,annual,2022,2023,A->B,-1494,down
205035,B,884,C,2394,annual,2022,2023,B->C,-1510,down
032107,A,735,B,2251,annual,2022,2023,A->B,-1516,down
103111,B,1148,C,2675,annual,2022,2023,B->C,-1527,down
054024,B,892,C,2424,annual,2022,2023,B->C,-1532,down
111035,A,565,B,2112,annual,2022,2023,A->B,-1547,down
023005,B,1275,C,2827,annual,2022,2023,B->C,-1552,down
034045,B,1299,C,2851,annual,2022,2023,B->C,-1552,down
062034,A,400,B,1965,annual,2022,2023,A->B,-1565,down
034009,B,1276,C,2846,annual,2022,2023,B->C,-1570,down
109043,B,1110,C,2692,annual,2022,2023,B->C,-1582,down
018003,A,498,B,2082,annual,2022,2023,A->B,-1584,down
147023,B,959,C,2547,annual,2022,2023,B->C,-1588,down
065027,B,1041,C,2631,annual,2022,2023,B->C,-1590,down
042057,B,1279,C,2871,annual,2022,2023,B->C,-1592,down
051077,B,1312,C,2908,annual,2022,2023,B->C,-1596,down
051078,B,1313,C,2909,annual,2022,2023,B->C,-1596,down
051183,B,1316,C,2914,annual,2022,2023,B->C,-1598,down
102159,A,749,C,2352,annual,2022,2023,A->C,-1603,down
086119,A,349,B,1953,annual,2022,2023,A->B,-1604,down
113050,A,509,B,2114,annual,2022,2023,A->B,-1605,down
113048,A,507,B,2113,annual,2022,2023,A->B,-1606,down
133050,A,484,B,2095,annual,2022,2023,A->B,-1611,down
113053,A,501,B,2116,annual,2022,2023,A->B,-1615,down
013039,A,289,B,1911,annual,2022,2023,A->B,-1622,down
113054,A,492,B,2117,annual,2022,2023,A->B,-1625,down
204076,B,945,C,2575,annual,2022,2023,B->C,-1630,down
054084,B,1320,C,2951,annual,2022,2023,B->C,-1631,down
059014,B,1321,C,2957,annual,2022,2023,B->C,-1636,down
202023,B,933,C,2572,annual,2022,2023,B->C,-1639,down
141138,A,571,B,2216,annual,2022,2023,A->B,-1645,down
133080,A,351,B,1999,annual,2022,2023,A->B,-1648,down
016038,A,742,C,2399,annual,2022,2023,A->C,-1657,down
091026,B,1324,C,2982,annual,2022,2023,B->C,-1658,down
054091,B,1291,C,2952,annual,2022,2023,B->C,-1661,down
126074,A,263,B,1925,annual,2022,2023,A->B,-1662,down
205033,A,731,C,2393,annual,2022,2023,A->C,-1662,down
043051,A,112,B,1777,annual,2022,2023,A->B,-1665,down
091152,B,1328,C,2999,annual,2022,2023,B->C,-1671,down
092021,B,1332,C,3008,annual,2022,2023,B->C,-1676,down
092041,B,1333,C,3011,annual,2022,2023,B->C,-1678,down
092042,B,1334,C,3012,annual,2022,2023,B->C,-1678,down
092048,B,1335,C,3016,annual,2022,2023,B->C,-1681,down
092051,B,1336,C,3017,annual,2022,2023,B->C,-1681,down
092083,B,1338,C,3020,annual,2022,2023,B->C,-1682,down
015157,A,341,B,2027,annual,2022,2023,A->B,-1686,down
113051,A,424,B,2115,annual,2022,2023,A->B,-1691,down
155003,A,590,B,2285,annual,2022,2023,A->B,-1695,down
084092,A,213,B,1909,annual,2022,2023,A->B,-1696,down
103134,A,574,B,2279,annual,2022,2023,A->B,-1705,down
202047,A,621,B,2328,annual,2022,2023,A->B,-1707,down
094057,B,1343,C,3052,annual,2022,2023,B->C,-1709,down
095003,B,1345,C,3056,annual,2022,2023,B->C,-1711,down
113049,A,500,B,2212,annual,2022,2023,A->B,-1712,down
127011,B,996,C,2708,annual,2022,2023,B->C,-1712,down
072073,A,293,B,2012,annual,2022,2023,A->B,-1719,down
094016,A,433,B,2162,annual,2022,2023,A->B,-1729,down
074030,A,143,B,1887,annual,2022,2023,A->B,-1744,down
012010,A,93,B,1851,annual,2022,2023,A->B,-1758,down
L000002,A,291,B,2051,annual,2022,2023,A->B,-1760,down
R000001,A,292,B,2052,annual,2022,2023,A->B,-1760,down
G000001,A,569,B,2335,annual,2022,2023,A->B,-1766,down
018084,B,1037,C,2815,annual,2022,2023,B->C,-1778,down
174080,B,974,C,2761,annual,2022,2023,B->C,-1787,down
205002,A,595,C,2388,annual,2022,2023,A->C,-1793,down
205029,A,596,C,2389,annual,2022,2023,A->C,-1793,down
205030,A,597,C,2390,annual,2022,2023,A->C,-1793,down
205031,A,598,C,2391,annual,2022,2023,A->C,-1793,down
205032,A,599,C,2392,annual,2022,2023,A->C,-1793,down
089058,A,297,B,2091,annual,2022,2023,A->B,-1794,down
102205,B,877,C,2672,annual,2022,2023,B->C,-1795,down
134031,B,1350,C,3145,annual,2022,2023,B->C,-1795,down
083043,A,550,C,2346,annual,2022,2023,A->C,-1796,down
103101,A,253,B,2053,annual,2022,2023,A->B,-1800,down
102507,B,869,C,2673,annual,2022,2023,B->C,-1804,down
174081,B,954,C,2762,annual,2022,2023,B->C,-1808,down
144034,B,1351,C,3161,annual,2022,2023,B->C,-1810,down
099004,B,1250,C,3064,annual,2022,2023,B->C,-1814,down
151025,B,1357,C,3179,annual,2022,2023,B->C,-1822,down
011007,A,340,B,2172,annual,2022,2023,A->B,-1832,down
124102,A,473,C,2369,annual,2022,2023,A->C,-1896,down
143095,A,274,B,2186,annual,2022,2023,A->B,-1912,down
051154,B,986,C,2912,annual,2022,2023,B->C,-1926,down
052004,B,1009,C,2941,annual,2022,2023,B->C,-1932,down
142005,B,768,C,2719,annual,2022,2023,B->C,-1951,down
103117,B,1116,C,3080,annual,2022,2023,B->C,-1964,down
122057,A,328,B,2313,annual,2022,2023,A->B,-1985,down
087036,B,991,C,2977,annual,2022,2023,B->C,-1986,down
Y000001,A,588,C,2580,annual,2022,2023,A->C,-1992,down
091091,B,992,C,2990,annual,2022,2023,B->C,-1998,down
091100,B,993,C,2993,annual,2022,2023,B->C,-2000,down
013082,A,70,B,2080,annual,2022,2023,A->B,-2010,down
124101,A,345,C,2368,annual,2022,2023,A->C,-2023,down
011006,A,146,B,2171,annual,2022,2023,A->B,-2025,down
024001,B,784,C,2834,annual,2022,2023,B->C,-2050,down
094052,B,995,C,3051,annual,2022,2023,B->C,-2056,down
034013,B,780,C,2848,annual,2022,2023,B->C,-2068,down
031097,A,425,C,2502,annual,2022,2023,A->C,-2077,down
063015,A,343,C,2430,annual,2022,2023,A->C,-2087,down
012005,A,398,C,2585,annual,2022,2023,A->C,-2187,down
072009,A,154,C,2344,annual,2022,2023,A->C,-2190,down
154003,B,998,C,3201,annual,2022,2023,B->C,-2203,down
161100,B,1001,C,3218,annual,2022,2023,B->C,-2217,down
161146,B,1003,C,3222,annual,2022,2023,B->C,-2219,down
085019,A,722,C,2970,annual,2022,2023,A->C,-2248,down
019015,A,221,C,2500,annual,2022,2023,A->C,-2279,down
093050,A,382,C,2665,annual,2022,2023,A->C,-2283,down
016035,A,278,C,2586,annual,2022,2023,A->C,-2308,down
172082,A,439,C,2755,annual,2022,2023,A->C,-2316,down
091129,A,664,C,2995,annual,2022,2023,A->C,-2331,down
132041,B,787,C,3137,annual,2022,2023,B->C,-2350,down
113047,A,744,C,3104,annual,2022,2023,A->C,-2360,down
149033,A,363,C,2732,annual,2022,2023,A->C,-2369,down
149034,A,364,C,2733,annual,2022,2023,A->C,-2369,down
149035,A,365,C,2734,annual,2022,2023,A->C,-2369,down
093020,A,654,C,3033,annual,2022,2023,A->C,-2379,down
086104,A,575,C,2972,annual,2022,2023,A->C,-2397,down
205082,B,946,C,3360,annual,2022,2023,B->C,-2414,down
022030,A,386,C,2822,annual,2022,2023,A->C,-2436,down
143078,A,204,C,2721,annual,2022,2023,A->C,-2517,down
086083,A,405,C,2971,annual,2022,2023,A->C,-2566,down
133096,A,542,C,3143,annual,2022,2023,A->C,-2601,down
133056,A,489,C,3141,annual,2022,2023,A->C,-2652,down
043040,A,201,C,2879,annual,2022,2023,A->C,-2678,down
141054,A,458,C,3150,annual,2022,2023,A->C,-2692,down
161055,A,447,C,3213,annual,2022,2023,A->C,-2766,down
184079,A,511,C,3320,annual,2022,2023,A->C,-2809,down
122037,B,2325,B,834,annual,2022,2023,B->B,1491,stable
053015,B,2461,B,1114,annual,2022,2023,B->B,1347,stable
034033,B,2143,B,837,annual,2022,2023,B->B,1306,stable
115140,B,2151,B,846,annual,2022,2023,B->B,1305,stable
133011,B,2158,B,868,annual,2022,2023,B->B,1290,stable
202016,B,2164,B,880,annual,2022,2023,B->B,1284,stable
086001,B,2370,B,1104,annual,2022,2023,B->B,1266,stable
065014,B,2034,B,786,annual,2022,2023,B->B,1248,stable
132047,B,2273,B,1027,annual,2022,2023,B->B,1246,stable
033019,B,2308,B,1065,annual,2022,2023,B->B,1243,stable
059011,B,2313,B,1105,annual,2022,2023,B->B,1208,stable
129053,B,2002,B,812,annual,2022,2023,B->B,1190,stable
018067,B,2106,B,916,annual,2022,2023,B->B,1190,stable
121489,B,2009,B,829,annual,2022,2023,B->B,1180,stable
013040,B,1946,B,796,annual,2022,2023,B->B,1150,stable
206073,B,2292,B,1217,annual,2022,2023,B->B,1075,stable
086084,B,2114,B,1047,annual,2022,2023,B->B,1067,stable
103110,B,2476,B,1463,annual,2022,2023,B->B,1013,stable
089070,B,2468,B,1494,annual,2022,2023,B->B,974,stable
145063,B,2397,B,1424,annual,2022,2023,B->B,973,stable
142015,B,2391,B,1420,annual,2022,2023,B->B,971,stable
065025,B,1949,B,1006,annual,2022,2023,B->B,943,stable
018068,B,2107,B,1170,annual,2022,2023,B->B,937,stable
093080,B,2471,B,1542,annual,2022,2023,B->B,929,stable
103149,B,2478,B,1558,annual,2022,2023,B->B,920,stable
022152,B,2352,B,1434,annual,2022,2023,B->B,918,stable
023063,B,2456,B,1553,annual,2022,2023,B->B,903,stable
022157,B,2307,B,1416,annual,2022,2023,B->B,891,stable
145036,B,2333,B,1444,annual,2022,2023,B->B,889,stable
018061,B,2031,B,1166,annual,2022,2023,B->B,865,stable
014025,B,1637,B,798,annual,2022,2023,B->B,839,stable
036006,B,2256,B,1417,annual,2022,2023,B->B,839,stable
054039,B,2366,B,1532,annual,2022,2023,B->B,834,stable
018063,B,1979,B,1167,annual,2022,2023,B->B,812,stable
152110,B,2281,B,1477,annual,2022,2023,B->B,804,stable
071064,B,1570,B,784,annual,2022,2023,B->B,786,stable
133063,B,1552,B,791,annual,2022,2023,B->B,761,stable
145077,B,2399,B,1653,annual,2022,2023,B->B,746,stable
018065,B,1639,B,915,annual,2022,2023,B->B,724,stable
049014,B,2004,B,1316,annual,2022,2023,B->B,688,stable
018087,B,2252,B,1566,annual,2022,2023,B->B,686,stable
131136,B,1642,B,999,annual,2022,2023,B->B,643,stable
126075,B,1630,B,990,annual,2022,2023,B->B,640,stable
133094,B,1573,B,950,annual,2022,2023,B->B,623,stable
167001,A,638,A,115,annual,2022,2023,A->A,523,stable
131137,B,1518,B,1000,annual,2022,2023,B->B,518,stable
051180,A,628,A,135,annual,2022,2023,A->A,493,stable
018064,B,1638,B,1168,annual,2022,2023,B->B,470,stable
015168,A,556,A,89,annual,2022,2023,A->A,467,stable
086090,A,743,A,294,annual,2022,2023,A->A,449,stable
092070,B,1337,B,926,annual,2022,2023,B->B,411,stable
065069,A,572,A,173,annual,2022,2023,A->A,399,stable
043047,B,1305,B,908,annual,2022,2023,B->B,397,stable
014000,A,470,A,84,annual,2022,2023,A->A,386,stable
015010,B,1657,B,1271,annual,2022,2023,B->B,386,stable
032004,A,485,A,111,annual,2022,2023,A->A,374,stable
041087,A,641,A,279,annual,2022,2023,A->A,362,stable
069001,A,586,A,227,annual,2022,2023,A->A,359,stable
081029,A,705,A,346,annual,2022,2023,A->A,359,stable
014030,A,406,A,51,annual,2022,2023,A->A,355,stable
071090,A,691,A,339,annual,2022,2023,A->A,352,stable
093016,B,1218,B,866,annual,2022,2023,B->B,352,stable
103132,A,741,A,391,annual,2022,2023,A->A,350,stable
106014,B,1626,B,1276,annual,2022,2023,B->B,350,stable
201011,A,614,A,277,annual,2022,2023,A->A,337,stable
014023,A,474,A,140,annual,2022,2023,A->A,334,stable
021204,A,726,A,396,annual,2022,2023,A->A,330,stable
041017,B,1211,B,888,annual,2022,2023,B->B,323,stable
133074,B,1273,B,959,annual,2022,2023,B->B,314,stable
041034,C,2821,C,2507,annual,2022,2023,C->C,314,stable
154016,B,1388,B,1083,annual,2022,2023,B->B,305,stable
012053,A,335,A,31,annual,2022,2023,A->A,304,stable
022150,A,378,A,74,annual,2022,2023,A->A,304,stable
121495,B,1093,B,790,annual,2022,2023,B->B,303,stable
014031,A,460,A,158,annual,2022,2023,A->A,302,stable
042091,B,1134,B,833,annual,2022,2023,B->B,301,stable
131132,B,1099,B,802,annual,2022,2023,B->B,297,stable
013038,A,668,A,375,annual,2022,2023,A->A,293,stable
143075,B,1154,B,864,annual,2022,2023,B->B,290,stable
203006,A,567,A,295,annual,2022,2023,A->A,272,stable
122063,B,2154,B,1882,annual,2022,2023,B->B,272,stable
129072,B,1132,B,863,annual,2022,2023,B->B,269,stable
092121,C,2926,C,2661,annual,2022,2023,C->C,265,stable
013015,B,1042,B,778,annual,2022,2023,B->B,264,stable
041068,A,442,A,179,annual,2022,2023,A->A,263,stable
084031,A,516,A,261,annual,2022,2023,A->A,255,stable
016024,A,375,A,122,annual,2022,2023,A->A,253,stable
087002,A,322,A,73,annual,2022,2023,A->A,249,stable
031095,A,746,A,508,annual,2022,2023,A->A,238,stable
022034,A,635,A,407,annual,2022,2023,A->A,228,stable
092071,A,456,A,232,annual,2022,2023,A->A,224,stable
018086,A,290,A,68,annual,2022,2023,A->A,222,stable
034015,C,2815,C,2602,annual,2022,2023,C->C,213,stable
091033,A,540,A,330,annual,2022,2023,A->A,210,stable
155007,B,1256,B,1046,annual,2022,2023,B->B,210,stable
204065,A,352,A,143,annual,2022,2023,A->A,209,stable
161035,A,539,A,332,annual,2022,2023,A->A,207,stable
084014,A,685,A,479,annual,2022,2023,A->A,206,stable
205123,A,663,A,463,annual,2022,2023,A->A,200,stable
102157,A,553,A,354,annual,2022,2023,A->A,199,stable
012048,A,288,A,90,annual,2022,2023,A->A,198,stable
032041,A,496,A,298,annual,2022,2023,A->A,198,stable
