sku,prev_abc_class,prev_rank,curr_abc_class,curr_rank,period_type,prev_period,curr_period,class_change,rank_delta,movement_direction
018072,A,29,A,34,quarterly,2024-Q1,2024-Q2,A->A,-5,stable
153,A,254,A,259,quarterly,2024-Q1,2024-Q2,A->A,-5,stable
087004,A,22,A,28,quarterly,2024-Q1,2024-Q2,A->A,-6,stable
012062,A,26,A,32,quarterly,2024-Q1,2024-Q2,A->A,-6,stable
016022,A,88,A,95,quarterly,2024-Q1,2024-Q2,A->A,-7,stable
014014,A,11,A,19,quarterly,2024-Q1,2024-Q2,A->A,-8,stable
167004,A,16,A,24,quarterly,2024-Q1,2024-Q2,A->A,-8,stable
091195,A,134,A,142,quarterly,2024-Q1,2024-Q2,A->A,-8,stable
031149,A,27,A,36,quarterly,2024-Q1,2024-Q2,A->A,-9,stable
084042,A,32,A,41,quarterly,2024-Q1,2024-Q2,A->A,-9,stable
032088,A,79,A,88,quarterly,2024-Q1,2024-Q2,A->A,-9,stable
087002,A,25,A,35,quarterly,2024-Q1,2024-Q2,A->A,-10,stable
041086,A,128,A,138,quarterly,2024-Q1,2024-Q2,A->A,-10,stable
051122,A,157,A,167,quarterly,2024-Q1,2024-Q2,A->A,-10,stable
012065,A,120,A,131,quarterly,2024-Q1,2024-Q2,A->A,-11,stable
143022,A,122,A,133,quarterly,2024-Q1,2024-Q2,A->A,-11,stable
022009,A,38,A,50,quarterly,2024-Q1,2024-Q2,A->A,-12,stable
084027,B,669,B,681,quarterly,2024-Q1,2024-Q2,B->B,-12,stable
011105,A,10,A,23,quarterly,2024-Q1,2024-Q2,A->A,-13,stable
018073,A,43,A,56,quarterly,2024-Q1,2024-Q2,A->A,-13,stable
087037,A,71,A,84,quarterly,2024-Q1,2024-Q2,A->A,-13,stable
016010,A,17,A,31,quarterly,2024-Q1,2024-Q2,A->A,-14,stable
018071,A,65,A,79,quarterly,2024-Q1,2024-Q2,A->A,-14,stable
207020,B,694,B,708,quarterly,2024-Q1,2024-Q2,B->B,-14,stable
014030,A,45,A,60,quarterly,2024-Q1,2024-Q2,A->A,-15,stable
022159,A,36,A,53,quarterly,2024-Q1,2024-Q2,A->A,-17,stable
013014,A,279,A,296,quarterly,2024-Q1,2024-Q2,A->A,-17,stable
011104,A,2,A,21,quarterly,2024-Q1,2024-Q2,A->A,-19,stable
094001,A,244,A,263,quarterly,2024-Q1,2024-Q2,A->A,-19,stable
051085,A,20,A,43,quarterly,2024-Q1,2024-Q2,A->A,-23,stable
124135,A,231,A,254,quarterly,2024-Q1,2024-Q2,A->A,-23,stable
031007,A,178,A,206,quarterly,2024-Q1,2024-Q2,A->A,-28,stable
204008,B,438,B,467,quarterly,2024-Q1,2024-Q2,B->B,-29,stable
084038,A,226,A,256,quarterly,2024-Q1,2024-Q2,A->A,-30,stable
011026,A,18,A,49,quarterly,2024-Q1,2024-Q2,A->A,-31,stable
011024,A,76,A,107,quarterly,2024-Q1,2024-Q2,A->A,-31,stable
012063,A,118,A,150,quarterly,2024-Q1,2024-Q2,A->A,-32,stable
022175,B,630,B,663,quarterly,2024-Q1,2024-Q2,B->B,-33,stable
051086,A,51,A,85,quarterly,2024-Q1,2024-Q2,A->A,-34,stable
022114,A,184,A,219,quarterly,2024-Q1,2024-Q2,A->A,-35,stable
172193,B,437,B,472,quarterly,2024-Q1,2024-Q2,B->B,-35,stable
084004,B,668,B,703,quarterly,2024-Q1,2024-Q2,B->B,-35,stable
075014,A,117,A,155,quarterly,2024-Q1,2024-Q2,A->A,-38,stable
022051,A,100,A,139,quarterly,2024-Q1,2024-Q2,A->A,-39,stable
023079,A,127,A,166,quarterly,2024-Q1,2024-Q2,A->A,-39,stable
014000,A,67,A,108,quarterly,2024-Q1,2024-Q2,A->A,-41,stable
119003,B,488,B,529,quarterly,2024-Q1,2024-Q2,B->B,-41,stable
106322,B,602,B,645,quarterly,2024-Q1,2024-Q2,B->B,-43,stable
011030,A,42,A,86,quarterly,2024-Q1,2024-Q2,A->A,-44,stable
061012,B,493,B,540,quarterly,2024-Q1,2024-Q2,B->B,-47,stable
012053,A,9,A,58,quarterly,2024-Q1,2024-Q2,A->A,-49,stable
018059,A,148,A,199,quarterly,2024-Q1,2024-Q2,A->A,-51,stable
123069,B,495,B,552,quarterly,2024-Q1,2024-Q2,B->B,-57,stable
032101,A,152,A,211,quarterly,2024-Q1,2024-Q2,A->A,-59,stable
114011,B,606,B,665,quarterly,2024-Q1,2024-Q2,B->B,-59,stable
122155,B,532,B,593,quarterly,2024-Q1,2024-Q2,B->B,-61,stable
107103,B,658,B,719,quarterly,2024-Q1,2024-Q2,B->B,-61,stable
167006,A,64,A,126,quarterly,2024-Q1,2024-Q2,A->A,-62,stable
032014,A,145,A,207,quarterly,2024-Q1,2024-Q2,A->A,-62,stable
012019,A,52,A,116,quarterly,2024-Q1,2024-Q2,A->A,-64,stable
131023,B,535,B,600,quarterly,2024-Q1,2024-Q2,B->B,-65,stable
EH18NC,B,628,B,695,quarterly,2024-Q1,2024-Q2,B->B,-67,stable
033051,A,191,A,260,quarterly,2024-Q1,2024-Q2,A->A,-69,stable
061048,A,59,A,129,quarterly,2024-Q1,2024-Q2,A->A,-70,stable
083044,A,208,A,278,quarterly,2024-Q1,2024-Q2,A->A,-70,stable
131137,B,609,B,679,quarterly,2024-Q1,2024-Q2,B->B,-70,stable
012017,A,34,A,106,quarterly,2024-Q1,2024-Q2,A->A,-72,stable
017002,A,166,A,238,quarterly,2024-Q1,2024-Q2,A->A,-72,stable
103147,B,547,B,619,quarterly,2024-Q1,2024-Q2,B->B,-72,stable
161166,B,385,B,460,quarterly,2024-Q1,2024-Q2,B->B,-75,stable
043006,A,188,A,264,quarterly,2024-Q1,2024-Q2,A->A,-76,stable
063007,A,292,A,369,quarterly,2024-Q1,2024-Q2,A->A,-77,stable
131054,B,561,B,638,quarterly,2024-Q1,2024-Q2,B->B,-77,stable
167014,A,275,A,354,quarterly,2024-Q1,2024-Q2,A->A,-79,stable
174107,A,277,A,357,quarterly,2024-Q1,2024-Q2,A->A,-80,stable
092140,B,415,B,497,quarterly,2024-Q1,2024-Q2,B->B,-82,stable
092141,B,416,B,498,quarterly,2024-Q1,2024-Q2,B->B,-82,stable
093082,B,419,B,501,quarterly,2024-Q1,2024-Q2,B->B,-82,stable
086153,B,635,B,717,quarterly,2024-Q1,2024-Q2,B->B,-82,stable
014031,A,290,A,374,quarterly,2024-Q1,2024-Q2,A->A,-84,stable
083131,B,529,B,614,quarterly,2024-Q1,2024-Q2,B->B,-85,stable
103146,B,530,B,615,quarterly,2024-Q1,2024-Q2,B->B,-85,stable
018019,B,522,B,608,quarterly,2024-Q1,2024-Q2,B->B,-86,stable
102216,B,557,B,643,quarterly,2024-Q1,2024-Q2,B->B,-86,stable
093002,A,81,A,168,quarterly,2024-Q1,2024-Q2,A->A,-87,stable
082027,B,528,B,616,quarterly,2024-Q1,2024-Q2,B->B,-88,stable
083116,A,240,A,331,quarterly,2024-Q1,2024-Q2,A->A,-91,stable
051109,A,131,A,226,quarterly,2024-Q1,2024-Q2,A->A,-95,stable
131027,B,357,B,453,quarterly,2024-Q1,2024-Q2,B->B,-96,stable
069002,A,90,A,187,quarterly,2024-Q1,2024-Q2,A->A,-97,stable
086090,A,143,A,241,quarterly,2024-Q1,2024-Q2,A->A,-98,stable
DD18C,A,295,A,393,quarterly,2024-Q1,2024-Q2,A->A,-98,stable
124134,A,154,A,253,quarterly,2024-Q1,2024-Q2,A->A,-99,stable
043045,A,265,A,364,quarterly,2024-Q1,2024-Q2,A->A,-99,stable
091177,A,130,A,232,quarterly,2024-Q1,2024-Q2,A->A,-102,stable
131131,B,570,B,676,quarterly,2024-Q1,2024-Q2,B->B,-106,stable
131134,B,571,B,677,quarterly,2024-Q1,2024-Q2,B->B,-106,stable
131135,B,572,B,678,quarterly,2024-Q1,2024-Q2,B->B,-106,stable
071115,A,167,A,276,quarterly,2024-Q1,2024-Q2,A->A,-109,stable
023065,B,582,B,696,quarterly,2024-Q1,2024-Q2,B->B,-114,stable
012025,A,35,A,151,quarterly,2024-Q1,2024-Q2,A->A,-116,stable
075012,B,456,B,572,quarterly,2024-Q1,2024-Q2,B->B,-116,stable
086113,B,518,B,635,quarterly,2024-Q1,2024-Q2,B->B,-117,stable
012040,A,30,A,148,quarterly,2024-Q1,2024-Q2,A->A,-118,stable
146094,B,482,B,601,quarterly,2024-Q1,2024-Q2,B->B,-119,stable
011009,A,119,A,242,quarterly,2024-Q1,2024-Q2,A->A,-123,stable
014026,B,479,B,610,quarterly,2024-Q1,2024-Q2,B->B,-131,stable
018018,A,61,A,196,quarterly,2024-Q1,2024-Q2,A->A,-135,stable
9990P,B,470,B,606,quarterly,2024-Q1,2024-Q2,B->B,-136,stable
069001,A,111,A,249,quarterly,2024-Q1,2024-Q2,A->A,-138,stable
167018,A,133,A,272,quarterly,2024-Q1,2024-Q2,A->A,-139,stable
144051,A,194,A,334,quarterly,2024-Q1,2024-Q2,A->A,-140,stable
124143,B,319,B,459,quarterly,2024-Q1,2024-Q2,B->B,-140,stable
132025,B,505,B,649,quarterly,2024-Q1,2024-Q2,B->B,-144,stable
126100,B,390,B,535,quarterly,2024-Q1,2024-Q2,B->B,-145,stable
065037,A,84,A,237,quarterly,2024-Q1,2024-Q2,A->A,-153,stable
013086,A,85,A,240,quarterly,2024-Q1,2024-Q2,A->A,-155,stable
018086,A,40,A,197,quarterly,2024-Q1,2024-Q2,A->A,-157,stable
133122,B,500,B,657,quarterly,2024-Q1,2024-Q2,B->B,-157,stable
091045,A,114,A,274,quarterly,2024-Q1,2024-Q2,A->A,-160,stable
016015,A,259,A,424,quarterly,2024-Q1,2024-Q2,A->A,-165,stable
204002,B,644,B,810,quarterly,2024-Q1,2024-Q2,B->B,-166,stable
022146,A,47,A,215,quarterly,2024-Q1,2024-Q2,A->A,-168,stable
086096,A,219,A,392,quarterly,2024-Q1,2024-Q2,A->A,-173,stable
014023,A,66,A,244,quarterly,2024-Q1,2024-Q2,A->A,-178,stable
131163,B,660,B,844,quarterly,2024-Q1,2024-Q2,B->B,-184,stable
011015,A,108,A,293,quarterly,2024-Q1,2024-Q2,A->A,-185,stable
142011,A,252,A,442,quarterly,2024-Q1,2024-Q2,A->A,-190,stable
093010,A,160,A,351,quarterly,2024-Q1,2024-Q2,A->A,-191,stable
083122,A,222,A,425,quarterly,2024-Q1,2024-Q2,A->A,-203,stable
106314,B,681,B,892,quarterly,2024-Q1,2024-Q2,B->B,-211,stable
106017,B,626,B,843,quarterly,2024-Q1,2024-Q2,B->B,-217,stable
091016,A,113,A,338,quarterly,2024-Q1,2024-Q2,A->A,-225,stable
018101,A,141,A,372,quarterly,2024-Q1,2024-Q2,A->A,-231,stable
012067,A,56,A,288,quarterly,2024-Q1,2024-Q2,A->A,-232,stable
103158,A,193,A,426,quarterly,2024-Q1,2024-Q2,A->A,-233,stable
015018,A,142,A,376,quarterly,2024-Q1,2024-Q2,A->A,-234,stable
103157,A,58,A,311,quarterly,2024-Q1,2024-Q2,A->A,-253,stable
205185,C,1047,C,1308,quarterly,2024-Q1,2024-Q2,C->C,-261,stable
051204,A,82,A,344,quarterly,2024-Q1,2024-Q2,A->A,-262,stable
106020,A,63,A,328,quarterly,2024-Q1,2024-Q2,A->A,-265,stable
032105,A,69,A,335,quarterly,2024-Q1,2024-Q2,A->A,-266,stable
061040,A,8,A,277,quarterly,2024-Q1,2024-Q2,A->A,-269,stable
203085,A,149,A,420,quarterly,2024-Q1,2024-Q2,A->A,-271,stable
083134,A,15,A,298,quarterly,2024-Q1,2024-Q2,A->A,-283,stable
103194,B,778,B,1063,quarterly,2024-Q1,2024-Q2,B->B,-285,stable
082014,B,317,B,611,quarterly,2024-Q1,2024-Q2,B->B,-294,stable
126062,B,304,B,604,quarterly,2024-Q1,2024-Q2,B->B,-300,stable
102185,B,355,B,659,quarterly,2024-Q1,2024-Q2,B->B,-304,stable
142017,B,367,B,672,quarterly,2024-Q1,2024-Q2,B->B,-305,stable
Y000001,B,835,B,1141,quarterly,2024-Q1,2024-Q2,B->B,-306,stable
022142,B,842,B,1149,quarterly,2024-Q1,2024-Q2,B->B,-307,stable
093005,B,418,B,726,quarterly,2024-Q1,2024-Q2,B->B,-308,stable
G000001,B,721,B,1039,quarterly,2024-Q1,2024-Q2,B->B,-318,stable
085023,B,511,B,832,quarterly,2024-Q1,2024-Q2,B->B,-321,stable
091227,B,435,B,759,quarterly,2024-Q1,2024-Q2,B->B,-324,stable
084105,B,759,B,1087,quarterly,2024-Q1,2024-Q2,B->B,-328,stable
202014,B,690,B,1019,quarterly,2024-Q1,2024-Q2,B->B,-329,stable
086114,B,309,B,640,quarterly,2024-Q1,2024-Q2,B->B,-331,stable
015157,B,542,B,875,quarterly,2024-Q1,2024-Q2,B->B,-333,stable
016011,B,629,B,964,quarterly,2024-Q1,2024-Q2,B->B,-335,stable
102588,B,636,B,972,quarterly,2024-Q1,2024-Q2,B->B,-336,stable
131019,B,516,B,853,quarterly,2024-Q1,2024-Q2,B->B,-337,stable
L000002,B,566,B,905,quarterly,2024-Q1,2024-Q2,B->B,-339,stable
R000001,B,567,B,907,quarterly,2024-Q1,2024-Q2,B->B,-340,stable
102220,A,102,A,445,quarterly,2024-Q1,2024-Q2,A->A,-343,stable
034043,B,363,B,709,quarterly,2024-Q1,2024-Q2,B->B,-346,stable
051097,C,883,C,1229,quarterly,2024-Q1,2024-Q2,C->C,-346,stable
082007,B,649,B,1004,quarterly,2024-Q1,2024-Q2,B->B,-355,stable
062039,B,515,B,872,quarterly,2024-Q1,2024-Q2,B->B,-357,stable
143028,B,346,B,706,quarterly,2024-Q1,2024-Q2,B->B,-360,stable
043011,C,864,C,1225,quarterly,2024-Q1,2024-Q2,C->C,-361,stable
091186,B,393,B,758,quarterly,2024-Q1,2024-Q2,B->B,-365,stable
014926,B,541,B,911,quarterly,2024-Q1,2024-Q2,B->B,-370,stable
041065,B,397,B,768,quarterly,2024-Q1,2024-Q2,B->B,-371,stable
065066,B,330,B,702,quarterly,2024-Q1,2024-Q2,B->B,-372,stable
087044,B,671,B,1043,quarterly,2024-Q1,2024-Q2,B->B,-372,stable
092142,B,417,B,792,quarterly,2024-Q1,2024-Q2,B->B,-375,stable
092132,B,414,B,791,quarterly,2024-Q1,2024-Q2,B->B,-377,stable
154006,B,425,B,803,quarterly,2024-Q1,2024-Q2,B->B,-378,stable
122066,B,458,B,836,quarterly,2024-Q1,2024-Q2,B->B,-378,stable
133094,B,459,B,837,quarterly,2024-Q1,2024-Q2,B->B,-378,stable
2604020,B,615,B,994,quarterly,2024-Q1,2024-Q2,B->B,-379,stable
034044,B,369,B,756,quarterly,2024-Q1,2024-Q2,B->B,-387,stable
G000347,B,514,B,904,quarterly,2024-Q1,2024-Q2,B->B,-390,stable
122060,B,531,B,925,quarterly,2024-Q1,2024-Q2,B->B,-394,stable
103141,B,579,B,973,quarterly,2024-Q1,2024-Q2,B->B,-394,stable
131136,B,562,B,957,quarterly,2024-Q1,2024-Q2,B->B,-395,stable
102534,B,653,B,1059,quarterly,2024-Q1,2024-Q2,B->B,-406,stable
106009,B,657,B,1065,quarterly,2024-Q1,2024-Q2,B->B,-408,stable
051239,B,745,B,1157,quarterly,2024-Q1,2024-Q2,B->B,-412,stable
3401002,B,523,B,938,quarterly,2024-Q1,2024-Q2,B->B,-415,stable
021212,B,634,B,1049,quarterly,2024-Q1,2024-Q2,B->B,-415,stable
143054,B,713,B,1128,quarterly,2024-Q1,2024-Q2,B->B,-415,stable
107104,B,344,B,760,quarterly,2024-Q1,2024-Q2,B->B,-416,stable
654508,B,720,B,1138,quarterly,2024-Q1,2024-Q2,B->B,-418,stable
089082,B,494,B,924,quarterly,2024-Q1,2024-Q2,B->B,-430,stable
086143,B,573,B,1006,quarterly,2024-Q1,2024-Q2,B->B,-433,stable
163043,B,640,B,1076,quarterly,2024-Q1,2024-Q2,B->B,-436,stable
099006,B,674,B,1113,quarterly,2024-Q1,2024-Q2,B->B,-439,stable
092030,B,672,B,1112,quarterly,2024-Q1,2024-Q2,B->B,-440,stable
042092,B,502,B,947,quarterly,2024-Q1,2024-Q2,B->B,-445,stable
124141,B,512,B,961,quarterly,2024-Q1,2024-Q2,B->B,-449,stable
096040,C,979,C,1433,quarterly,2024-Q1,2024-Q2,C->C,-454,stable
051319,C,917,C,1372,quarterly,2024-Q1,2024-Q2,C->C,-455,stable
051320,C,918,C,1373,quarterly,2024-Q1,2024-Q2,C->C,-455,stable
054124,C,922,C,1377,quarterly,2024-Q1,2024-Q2,C->C,-455,stable
092148,C,966,C,1422,quarterly,2024-Q1,2024-Q2,C->C,-456,stable
092155,C,968,C,1424,quarterly,2024-Q1,2024-Q2,C->C,-456,stable
092121,C,962,C,1419,quarterly,2024-Q1,2024-Q2,C->C,-457,stable
051303,C,912,C,1370,quarterly,2024-Q1,2024-Q2,C->C,-458,stable
051304,C,913,C,1371,quarterly,2024-Q1,2024-Q2,C->C,-458,stable
092072,C,959,C,1417,quarterly,2024-Q1,2024-Q2,C->C,-458,stable
051293,C,909,C,1368,quarterly,2024-Q1,2024-Q2,C->C,-459,stable
051294,C,910,C,1369,quarterly,2024-Q1,2024-Q2,C->C,-459,stable
091043,C,941,C,1401,quarterly,2024-Q1,2024-Q2,C->C,-460,stable
091000,C,937,C,1398,quarterly,2024-Q1,2024-Q2,C->C,-461,stable
091219,C,950,C,1413,quarterly,2024-Q1,2024-Q2,C->C,-463,stable
051188,C,895,C,1364,quarterly,2024-Q1,2024-Q2,C->C,-469,stable
051171,C,889,C,1362,quarterly,2024-Q1,2024-Q2,C->C,-473,stable
051136,C,886,C,1360,quarterly,2024-Q1,2024-Q2,C->C,-474,stable
051096,C,882,C,1357,quarterly,2024-Q1,2024-Q2,C->C,-475,stable
128241,C,991,C,1466,quarterly,2024-Q1,2024-Q2,C->C,-475,stable
044083,C,870,C,1347,quarterly,2024-Q1,2024-Q2,C->C,-477,stable
043017,C,865,C,1343,quarterly,2024-Q1,2024-Q2,C->C,-478,stable
043046,C,866,C,1344,quarterly,2024-Q1,2024-Q2,C->C,-478,stable
049029,C,875,C,1353,quarterly,2024-Q1,2024-Q2,C->C,-478,stable
142062,C,997,C,1476,quarterly,2024-Q1,2024-Q2,C->C,-479,stable
141093,C,994,C,1474,quarterly,2024-Q1,2024-Q2,C->C,-480,stable
REBEL 3,C,1071,C,1567,quarterly,2024-Q1,2024-Q2,C->C,-496,stable
161145,C,1009,C,1514,quarterly,2024-Q1,2024-Q2,C->C,-505,stable
161146,C,1010,C,1515,quarterly,2024-Q1,2024-Q2,C->C,-505,stable
161149,C,1011,C,1516,quarterly,2024-Q1,2024-Q2,C->C,-505,stable
171129,C,1017,C,1522,quarterly,2024-Q1,2024-Q2,C->C,-505,stable
172181,C,1020,C,1525,quarterly,2024-Q1,2024-Q2,C->C,-505,stable
205187,C,1049,C,1554,quarterly,2024-Q1,2024-Q2,C->C,-505,stable
205188,C,1050,C,1555,quarterly,2024-Q1,2024-Q2,C->C,-505,stable
205176,C,1044,C,1552,quarterly,2024-Q1,2024-Q2,C->C,-508,stable
205177,C,1045,C,1553,quarterly,2024-Q1,2024-Q2,C->C,-508,stable
201116,C,1038,C,1547,quarterly,2024-Q1,2024-Q2,C->C,-509,stable
201117,C,1039,C,1548,quarterly,2024-Q1,2024-Q2,C->C,-509,stable
121495,B,558,B,1121,quarterly,2024-Q1,2024-Q2,B->B,-563,stable
106325,B,421,B,992,quarterly,2024-Q1,2024-Q2,B->B,-571,stable
106019,B,420,B,1011,quarterly,2024-Q1,2024-Q2,B->B,-591,stable
2604010,B,329,B,945,quarterly,2024-Q1,2024-Q2,B->B,-616,stable
112002,B,313,B,953,quarterly,2024-Q1,2024-Q2,B->B,-640,stable
032075,B,331,B,979,quarterly,2024-Q1,2024-Q2,B->B,-648,stable
031155,B,306,B,966,quarterly,2024-Q1,2024-Q2,B->B,-660,stable
082018,B,318,B,1005,quarterly,2024-Q1,2024-Q2,B->B,-687,stable
075010,B,451,B,1160,quarterly,2024-Q1,2024-Q2,B->B,-709,stable
085010,B,337,B,1058,quarterly,2024-Q1,2024-Q2,B->B,-721,stable
051113,B,402,B,1156,quarterly,2024-Q1,2024-Q2,B->B,-754,stable
018067,B,373,B,1146,quarterly,2024-Q1,2024-Q2,B->B,-773,stable
018068,B,374,B,1147,quarterly,2024-Q1,2024-Q2,B->B,-773,stable
091197,C,948,A,171,quarterly,2024-Q1,2024-Q2,C->A,777,up
031021,C,848,A,87,quarterly,2024-Q1,2024-Q2,C->A,761,up
167021,C,1015,A,273,quarterly,2024-Q1,2024-Q2,C->A,742,up
991123,C,1056,A,360,quarterly,2024-Q1,2024-Q2,C->A,696,up
092130,C,963,A,275,quarterly,2024-Q1,2024-Q2,C->A,688,up
051233,C,901,A,220,quarterly,2024-Q1,2024-Q2,C->A,681,up
041066,B,736,A,103,quarterly,2024-Q1,2024-Q2,B->A,633,up
092068,C,957,A,350,quarterly,2024-Q1,2024-Q2,C->A,607,up
202044,B,718,A,112,quarterly,2024-Q1,2024-Q2,B->A,606,up
091215,C,949,A,365,quarterly,2024-Q1,2024-Q2,C->A,584,up
142039,B,807,A,224,quarterly,2024-Q1,2024-Q2,B->A,583,up
075015,B,697,A,128,quarterly,2024-Q1,2024-Q2,B->A,569,up
051008,C,878,A,347,quarterly,2024-Q1,2024-Q2,C->A,531,up
205123,C,1041,B,510,quarterly,2024-Q1,2024-Q2,C->B,531,up
107097,C,986,B,462,quarterly,2024-Q1,2024-Q2,C->B,524,up
181201,C,1032,B,508,quarterly,2024-Q1,2024-Q2,C->B,524,up
174108,C,1024,B,506,quarterly,2024-Q1,2024-Q2,C->B,518,up
174096,C,1022,B,505,quarterly,2024-Q1,2024-Q2,C->B,517,up
033050,B,732,A,225,quarterly,2024-Q1,2024-Q2,B->A,507,up
094000,C,972,B,470,quarterly,2024-Q1,2024-Q2,C->B,502,up
011110,B,527,A,27,quarterly,2024-Q1,2024-Q2,B->A,500,up
201017,B,828,A,329,quarterly,2024-Q1,2024-Q2,B->A,499,up
031026,B,553,A,93,quarterly,2024-Q1,2024-Q2,B->A,460,up
051317,C,916,B,492,quarterly,2024-Q1,2024-Q2,C->B,424,up
087005,C,931,B,511,quarterly,2024-Q1,2024-Q2,C->B,420,up
052000,B,595,A,188,quarterly,2024-Q1,2024-Q2,B->A,407,up
204065,B,519,A,118,quarterly,2024-Q1,2024-Q2,B->A,401,up
014025,B,540,A,152,quarterly,2024-Q1,2024-Q2,B->A,388,up
022182,B,728,A,340,quarterly,2024-Q1,2024-Q2,B->A,388,up
046027,C,873,B,488,quarterly,2024-Q1,2024-Q2,C->B,385,up
133029,B,661,A,282,quarterly,2024-Q1,2024-Q2,B->A,379,up
085032,B,555,A,186,quarterly,2024-Q1,2024-Q2,B->A,369,up
202000,B,689,A,323,quarterly,2024-Q1,2024-Q2,B->A,366,up
086091,B,616,A,251,quarterly,2024-Q1,2024-Q2,B->A,365,up
034021,C,851,B,486,quarterly,2024-Q1,2024-Q2,C->B,365,up
103035,B,775,A,413,quarterly,2024-Q1,2024-Q2,B->A,362,up
207014,B,565,A,210,quarterly,2024-Q1,2024-Q2,B->A,355,up
146043,B,499,A,147,quarterly,2024-Q1,2024-Q2,B->A,352,up
207017,B,693,A,359,quarterly,2024-Q1,2024-Q2,B->A,334,up
035009,B,734,A,409,quarterly,2024-Q1,2024-Q2,B->A,325,up
204025,B,645,A,321,quarterly,2024-Q1,2024-Q2,B->A,324,up
022043,B,321,A,11,quarterly,2024-Q1,2024-Q2,B->A,310,up
202069,B,348,A,54,quarterly,2024-Q1,2024-Q2,B->A,294,up
129089,B,534,A,245,quarterly,2024-Q1,2024-Q2,B->A,289,up
061031,B,520,A,235,quarterly,2024-Q1,2024-Q2,B->A,285,up
092150,B,389,A,105,quarterly,2024-Q1,2024-Q2,B->A,284,up
083153,B,554,A,280,quarterly,2024-Q1,2024-Q2,B->A,274,up
103034,B,678,A,404,quarterly,2024-Q1,2024-Q2,B->A,274,up
204030,B,328,A,55,quarterly,2024-Q1,2024-Q2,B->A,273,up
071009,B,508,A,243,quarterly,2024-Q1,2024-Q2,B->A,265,up
086112,B,556,A,300,quarterly,2024-Q1,2024-Q2,B->A,256,up
015017,B,491,A,239,quarterly,2024-Q1,2024-Q2,B->A,252,up
106004,B,637,A,396,quarterly,2024-Q1,2024-Q2,B->A,241,up
081029,B,546,A,309,quarterly,2024-Q1,2024-Q2,B->A,237,up
051314,B,407,A,172,quarterly,2024-Q1,2024-Q2,B->A,235,up
102155,B,652,A,429,quarterly,2024-Q1,2024-Q2,B->A,223,up
161035,B,392,A,170,quarterly,2024-Q1,2024-Q2,B->A,222,up
102154,B,651,A,430,quarterly,2024-Q1,2024-Q2,B->A,221,up
179018,C,1029,B,808,quarterly,2024-Q1,2024-Q2,C->B,221,up
091226,C,952,B,741,quarterly,2024-Q1,2024-Q2,C->B,211,up
181071,C,1031,B,822,quarterly,2024-Q1,2024-Q2,C->B,209,up
032009,B,647,A,439,quarterly,2024-Q1,2024-Q2,B->A,208,up
162040,C,1012,B,806,quarterly,2024-Q1,2024-Q2,C->B,206,up
124124,B,439,A,236,quarterly,2024-Q1,2024-Q2,B->A,203,up
163041,C,1013,B,821,quarterly,2024-Q1,2024-Q2,C->B,192,up
071044,B,468,A,279,quarterly,2024-Q1,2024-Q2,B->A,189,up
042090,B,501,A,312,quarterly,2024-Q1,2024-Q2,B->A,189,up
123011,B,471,A,285,quarterly,2024-Q1,2024-Q2,B->A,186,up
092080,B,413,A,228,quarterly,2024-Q1,2024-Q2,B->A,185,up
103245,C,983,B,798,quarterly,2024-Q1,2024-Q2,C->B,185,up
041028,B,377,A,193,quarterly,2024-Q1,2024-Q2,B->A,184,up
092071,B,412,A,231,quarterly,2024-Q1,2024-Q2,B->A,181,up
087033,B,620,A,440,quarterly,2024-Q1,2024-Q2,B->A,180,up
094084,C,975,B,796,quarterly,2024-Q1,2024-Q2,C->B,179,up
023074,C,845,B,668,quarterly,2024-Q1,2024-Q2,C->B,177,up
092074,C,960,B,788,quarterly,2024-Q1,2024-Q2,C->B,172,up
128072,C,990,B,818,quarterly,2024-Q1,2024-Q2,C->B,172,up
091035,B,433,A,269,quarterly,2024-Q1,2024-Q2,B->A,164,up
123035,B,533,A,380,quarterly,2024-Q1,2024-Q2,B->A,153,up
087020,C,934,B,782,quarterly,2024-Q1,2024-Q2,C->B,152,up
013087,B,539,A,401,quarterly,2024-Q1,2024-Q2,B->A,138,up
5MP,B,575,A,437,quarterly,2024-Q1,2024-Q2,B->A,138,up
5MPB,B,576,A,438,quarterly,2024-Q1,2024-Q2,B->A,138,up
051258,C,904,B,778,quarterly,2024-Q1,2024-Q2,C->B,126,up
051225,C,898,B,776,quarterly,2024-Q1,2024-Q2,C->B,122,up
051173,C,891,B,774,quarterly,2024-Q1,2024-Q2,C->B,117,up
051174,C,892,B,775,quarterly,2024-Q1,2024-Q2,C->B,117,up
63UP,B,521,A,417,quarterly,2024-Q1,2024-Q2,B->A,104,up
049037,C,877,B,773,quarterly,2024-Q1,2024-Q2,C->B,104,up
063009,B,481,A,381,quarterly,2024-Q1,2024-Q2,B->A,100,up
1848BR,B,509,A,411,quarterly,2024-Q1,2024-Q2,B->A,98,up
043058,C,868,B,771,quarterly,2024-Q1,2024-Q2,C->B,97,up
034045,C,852,B,766,quarterly,2024-Q1,2024-Q2,C->B,86,up
034016,C,850,B,765,quarterly,2024-Q1,2024-Q2,C->B,85,up
131162,B,472,A,389,quarterly,2024-Q1,2024-Q2,B->A,83,up
142014,B,339,A,258,quarterly,2024-Q1,2024-Q2,B->A,81,up
