week_iso,year,week_start_date,week_end_date,eventos_entrega_semana_p50,eventos_entrega_semana_p80,m3_out_semana_p50,m3_out_semana_p80,pales_out_semana_p50,pales_out_semana_p80,cajas_out_semana_p50,cajas_out_semana_p80,peso_facturable_out_semana_p50,peso_facturable_out_semana_p80,eventos_recogida_semana_p50,eventos_recogida_semana_p80,m3_in_semana_p50,m3_in_semana_p80,pales_in_semana_p50,pales_in_semana_p80,cajas_in_semana_p50,cajas_in_semana_p80,peso_facturable_in_semana_p50,peso_facturable_in_semana_p80,picking_movs_esperados_semana_p50,picking_movs_esperados_semana_p80,picking_movs_reales_semana,picking_movs_no_atribuibles_semana,picking_movs_no_atribuibles_semana_p50,picking_movs_no_atribuibles_semana_p80
4,2024,2024-01-22,2024-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,111.0,0.0,0.0
5,2024,2024-01-29,2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,34.0,0.0,0.0
6,2024,2024-02-05,2024-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,73.0,0.0,0.0
7,2024,2024-02-12,2024-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,116.0,0.0,0.0
8,2024,2024-02-19,2024-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,52.0,0.0,0.0
9,2024,2024-02-26,2024-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,66.0,0.0,0.0
10,2024,2024-03-04,2024-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,31.0,0.0,0.0
11,2024,2024-03-11,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,67.0,0.0,0.0
12,2024,2024-03-18,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,42.0,0.0,0.0
13,2024,2024-03-25,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,97.0,0.0,0.0
14,2024,2024-04-01,2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,84.0,0.0,0.0
15,2024,2024-04-08,2024-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,86.0,0.0,0.0
16,2024,2024-04-15,2024-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,62.0,0.0,0.0
17,2024,2024-04-22,2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,89.0,0.0,0.0
18,2024,2024-04-29,2024-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,9.0,0.0,0.0
19,2024,2024-05-06,2024-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,96.0,0.0,0.0
20,2024,2024-05-13,2024-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,102.0,0.0,0.0
21,2024,2024-05-20,2024-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,130.0,0.0,0.0
22,2024,2024-05-27,2024-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,159.0,0.0,0.0
23,2024,2024-06-03,2024-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,185.0,0.0,0.0
24,2024,2024-06-10,2024-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,130.0,0.0,0.0
25,2024,2024-06-17,2024-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,98.0,0.0,0.0
26,2024,2024-06-24,2024-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,155.0,0.0,0.0
27,2024,2024-07-01,2024-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,26.0,0.0,0.0
28,2024,2024-07-08,2024-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,107.0,0.0,0.0
29,2024,2024-07-15,2024-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,110.0,0.0,0.0
30,2024,2024-07-22,2024-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,126.0,0.0,0.0
31,2024,2024-07-29,2024-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,63.0,0.0,0.0
32,2024,2024-08-05,2024-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,54.0,0.0,0.0
33,2024,2024-08-12,2024-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,16.0,0.0,0.0
34,2024,2024-08-19,2024-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,79.0,0.0,0.0
35,2024,2024-08-26,2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,72.0,0.0,0.0
36,2024,2024-09-02,2024-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,148.0,0.0,0.0
37,2024,2024-09-09,2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,125.0,0.0,0.0
38,2024,2024-09-16,2024-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,138.0,0.0,0.0
39,2024,2024-09-23,2024-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,120.0,0.0,0.0
40,2024,2024-09-30,2024-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,87.0,0.0,0.0
41,2024,2024-10-07,2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,59.0,0.0,0.0
42,2024,2024-10-14,2024-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,60.0,0.0,0.0
43,2024,2024-10-21,2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,112.0,0.0,0.0
44,2024,2024-10-28,2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,59.0,0.0,0.0
45,2024,2024-11-04,2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,171.0,0.0,0.0
46,2024,2024-11-11,2024-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,114.0,0.0,0.0
47,2024,2024-11-18,2024-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,30.0,0.0,0.0
48,2024,2024-11-25,2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,36.0,0.0,0.0
49,2024,2024-12-02,2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,20.0,0.0,0.0
50,2024,2024-12-09,2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,39.0,0.0,0.0
51,2024,2024-12-16,2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,41.0,0.0,0.0
52,2024,2024-12-23,2024-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,48.0,0.0,0.0
1,2025,2024-12-30,2025-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,47.0,0.0,0.0
1,2026,2025-12-29,2026-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2026,2026-01-05,2026-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,86.0,0.0,0.0
3,2026,2026-01-12,2026-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,5.0,0.0,0.0
4,2026,2026-01-19,2026-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,49.0,0.0,0.0
5,2026,2026-01-26,2026-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,15.0,0.0,0.0
6,2026,2026-02-02,2026-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,16.0,0.0,0.0
7,2026,2026-02-09,2026-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,14.0,0.0,0.0
8,2026,2026-02-16,2026-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,19.0,0.0,0.0
9,2026,2026-02-23,2026-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,18.0,0.0,0.0
10,2026,2026-03-02,2026-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,55.0,127.0,33.0,0.0,0.0
11,2026,2026-03-09,2026-03-15,101.0,123.0,275.0782512471705,329.8187343920929,170.0,260.0,197.0,313.0,33552.49265103055,77281.2946417749,18.0,19.0,85.32788863377829,85.32788863377829,97.0,115.0,53.0,54.0,37674.22959322855,63872.07657635879,112.0,280.0,,41.0,41.0,79.0
12,2026,2026-03-16,2026-03-22,100.0,135.0,284.3463581350473,445.96451295551276,182.0,285.0,210.0,303.0,43342.4559987351,79843.55060278208,20.0,21.0,96.95055864732907,105.36800453039399,110.0,138.0,54.0,66.0,45394.158686763614,66153.3029702222,153.0,322.0,,50.0,50.0,78.0
13,2026,2026-03-23,2026-03-29,96.0,123.0,261.69896831087436,334.80590805221095,167.0,244.0,197.0,269.0,36496.11004356956,61750.21293579781,20.0,23.0,95.24931114736329,116.90094061561572,60.0,140.0,51.0,67.0,33006.5515308707,51558.18935052707,145.0,313.0,,69.0,69.0,76.0
14,2026,2026-03-30,2026-04-05,55.0,99.0,170.4353889154503,327.42672202589677,105.0,234.0,104.0,215.0,25869.000815709245,60174.77225984244,11.0,21.0,62.70727028281373,115.26659425877416,48.0,159.0,40.0,57.0,16876.93051765301,52321.00901760841,80.0,211.0,,61.0,61.0,82.0
15,2026,2026-04-06,2026-04-12,87.0,111.0,248.9404514253677,312.4569879923654,213.0,293.0,193.0,256.0,58306.96955991285,72945.4402983965,13.0,16.0,87.10787238345968,119.98323107754382,77.0,115.0,48.0,62.0,45294.860072741256,61059.42144024539,168.0,425.0,,76.0,76.0,94.0
16,2026,2026-04-13,2026-04-19,92.0,131.0,295.2067974889902,409.59246639683926,268.0,351.0,212.0,292.0,99385.92350328586,122857.86537169991,19.0,22.0,152.95530328391814,152.95530328391814,131.0,193.0,58.0,89.0,63947.89170377743,103219.30198813934,189.0,446.0,,92.0,92.0,93.0
17,2026,2026-04-20,2026-04-26,106.0,137.0,358.17014071481805,491.9185510825903,320.0,321.0,219.0,293.0,109810.42538059114,119432.52534591788,26.0,31.0,136.87879257072487,174.4267917806027,120.0,187.0,101.0,101.0,62942.858197764974,85982.12956885547,182.0,439.0,,82.0,82.0,96.0
18,2026,2026-04-27,2026-05-03,84.0,116.0,353.9275280291476,400.2001265731684,260.0,303.0,168.0,219.0,73639.70618208965,83454.28171724721,18.0,33.0,120.10030627773226,193.63070769270138,126.0,183.0,85.0,87.0,51802.46638172536,96998.84380700254,133.0,351.0,,73.0,73.0,82.0
19,2026,2026-05-04,2026-05-10,100.0,137.0,428.414987958087,520.1289801402086,304.0,387.0,213.0,253.0,110518.0977409797,146211.6620751587,27.0,30.0,132.44308861263838,168.90920845735994,157.0,163.0,104.0,120.0,82465.3660194271,107098.18555265067,25.0,226.0,,108.0,108.0,148.0
