axis,freq,target,model,fold_id,fold_start,fold_end,wape,smape,mase,wape_peak5,smape_peak5,mase_peak5,coverage_empirical
service,daily,pales_out,naive_t7,3,2026-01-23,2026-02-19,0.847769028871391,0.48231507304827403,0.37567030018348374,0.6046511627906976,0.9725282180620778,1.4515062991609526,
service,daily,pales_out,ma7,3,2026-01-23,2026-02-19,0.777402824646919,0.521363473189747,0.3444890560432358,0.6586378737541527,0.9604532391476782,1.581105075871752,
service,daily,pales_out,ma28,3,2026-01-23,2026-02-19,0.7095050618672666,1.2951275790408485,0.3144016477320642,0.7014119601328903,1.0588195461035752,1.6837871835733855,
service,daily,pales_out,model_p50,3,2026-01-23,2026-02-19,0.175461959105845,1.0079430099765878,0.07775212894463329,0.2011479319928637,0.1963836461941231,0.48286931096485175,
service,daily,pales_out,model_p80,3,2026-01-23,2026-02-19,0.3155425745108974,1.0656619234811113,0.13982578939571164,0.2813221688565229,0.2654287169878507,0.6753330272354292,
service,daily,peso_facturable_out,naive_t7,3,2026-01-23,2026-02-19,1.2482984433709075,0.5206985688971919,0.37897392727250373,0.884587814937619,1.592558892757452,1.8823042025420835,
service,daily,peso_facturable_out,ma7,3,2026-01-23,2026-02-19,0.9062895994683436,0.4914668410989139,0.2751426396313227,0.7736159234056585,1.2641037380785918,1.646168395257214,
service,daily,peso_facturable_out,ma28,3,2026-01-23,2026-02-19,0.7992840784193442,0.4995743608313455,0.24265657608847924,0.7440075336113756,1.1850831388361105,1.583165044318887,
service,daily,peso_facturable_out,model_p50,3,2026-01-23,2026-02-19,0.4221605721422157,1.1240080893388453,0.12816474362678137,0.4497817712175557,0.46241756073203305,0.957085440125954,
service,daily,peso_facturable_out,model_p80,3,2026-01-23,2026-02-19,0.6535899142593924,1.2360962360137437,0.19842493431595482,0.5603248864216255,0.5129512462575768,1.1923088592111328,
service,daily,m3_in,naive_t7,3,2026-01-23,2026-02-19,1.385542168674699,0.45562937655386715,1.0264899218594739,0.9073710073710073,1.4265094363255457,6.859501489387952,
service,daily,m3_in,ma7,3,2026-01-23,2026-02-19,0.9965079143991323,0.6279615861188259,0.7382708042457804,0.7481221481221481,0.9108464157160526,5.655619308530224,
service,daily,m3_in,ma28,3,2026-01-23,2026-02-19,1.0023429805099835,0.9230502245835902,0.7425937593254528,0.8475473850473849,1.1901273582396226,6.407249628687183,
service,daily,m3_in,model_p50,3,2026-01-23,2026-02-19,0.7048841116311748,0.3149996866156841,0.5222189934214465,0.8133117291620799,1.1207756310899468,6.1484364964317875,
service,daily,m3_in,model_p80,3,2026-01-23,2026-02-19,0.6721585518303226,1.376788514346641,0.4979740024841326,0.7242681786168588,0.8193923953514739,5.475289170119219,
service,daily,cajas_in,naive_t7,3,2026-01-23,2026-02-19,0.7080745341614907,0.405630624834333,0.20478166428021782,0.37037037037037035,0.4700149563371448,0.4850092048742001,
service,daily,cajas_in,ma7,3,2026-01-23,2026-02-19,0.554569653948536,0.7079088721257653,0.16038664182347886,0.3104056437389771,0.3694792078334273,0.4064839050374249,
service,daily,cajas_in,ma28,3,2026-01-23,2026-02-19,0.6144631765749777,0.9609324090612676,0.17770839914041456,0.4506172839506173,0.5746898299011367,0.5900945325969434,
service,daily,cajas_in,model_p50,3,2026-01-23,2026-02-19,0.4098022905644312,0.3846266500847872,0.11851858955358217,0.25540083124784335,0.2390434715402813,0.3344537360368609,
