segment,sku_a,sku_b,ubicacion_a,ubicacion_b,aisle_gap,count_pair,savings_index
82,022199,065072,200-040-00,014-016-30,186,121,22506.0
82,022199,126105,200-040-00,019-141-40,181,106,19186.0
82,022199,084099,200-040-00,012-050-20,188,87,16356.0
82,022199,204082,200-040-00,021-103-00,179,87,15573.0
82,022199,202068,200-040-00,020-098-00,180,86,15480.0
82,031149,065072,200-045-00,014-016-30,186,74,13764.0
82,031149,126105,200-045-00,019-141-40,181,64,11584.0
82,031149,084099,200-045-00,012-050-20,188,61,11468.0
4,121059,146027,400-001-00,012-032-40,388,27,10476.0
4,121060,146027,400-001-00,012-032-40,388,27,10476.0
4,121059,129015,400-001-00,013-051-30,387,26,10062.0
4,121060,129015,400-001-00,013-051-30,387,26,10062.0
82,031149,202068,200-045-00,020-098-00,180,53,9540.0
82,031156,065072,200-040-00,014-016-30,186,43,7998.0
82,031149,204082,200-045-00,021-103-00,179,42,7518.0
82,022199,129079,200-040-00,015-009-40,185,39,7215.0
82,031156,126105,200-040-00,019-141-40,181,39,7059.0
82,031149,129079,200-045-00,015-009-40,185,27,4995.0
82,031156,204082,200-040-00,021-103-00,179,27,4833.0
82,031156,084042,200-040-00,012-109-40,188,23,4324.0
90,011110,129122,015-013-20,400-001-00,385,11,4235.0
82,022181,031156,008-043-40,200-040-00,192,22,4224.0
82,031156,084099,200-040-00,012-050-20,188,22,4136.0
82,022199,084042,200-040-00,012-109-40,188,20,3760.0
82,022199,204096,200-040-00,015-083-00,185,20,3700.0
82,022199,072090,200-040-00,012-083-40,188,19,3572.0
82,031149,204096,200-045-00,015-083-00,185,18,3330.0
82,022199,202069,200-040-00,019-107-00,181,18,3258.0
82,031156,202068,200-040-00,020-098-00,180,18,3240.0
82,031156,202062,200-040-00,010-112-00,190,17,3230.0
3,093045,143022,200-016-00,014-111-20,186,17,3162.0
3,125088,203068,400-001-00,013-046-20,387,8,3096.0
3,123011,125087,013-065-30,400-001-00,387,8,3096.0
3,123011,125088,013-065-30,400-001-00,387,8,3096.0
3,063007,125087,014-119-40,400-001-00,386,8,3088.0
3,063007,125088,014-119-40,400-001-00,386,8,3088.0
3,063014,125087,014-001-30,400-001-00,386,8,3088.0
3,063014,125088,014-001-30,400-001-00,386,8,3088.0
82,022179,031148,015-152-30,200-029-00,185,16,2960.0
3,093045,167006,200-016-00,015-002-20,185,16,2960.0
3,012012,093045,015-007-40,200-016-00,185,16,2960.0
82,031149,072090,200-045-00,012-083-40,188,15,2820.0
3,012040,093045,015-045-10,200-016-00,185,15,2775.0
3,102213,125087,011-044-06,400-001-00,389,7,2723.0
3,102213,125088,011-044-06,400-001-00,389,7,2723.0
3,086009,125087,011-058-06,400-001-00,389,7,2723.0
3,086009,125088,011-058-06,400-001-00,389,7,2723.0
3,032042,125087,012-020-40,400-001-00,388,7,2716.0
3,032042,125088,012-020-40,400-001-00,388,7,2716.0
3,023074,125087,012-021-20,400-001-00,388,7,2716.0
3,086096,125087,012-051-08,400-001-00,388,7,2716.0
3,023074,125088,012-021-20,400-001-00,388,7,2716.0
3,086096,125088,012-051-08,400-001-00,388,7,2716.0
3,125087,203068,400-001-00,013-046-20,387,7,2709.0
3,031050,125087,013-007-10,400-001-00,387,7,2709.0
3,031050,125088,013-007-10,400-001-00,387,7,2709.0
3,063009,125087,014-046-20,400-001-00,386,7,2702.0
3,063009,125088,014-046-20,400-001-00,386,7,2702.0
3,096001,125087,019-158-00,400-001-00,381,7,2667.0
3,096001,125088,019-158-00,400-001-00,381,7,2667.0
82,031149,131142,200-045-00,010-096-20,190,14,2660.0
82,022199,131142,200-040-00,010-096-20,190,14,2660.0
3,091142,093045,015-042-20,200-016-00,185,14,2590.0
23,069002,167004,200-050-00,015-002-10,185,14,2590.0
82,031149,131143,200-045-00,010-096-20,190,13,2470.0
82,022199,131143,200-040-00,010-096-20,190,13,2470.0
3,125087,171126,400-001-00,010-105-03,390,6,2340.0
3,125088,171126,400-001-00,010-105-03,390,6,2340.0
3,125087,126074,400-001-00,011-075-10,389,6,2334.0
3,125088,126074,400-001-00,011-075-10,389,6,2334.0
3,103140,125087,011-089-10,400-001-00,389,6,2334.0
3,081027,125087,011-050-06,400-001-00,389,6,2334.0
3,103140,125088,011-089-10,400-001-00,389,6,2334.0
3,081027,125088,011-050-06,400-001-00,389,6,2334.0
3,102215,125087,011-089-10,400-001-00,389,6,2334.0
3,112029,125087,011-089-10,400-001-00,389,6,2334.0
3,102215,125088,011-089-10,400-001-00,389,6,2334.0
3,112029,125088,011-089-10,400-001-00,389,6,2334.0
3,085010,125087,012-049-08,400-001-00,388,6,2328.0
3,102216,125087,012-053-02,400-001-00,388,6,2328.0
3,085010,125088,012-049-08,400-001-00,388,6,2328.0
3,102216,125088,012-053-02,400-001-00,388,6,2328.0
3,049029,125087,013-079-00,400-001-00,387,6,2322.0
3,049029,125088,013-079-00,400-001-00,387,6,2322.0
3,125087,161045,400-001-00,013-054-20,387,6,2322.0
3,125088,161045,400-001-00,013-054-20,387,6,2322.0
3,125087,143071,400-001-00,013-057-09,387,6,2322.0
3,125088,143071,400-001-00,013-057-09,387,6,2322.0
3,069001,125087,013-057-10,400-001-00,387,6,2322.0
3,069001,125088,013-057-10,400-001-00,387,6,2322.0
3,125087,141143,400-001-00,014-117-10,386,6,2316.0
3,125088,141143,400-001-00,014-117-10,386,6,2316.0
3,018000,125087,015-151-10,400-001-00,385,6,2310.0
3,018000,125088,015-151-10,400-001-00,385,6,2310.0
3,087004,125087,015-054-30,400-001-00,385,6,2310.0
3,087004,125088,015-054-30,400-001-00,385,6,2310.0
82,022181,031157,008-043-40,200-040-00,192,12,2304.0
3,125087,161032,400-001-00,016-067-30,384,6,2304.0
3,125088,161032,400-001-00,016-067-30,384,6,2304.0
49,019068,019073,200-040-00,011-065-40,189,12,2268.0
82,022199,072089,200-040-00,012-073-20,188,12,2256.0
82,031156,129079,200-040-00,015-009-40,185,12,2220.0
49,019068,019069,200-040-00,011-065-40,189,11,2079.0
49,019068,019072,200-040-00,011-065-40,189,11,2079.0
49,019068,019070,200-040-00,011-065-40,189,11,2079.0
49,019068,019071,200-040-00,011-065-40,189,11,2079.0
23,069002,142003,200-050-00,012-051-09,188,11,2068.0
82,031148,065072,200-029-00,014-016-30,186,11,2046.0
82,065072,126105,014-016-30,019-141-40,5,402,2010.0
82,031156,204090,200-040-00,021-103-00,179,11,1969.0
3,125087,161134,400-001-00,010-105-02,390,5,1950.0
3,125088,161134,400-001-00,010-105-02,390,5,1950.0
3,125087,152143,400-001-00,010-098-00,390,5,1950.0
3,089082,125087,010-061-05,400-001-00,390,5,1950.0
3,124200,125087,010-098-20,400-001-00,390,5,1950.0
3,125088,152143,400-001-00,010-098-00,390,5,1950.0
3,089082,125088,010-061-05,400-001-00,390,5,1950.0
3,124200,125088,010-098-20,400-001-00,390,5,1950.0
3,125087,131027,400-001-00,010-107-04,390,5,1950.0
3,125088,131027,400-001-00,010-107-04,390,5,1950.0
3,089073,125087,011-046-08,400-001-00,389,5,1945.0
3,089073,125088,011-046-08,400-001-00,389,5,1945.0
3,102214,125087,012-047-07,400-001-00,388,5,1940.0
3,102214,125088,012-047-07,400-001-00,388,5,1940.0
3,103139,125087,012-043-09,400-001-00,388,5,1940.0
3,103139,125088,012-043-09,400-001-00,388,5,1940.0
3,103141,125087,012-051-05,400-001-00,388,5,1940.0
3,103141,125088,012-051-05,400-001-00,388,5,1940.0
3,083021,125087,012-043-05,400-001-00,388,5,1940.0
3,083021,125088,012-043-05,400-001-00,388,5,1940.0
3,012037,125087,014-071-30,400-001-00,386,5,1930.0
3,012037,125088,014-071-30,400-001-00,386,5,1930.0
3,012029,125087,015-083-10,400-001-00,385,5,1925.0
3,012029,125088,015-083-10,400-001-00,385,5,1925.0
3,012019,125087,015-123-10,400-001-00,385,5,1925.0
3,012019,125088,015-123-10,400-001-00,385,5,1925.0
3,012012,125087,015-007-40,400-001-00,385,5,1925.0
3,012012,125088,015-007-40,400-001-00,385,5,1925.0
3,018000,093045,015-151-10,200-016-00,185,10,1850.0
3,012012,093044,015-007-40,200-016-00,185,10,1850.0
82,031148,202062,200-029-00,010-112-00,190,9,1710.0
49,019065,019071,200-040-00,011-065-40,189,9,1701.0
49,019066,019071,200-040-00,011-065-40,189,9,1701.0
3,092000,093045,012-026-00,200-016-00,188,9,1692.0
82,031149,051334,200-045-00,012-079-10,188,9,1692.0
82,022199,051334,200-040-00,012-079-10,188,9,1692.0
82,031156,072090,200-040-00,012-083-40,188,9,1692.0
89,091211,092142,014-025-00,200-017-00,186,9,1674.0
3,012019,093045,015-123-10,200-016-00,185,9,1665.0
3,124201,125087,010-098-20,400-001-00,390,4,1560.0
3,124201,125088,010-098-20,400-001-00,390,4,1560.0
3,125087,181149,400-001-00,011-127-00,389,4,1556.0
3,125088,181149,400-001-00,011-127-00,389,4,1556.0
3,125087,161132,400-001-00,011-079-10,389,4,1556.0
3,125088,161132,400-001-00,011-079-10,389,4,1556.0
3,032014,125087,011-072-40,400-001-00,389,4,1556.0
3,032014,125088,011-072-40,400-001-00,389,4,1556.0
3,023079,125087,012-102-10,400-001-00,388,4,1552.0
3,023079,125088,012-102-10,400-001-00,388,4,1552.0
3,086091,125087,012-045-08,400-001-00,388,4,1552.0
3,087035,125087,012-047-08,400-001-00,388,4,1552.0
3,086091,125088,012-045-08,400-001-00,388,4,1552.0
3,087035,125088,012-047-08,400-001-00,388,4,1552.0
3,087002,125087,012-034-20,400-001-00,388,4,1552.0
3,087002,125088,012-034-20,400-001-00,388,4,1552.0
3,042090,125087,013-092-10,400-001-00,387,4,1548.0
3,042090,125088,013-092-10,400-001-00,387,4,1548.0
3,012040,125087,015-045-10,400-001-00,385,4,1540.0
3,012040,125088,015-045-10,400-001-00,385,4,1540.0
3,012007,125087,019-135-10,400-001-00,381,4,1524.0
3,012007,125088,019-135-10,400-001-00,381,4,1524.0
3,012046,125087,019-120-30,400-001-00,381,4,1524.0
3,012046,125088,019-120-30,400-001-00,381,4,1524.0
3,125087,142044,400-001-00,020-082-20,380,4,1520.0
3,125088,142044,400-001-00,020-082-20,380,4,1520.0
49,019063,019072,200-040-00,011-065-40,189,8,1512.0
49,019062,019072,200-040-00,011-065-40,189,8,1512.0
49,019064,019073,200-040-00,011-065-40,189,8,1512.0
49,019063,019070,200-040-00,011-065-40,189,8,1512.0
49,019065,019070,200-040-00,011-065-40,189,8,1512.0
49,019061,019070,200-040-00,011-065-40,189,8,1512.0
49,019062,019070,200-040-00,011-065-40,189,8,1512.0
49,019064,019070,200-040-00,011-065-40,189,8,1512.0
49,019063,019071,200-040-00,011-065-40,189,8,1512.0
49,019066,019072,200-040-00,011-065-40,189,8,1512.0
49,019066,019073,200-040-00,011-065-40,189,8,1512.0
49,019061,019071,200-040-00,011-065-40,189,8,1512.0
49,019062,019071,200-040-00,011-065-40,189,8,1512.0
49,019064,019071,200-040-00,011-065-40,189,8,1512.0
49,019066,019070,200-040-00,011-065-40,189,8,1512.0
89,092142,174099,200-017-00,011-052-40,189,8,1512.0
3,041086,125087,022-089-00,400-001-00,378,4,1512.0
3,041086,125088,022-089-00,400-001-00,378,4,1512.0
82,031149,072089,200-045-00,012-073-20,188,8,1504.0
23,069002,096006,200-050-00,013-062-00,187,8,1496.0
89,092140,092141,014-016-00,200-008-00,186,8,1488.0
3,093044,143022,200-016-00,014-111-20,186,8,1488.0
3,014024,093045,015-114-00,200-016-00,185,8,1480.0
82,031156,202069,200-040-00,019-107-00,181,8,1448.0
82,084099,126105,012-050-20,019-141-40,7,199,1393.0
82,031149,202062,200-045-00,010-112-00,190,7,1330.0
82,022199,202062,200-040-00,010-112-00,190,7,1330.0
23,069002,143055,200-050-00,011-056-20,189,7,1323.0
49,019063,019069,200-040-00,011-065-40,189,7,1323.0
49,019063,019073,200-040-00,011-065-40,189,7,1323.0
49,019065,019069,200-040-00,011-065-40,189,7,1323.0
49,019065,019072,200-040-00,011-065-40,189,7,1323.0
49,019065,019073,200-040-00,011-065-40,189,7,1323.0
49,019061,019069,200-040-00,011-065-40,189,7,1323.0
49,019061,019072,200-040-00,011-065-40,189,7,1323.0
49,019061,019073,200-040-00,011-065-40,189,7,1323.0
49,019062,019069,200-040-00,011-065-40,189,7,1323.0
49,019062,019073,200-040-00,011-065-40,189,7,1323.0
49,019064,019069,200-040-00,011-065-40,189,7,1323.0
49,019064,019072,200-040-00,011-065-40,189,7,1323.0
49,019066,019069,200-040-00,011-065-40,189,7,1323.0
29,203013,203014,200-011-00,012-032-09,188,7,1316.0
29,203013,203015,200-011-00,012-028-09,188,7,1316.0
29,142020,203013,012-082-00,200-011-00,188,7,1316.0
29,051085,203013,012-040-09,200-011-00,188,7,1316.0
23,069002,142002,200-050-00,012-055-06,188,7,1316.0
82,031148,204075,200-029-00,013-116-00,187,7,1309.0
23,069002,142001,200-050-00,013-115-00,187,7,1309.0
29,203011,203013,014-025-09,200-011-00,186,7,1302.0
3,087004,093044,015-054-30,200-016-00,185,7,1295.0
3,012019,093044,015-123-10,200-016-00,185,7,1295.0
3,087004,093045,015-054-30,200-016-00,185,7,1295.0
82,031149,051335,200-045-00,020-141-30,180,7,1260.0
82,022199,051335,200-040-00,020-141-30,180,7,1260.0
3,125087,125104,400-001-00,010-061-06,390,3,1170.0
3,125088,125104,400-001-00,010-061-06,390,3,1170.0
3,081010,125087,010-100-40,400-001-00,390,3,1170.0
3,125087,161117,400-001-00,010-061-09,390,3,1170.0
3,081010,125088,010-100-40,400-001-00,390,3,1170.0
3,125088,161117,400-001-00,010-061-09,390,3,1170.0
3,042092,125087,010-063-03,400-001-00,390,3,1170.0
3,042092,125088,010-063-03,400-001-00,390,3,1170.0
3,081029,125087,010-109-07,400-001-00,390,3,1170.0
3,081029,125088,010-109-07,400-001-00,390,3,1170.0
3,086099,125087,011-075-10,400-001-00,389,3,1167.0
3,086100,125087,011-075-10,400-001-00,389,3,1167.0
3,086099,125088,011-075-10,400-001-00,389,3,1167.0
3,086100,125088,011-075-10,400-001-00,389,3,1167.0
3,124199,125087,011-075-10,400-001-00,389,3,1167.0
3,124199,125088,011-075-10,400-001-00,389,3,1167.0
3,125087,202048,400-001-00,011-068-20,389,3,1167.0
3,125088,202048,400-001-00,011-068-20,389,3,1167.0
3,022134,125087,011-073-20,400-001-00,389,3,1167.0
3,022134,125088,011-073-20,400-001-00,389,3,1167.0
3,083035,125087,011-056-06,400-001-00,389,3,1167.0
3,083035,125088,011-056-06,400-001-00,389,3,1167.0
3,122004,125087,012-051-03,400-001-00,388,3,1164.0
3,122004,125088,012-051-03,400-001-00,388,3,1164.0
3,032119,125088,012-038-20,400-001-00,388,3,1164.0
3,125087,161122,400-001-00,013-117-10,387,3,1161.0
3,125088,161122,400-001-00,013-117-10,387,3,1161.0
3,089074,125087,013-118-10,400-001-00,387,3,1161.0
3,089074,125088,013-118-10,400-001-00,387,3,1161.0
3,014024,125087,015-114-00,400-001-00,385,3,1155.0
3,014024,125088,015-114-00,400-001-00,385,3,1155.0
3,012005,125087,019-106-20,400-001-00,381,3,1143.0
3,012005,125088,019-106-20,400-001-00,381,3,1143.0
3,012024,125087,019-126-20,400-001-00,381,3,1143.0
3,012024,125088,019-126-20,400-001-00,381,3,1143.0
3,086112,125087,019-154-10,400-001-00,381,3,1143.0
3,086112,125088,019-154-10,400-001-00,381,3,1143.0
3,012047,125087,019-120-40,400-001-00,381,3,1143.0
3,012047,125088,019-120-40,400-001-00,381,3,1143.0
3,031059,125087,021-084-40,400-001-00,379,3,1137.0
3,031059,125088,021-084-40,400-001-00,379,3,1137.0
3,125087,171127,400-001-00,021-113-00,379,3,1137.0
3,125088,171127,400-001-00,021-113-00,379,3,1137.0
23,203025,207015,011-102-00,200-031-00,189,6,1134.0
23,031026,069002,011-040-00,200-050-00,189,6,1134.0
89,092141,174099,200-008-00,011-052-40,189,6,1134.0
23,069002,169011,200-050-00,012-050-20,188,6,1128.0
29,152022,203013,013-029-10,200-011-00,187,6,1122.0
29,132016,152022,200-014-00,013-029-10,187,6,1122.0
29,132017,152022,200-014-00,013-029-10,187,6,1122.0
24,022053,023065,013-068-10,200-022-00,187,6,1122.0
89,092142,161166,200-017-00,013-066-30,187,6,1122.0
29,203009,203013,014-055-09,200-011-00,186,6,1116.0
23,061016,069002,014-104-30,200-050-00,186,6,1116.0
23,069002,174006,200-050-00,015-077-00,185,6,1110.0
29,203013,203016,200-011-00,018-112-00,182,6,1092.0
82,031148,126105,200-029-00,019-141-40,181,6,1086.0
23,022021,069002,020-077-10,200-050-00,180,6,1080.0
82,084042,126105,012-109-40,019-141-40,7,148,1036.0
82,022178,031149,008-023-10,200-045-00,192,5,960.0
32,046020,181156,200-011-00,010-099-10,190,5,950.0
23,019015,152002,200-040-00,011-044-07,189,5,945.0
82,022180,031156,011-052-40,200-040-00,189,5,945.0
23,207015,209012,200-031-00,012-095-10,188,5,940.0
29,132016,142020,200-014-00,012-082-00,188,5,940.0
29,132017,142020,200-014-00,012-082-00,188,5,940.0
23,019015,142008,200-040-00,012-049-03,188,5,940.0
23,019015,142003,200-040-00,012-051-09,188,5,940.0
23,069002,142017,200-050-00,012-090-00,188,5,940.0
3,087002,093044,012-034-20,200-016-00,188,5,940.0
3,087002,093045,012-034-20,200-016-00,188,5,940.0
82,031148,084042,200-029-00,012-109-40,188,5,940.0
82,031149,084042,200-045-00,012-109-40,188,5,940.0
23,072085,102525,014-046-30,200-040-00,186,5,930.0
23,072085,102526,014-046-30,200-040-00,186,5,930.0
29,203012,203013,014-020-09,200-011-00,186,5,930.0
23,019015,061004,200-040-00,014-054-09,186,5,930.0
23,019015,061007,200-040-00,014-108-40,186,5,930.0
23,019015,061016,200-040-00,014-104-30,186,5,930.0
89,092140,092142,014-016-00,200-017-00,186,5,930.0
29,203010,203013,015-017-09,200-011-00,185,5,925.0
23,019015,061012,200-040-00,015-053-40,185,5,925.0
3,093044,167006,200-016-00,015-002-20,185,5,925.0
82,031148,129079,200-029-00,015-009-40,185,5,925.0
3,012040,093044,015-045-10,200-016-00,185,5,925.0
24,023065,204065,200-022-00,016-027-00,184,5,920.0
24,022043,023065,016-041-40,200-022-00,184,5,920.0
32,046020,206087,200-011-00,019-129-30,181,5,905.0
33,011116,124260,019-072-10,200-042-00,181,5,905.0
82,022192,031156,020-134-40,200-040-00,180,5,900.0
3,125087,161153,400-001-00,010-063-04,390,2,780.0
3,125088,161153,400-001-00,010-063-04,390,2,780.0
3,125087,129047,400-001-00,010-091-08,390,2,780.0
3,125088,129047,400-001-00,010-091-08,390,2,780.0
3,125087,171129,400-001-00,010-105-06,390,2,780.0
3,125088,171129,400-001-00,010-105-06,390,2,780.0
3,043058,125087,010-097-30,400-001-00,390,2,780.0
3,125087,125103,400-001-00,010-061-01,390,2,780.0
3,043058,125088,010-097-30,400-001-00,390,2,780.0
3,125088,125103,400-001-00,010-061-01,390,2,780.0
3,086114,125087,010-103-06,400-001-00,390,2,780.0
3,086114,125088,010-103-06,400-001-00,390,2,780.0
3,086090,125087,010-083-07,400-001-00,390,2,780.0
3,086090,125088,010-083-07,400-001-00,390,2,780.0
3,083132,125088,010-099-04,400-001-00,390,2,780.0
3,122058,125087,011-089-10,400-001-00,389,2,778.0
3,125087,991107,400-001-00,011-089-10,389,2,778.0
3,122058,125088,011-089-10,400-001-00,389,2,778.0
3,125088,991107,400-001-00,011-089-10,389,2,778.0
3,021009,125087,011-026-30,400-001-00,389,2,778.0
3,125087,161136,400-001-00,011-075-10,389,2,778.0
3,021009,125088,011-026-30,400-001-00,389,2,778.0
3,125088,161136,400-001-00,011-075-10,389,2,778.0
3,125087,159005,400-001-00,011-089-30,389,2,778.0
3,125088,159005,400-001-00,011-089-30,389,2,778.0
3,125087,991025,400-001-00,011-002-20,389,2,778.0
3,125088,991025,400-001-00,011-002-20,389,2,778.0
3,125087,146094,400-001-00,011-056-03,389,2,778.0
3,125087,162040,400-001-00,011-054-03,389,2,778.0
3,125088,146094,400-001-00,011-056-03,389,2,778.0
3,125088,162040,400-001-00,011-054-03,389,2,778.0
3,032097,125087,011-036-10,400-001-00,389,2,778.0
3,125087,203085,400-001-00,011-082-20,389,2,778.0
3,032097,125088,011-036-10,400-001-00,389,2,778.0
3,125088,203085,400-001-00,011-082-20,389,2,778.0
3,125087,131145,400-001-00,011-050-08,389,2,778.0
3,022126,125088,011-036-00,400-001-00,389,2,778.0
3,125088,131145,400-001-00,011-050-08,389,2,778.0
4,084031,121059,011-122-30,400-001-00,389,2,778.0
4,084031,121060,011-122-30,400-001-00,389,2,778.0
3,022048,125087,012-069-10,400-001-00,388,2,776.0
3,022048,125088,012-069-10,400-001-00,388,2,776.0
3,022133,125087,012-015-20,400-001-00,388,2,776.0
3,022133,125088,012-015-20,400-001-00,388,2,776.0
3,032119,125087,012-038-20,400-001-00,388,2,776.0
3,021204,125087,012-053-10,400-001-00,388,2,776.0
3,021204,125088,012-053-10,400-001-00,388,2,776.0
3,125087,204000,400-001-00,012-023-00,388,2,776.0
3,125088,204000,400-001-00,012-023-00,388,2,776.0
3,122002,125087,013-044-20,400-001-00,387,2,774.0
3,122002,125088,013-044-20,400-001-00,387,2,774.0
3,125087,143028,400-001-00,013-003-10,387,2,774.0
3,125088,143028,400-001-00,013-003-10,387,2,774.0
3,031049,125087,014-077-20,400-001-00,386,2,772.0
3,031049,125088,014-077-20,400-001-00,386,2,772.0
3,063015,125087,014-025-30,400-001-00,386,2,772.0
3,063015,125088,014-025-30,400-001-00,386,2,772.0
3,012006,125087,015-049-10,400-001-00,385,2,770.0
3,012006,125088,015-049-10,400-001-00,385,2,770.0
3,018073,125087,015-015-10,400-001-00,385,2,770.0
3,018073,125088,015-015-10,400-001-00,385,2,770.0
3,125087,204060,400-001-00,019-082-20,381,2,762.0
3,125088,204060,400-001-00,019-082-20,381,2,762.0
3,016035,125087,019-146-40,400-001-00,381,2,762.0
3,016035,125088,019-146-40,400-001-00,381,2,762.0
4,018023,121059,019-062-20,400-001-00,381,2,762.0
4,018023,121060,019-062-20,400-001-00,381,2,762.0
32,046020,181155,200-011-00,010-099-10,190,4,760.0
32,046020,181157,200-011-00,010-099-10,190,4,760.0
32,046020,181159,200-011-00,010-099-10,190,4,760.0
32,046020,181160,200-011-00,010-099-10,190,4,760.0
32,046020,991003,200-011-00,010-099-10,190,4,760.0
32,046020,991006,200-011-00,010-099-10,190,4,760.0
3,086090,093044,010-083-07,200-016-00,190,4,760.0
5,092153,189006,200-009-00,010-068-10,190,4,760.0
3,086090,093045,010-083-07,200-016-00,190,4,760.0
82,031157,202062,200-040-00,010-112-00,190,4,760.0
23,087019,096003,012-096-00,200-014-00,188,4,752.0
29,132016,203014,200-014-00,012-032-09,188,4,752.0
29,132017,203014,200-014-00,012-032-09,188,4,752.0
29,132016,203015,200-014-00,012-028-09,188,4,752.0
29,132017,203015,200-014-00,012-028-09,188,4,752.0
29,051085,132016,012-040-09,200-014-00,188,4,752.0
29,051085,132017,012-040-09,200-014-00,188,4,752.0
23,072085,139005,014-046-30,200-040-00,186,4,744.0
23,072085,133095,014-046-30,200-040-00,186,4,744.0
23,019015,022030,200-040-00,014-055-09,186,4,744.0
29,132016,203009,200-014-00,014-055-09,186,4,744.0
29,132017,203009,200-014-00,014-055-09,186,4,744.0
29,132016,203011,200-014-00,014-025-09,186,4,744.0
29,132017,203011,200-014-00,014-025-09,186,4,744.0
32,046020,051253,200-011-00,014-046-07,186,4,744.0
23,069002,092027,200-050-00,014-050-00,186,4,744.0
24,023065,051106,200-022-00,014-096-00,186,4,744.0
29,061016,203013,014-101-20,200-011-00,186,4,744.0
23,061007,069002,014-108-40,200-050-00,186,4,744.0
23,069002,087004,200-050-00,014-036-20,186,4,744.0
89,092141,097026,200-008-00,015-056-00,185,4,740.0
24,023065,201026,200-022-00,015-108-00,185,4,740.0
23,069002,091013,200-050-00,015-018-40,185,4,740.0
24,022043,092021,016-041-40,200-005-00,184,4,736.0
24,022043,092048,016-041-40,200-005-00,184,4,736.0
24,023065,204051,200-022-00,016-039-00,184,4,736.0
29,132016,203016,200-014-00,018-112-00,182,4,728.0
29,132017,203016,200-014-00,018-112-00,182,4,728.0
23,094016,204047,200-008-00,019-072-10,181,4,724.0
24,041036,092021,019-128-00,200-005-00,181,4,724.0
24,041036,092048,019-128-00,200-005-00,181,4,724.0
23,019015,095006,200-040-00,020-080-00,180,4,720.0
5,012068,092153,020-152-10,200-009-00,180,4,720.0
24,031045,092021,021-138-40,200-005-00,179,4,716.0
24,031045,092048,021-138-40,200-005-00,179,4,716.0
82,065072,204082,014-016-30,021-103-00,7,89,623.0
3,091186,205173,008-042-20,200-030-00,192,3,576.0
3,091186,205178,008-042-20,200-020-00,192,3,576.0
3,091184,205173,008-068-30,200-030-00,192,3,576.0
3,091184,205178,008-068-30,200-020-00,192,3,576.0
3,091186,205172,008-042-20,200-019-00,192,3,576.0
3,091184,205172,008-068-30,200-019-00,192,3,576.0
32,021206,046020,008-025-10,200-011-00,192,3,576.0
32,033058,046020,008-025-20,200-011-00,192,3,576.0
5,092153,167002,200-009-00,009-027-40,191,3,573.0
24,072109,103256,200-042-00,010-063-03,190,3,570.0
23,102598,103146,200-040-00,010-077-40,190,3,570.0
24,072110,103256,200-042-00,010-063-03,190,3,570.0
24,072109,103254,200-042-00,010-065-40,190,3,570.0
24,072110,103254,200-042-00,010-065-40,190,3,570.0
5,092153,172205,200-009-00,010-119-40,190,3,570.0
3,086090,093046,010-083-07,200-016-00,190,3,570.0
5,051283,051292,010-115-01,200-014-00,190,3,570.0
89,092141,172193,200-008-00,010-078-30,190,3,570.0
71,092051,143095,200-003-00,010-078-20,190,3,570.0
3,083132,093045,010-099-04,200-016-00,190,3,570.0
23,069002,192032,200-050-00,010-061-30,190,3,570.0
23,142019,209001,011-048-20,200-031-00,189,3,567.0
24,022195,075024,011-112-40,200-040-00,189,3,567.0
5,041028,092153,011-008-40,200-009-00,189,3,567.0
23,019015,142019,200-040-00,011-048-20,189,3,567.0
24,022195,075023,011-112-40,200-040-00,189,3,567.0
23,031006,096003,011-024-00,200-014-00,189,3,567.0
82,031148,051147,200-029-00,011-108-00,189,3,567.0
71,092051,146065,200-003-00,011-067-00,189,3,567.0
82,031156,051262,200-040-00,011-126-00,189,3,567.0
23,069002,203025,200-050-00,011-102-00,189,3,567.0
24,023065,032040,200-022-00,011-034-30,189,3,567.0
23,033001,096003,012-113-10,200-014-00,188,3,564.0
23,022018,096003,012-107-10,200-014-00,188,3,564.0
3,021204,093046,012-053-10,200-016-00,188,3,564.0
3,091088,093045,012-030-00,200-016-00,188,3,564.0
23,019015,142009,200-040-00,012-051-01,188,3,564.0
23,019015,142007,200-040-00,012-049-02,188,3,564.0
24,075023,187187,200-040-00,012-002-20,188,3,564.0
32,046027,051237,200-029-00,012-077-09,188,3,564.0
32,046020,122066,200-011-00,012-036-20,188,3,564.0
23,019015,142006,200-040-00,012-057-05,188,3,564.0
24,023065,134003,200-022-00,012-096-30,188,3,564.0
3,087002,093046,012-034-20,200-016-00,188,3,564.0
3,021204,093044,012-053-10,200-016-00,188,3,564.0
32,046020,133094,200-011-00,012-075-20,188,3,564.0
23,019015,142017,200-040-00,012-090-00,188,3,564.0
32,046027,133094,200-029-00,012-075-20,188,3,564.0
3,021204,093045,012-053-10,200-016-00,188,3,564.0
29,051085,205148,012-040-09,200-026-00,188,3,564.0
23,069002,142007,200-050-00,012-049-02,188,3,564.0
29,051085,205147,012-040-09,200-026-00,188,3,564.0
3,093045,204000,200-016-00,012-023-00,188,3,564.0
23,069002,142006,200-050-00,012-057-05,188,3,564.0
24,023065,202022,200-022-00,012-002-00,188,3,564.0
23,069002,142004,200-050-00,012-051-04,188,3,564.0
