segment,sku_a,sku_b,ubicacion_a,ubicacion_b,aisle_gap,count_pair,savings_index
23,011105,161033,015-051-20,012-002-10,3,2,6.0
3,018000,023079,015-151-10,012-102-10,3,2,6.0
5,041063,167005,018-100-00,015-008-20,3,2,6.0
77,016010,018105,019-125-40,022-075-10,3,2,6.0
24,051086,091135,011-108-00,014-049-00,3,2,6.0
23,092001,203025,014-028-00,011-102-00,3,2,6.0
3,012014,089089,013-004-40,010-087-02,3,2,6.0
5,012048,144018,015-051-20,012-052-09,3,2,6.0
5,012048,161039,015-051-20,012-069-20,3,2,6.0
16,103268,133182,013-007-30,010-105-01,3,2,6.0
23,084027,169003,013-010-20,010-069-02,3,2,6.0
3,014024,023074,015-114-00,012-021-20,3,2,6.0
3,014024,086096,015-114-00,012-051-08,3,2,6.0
23,022009,032004,011-004-00,014-060-10,3,2,6.0
64,013013,013064,016-119-00,019-098-20,3,2,6.0
3,063014,091217,014-001-30,011-018-20,3,2,6.0
14,114015,115141,013-007-20,010-093-09,3,2,6.0
23,143055,202044,011-056-20,014-148-00,3,2,6.0
23,014012,051058,015-033-30,012-022-08,3,2,6.0
24,092080,204065,013-085-00,016-027-00,3,2,6.0
3,012019,102584,015-123-10,012-055-08,3,2,6.0
3,014024,103141,015-114-00,012-051-05,3,2,6.0
7,022051,071123,011-054-40,014-102-10,3,2,6.0
24,022011,202022,015-114-40,012-002-00,3,2,6.0
23,015171,142003,015-059-30,012-051-09,3,2,6.0
5,012048,144015,015-051-20,012-054-08,3,2,6.0
23,031006,092150,011-024-00,014-022-00,3,2,6.0
76,102690,106336,010-085-20,013-090-20,3,2,6.0
76,106335,106336,010-085-20,013-090-20,3,2,6.0
24,091042,204051,013-052-00,016-039-00,3,2,6.0
23,011014,051058,015-035-10,012-022-08,3,2,6.0
3,018000,086091,015-151-10,012-045-08,3,2,6.0
3,018000,102214,015-151-10,012-047-07,3,2,6.0
82,022181,051147,008-043-40,011-108-00,3,2,6.0
3,087004,092000,015-054-30,012-026-00,3,2,6.0
29,018000,021045,015-079-20,012-031-09,3,2,6.0
29,021043,061016,011-010-20,014-101-20,3,2,6.0
3,012037,083035,014-071-30,011-056-06,3,2,6.0
3,012037,103140,014-071-30,011-089-10,3,2,6.0
23,051189,167004,012-060-09,015-002-10,3,2,6.0
3,012012,041093,015-007-40,012-112-20,3,2,6.0
23,031006,032004,011-024-00,014-060-10,3,2,6.0
82,103105,202062,013-029-20,010-112-00,3,2,6.0
3,012014,051004,013-004-40,010-107-20,3,2,6.0
24,031006,092018,011-006-00,014-047-00,3,2,6.0
3,018073,087002,015-015-10,012-034-20,3,2,6.0
23,014014,143019,015-067-30,012-024-09,3,2,6.0
23,014012,051189,015-033-30,012-060-09,3,2,6.0
3,154006,167006,012-109-10,015-002-20,3,2,6.0
3,012037,091217,014-071-30,011-018-20,3,2,6.0
84,014023,016036,019-104-20,016-001-00,3,2,6.0
84,016036,018000,016-001-00,019-160-30,3,2,6.0
23,091013,142007,015-018-40,012-049-02,3,2,6.0
3,087004,174107,015-054-30,012-060-10,3,2,6.0
76,089114,106336,010-120-30,013-090-20,3,2,6.0
76,106336,107122,013-090-20,010-120-30,3,2,6.0
76,106336,107123,013-090-20,010-120-30,3,2,6.0
3,167006,174107,015-002-20,012-060-10,3,2,6.0
3,018000,021204,015-151-10,012-053-10,3,2,6.0
77,012025,093096,019-066-10,016-057-00,3,2,6.0
23,014012,051193,015-033-30,012-001-09,3,2,6.0
23,051109,087004,011-094-20,014-036-20,3,2,6.0
3,012012,091088,015-007-40,012-030-00,3,2,6.0
23,016010,031124,019-119-20,016-097-10,3,2,6.0
29,014014,203016,015-017-10,018-112-00,3,2,6.0
24,016010,202022,015-004-00,012-002-00,3,2,6.0
3,012040,036028,015-045-10,012-080-20,3,2,6.0
23,011026,161033,015-097-30,012-002-10,3,2,6.0
82,013046,084042,015-081-40,012-109-40,3,2,6.0
23,091016,142004,015-042-10,012-051-04,3,2,6.0
3,012019,023079,015-123-10,012-102-10,3,2,6.0
64,013013,084052,016-119-00,019-148-10,3,2,6.0
24,016010,204000,015-004-00,012-015-00,3,2,6.0
3,012040,023079,015-045-10,012-102-10,3,2,6.0
29,011026,203015,015-083-30,012-028-09,3,2,6.0
24,031006,051106,011-006-00,014-096-00,3,2,6.0
7,051026,065037,011-069-30,014-055-20,3,2,6.0
24,167018,204000,015-032-10,012-015-00,3,2,6.0
29,011014,128033,015-073-10,012-123-00,3,2,6.0
24,031047,092080,016-073-20,013-085-00,3,2,6.0
24,134003,201026,012-096-30,015-108-00,3,2,6.0
23,014012,051153,015-033-30,012-026-08,3,2,6.0
5,014030,144018,015-121-30,012-052-09,3,2,6.0
29,014014,203014,015-017-10,012-032-09,3,2,6.0
84,012037,016036,019-066-10,016-001-00,3,2,6.0
5,012062,014025,022-109-10,019-064-20,3,2,6.0
3,012040,087035,015-045-10,012-047-08,3,2,6.0
4,018002,084031,014-077-30,011-122-30,3,2,6.0
23,087004,143055,014-036-20,011-056-20,3,2,6.0
24,203006,204000,015-111-00,012-015-00,3,2,6.0
3,012040,154006,015-045-10,012-109-10,3,2,6.0
29,014014,021045,015-017-10,012-031-09,3,2,6.0
23,014014,142006,015-067-30,012-057-05,3,2,6.0
5,012025,144018,015-041-20,012-052-09,3,2,6.0
30,011030,041066,015-027-40,012-072-00,3,2,6.0
24,022114,032040,014-154-40,011-034-30,3,2,6.0
23,022148,167004,012-065-10,015-002-10,3,2,6.0
71,013014,084055,015-122-00,012-059-09,3,2,6.0
3,012040,174107,015-045-10,012-060-10,3,2,6.0
3,012019,102216,015-123-10,012-053-02,3,2,6.0
3,018000,051173,015-151-10,012-026-20,3,2,6.0
3,083021,167006,012-043-05,015-002-20,3,2,6.0
23,142008,174006,012-049-03,015-077-00,3,2,6.0
23,022018,167004,012-107-10,015-002-10,3,2,6.0
23,014014,142017,015-067-30,012-090-00,3,2,6.0
3,012040,102216,015-045-10,012-053-02,3,2,6.0
3,012019,051113,015-123-10,012-058-08,3,2,6.0
23,142004,174006,012-051-04,015-077-00,3,2,6.0
5,012048,144051,015-051-20,012-059-06,3,2,6.0
3,012054,087002,015-133-10,012-034-20,3,2,6.0
3,012012,034021,015-007-40,018-094-10,3,2,6.0
3,051173,087004,012-026-20,015-054-30,3,2,6.0
3,012040,021204,015-045-10,012-053-10,3,2,6.0
3,012019,051233,015-123-10,012-124-20,3,2,6.0
6,103159,124251,010-077-10,013-081-10,3,2,6.0
3,167006,204000,015-002-20,012-023-00,3,2,6.0
23,167004,205123,015-002-10,018-136-40,3,2,6.0
29,014012,203015,015-133-20,012-028-09,3,2,6.0
3,012040,091216,015-045-10,012-043-20,3,2,6.0
3,012040,094085,015-045-10,018-152-00,3,2,6.0
3,012012,023079,015-007-40,012-102-10,3,2,6.0
23,011014,032019,015-035-10,012-007-20,3,2,6.0
3,012040,103141,015-045-10,012-051-05,3,2,6.0
4,087037,172088,013-103-20,016-071-00,3,2,6.0
82,022180,065072,011-052-40,014-016-30,3,2,6.0
29,011014,021045,015-073-10,012-031-09,3,2,6.0
23,167004,209012,015-002-10,012-095-10,3,2,6.0
23,011026,142004,015-097-30,012-051-04,3,2,6.0
29,011014,123069,015-073-10,012-021-40,3,2,6.0
23,087004,203025,014-036-20,011-102-00,3,2,6.0
23,014012,142007,015-033-30,012-049-02,3,2,6.0
24,051085,201026,012-050-08,015-108-00,3,2,6.0
29,011026,091175,015-083-30,012-049-10,3,2,6.0
23,091013,204000,015-018-40,012-039-00,3,2,6.0
23,031006,087004,011-024-00,014-036-20,3,2,6.0
3,012012,102216,015-007-40,012-053-02,3,2,6.0
3,012019,204000,015-123-10,012-023-00,3,2,6.0
29,011026,162030,015-083-30,012-126-10,3,2,6.0
23,014012,142006,015-033-30,012-057-05,3,2,6.0
23,011026,142003,015-097-30,012-051-09,3,2,6.0
29,014012,142020,015-133-20,012-082-00,3,2,6.0
23,044026,163010,021-165-00,015-097-00,6,1,6.0
23,051022,096000,012-093-09,018-136-20,6,1,6.0
23,086059,192055,019-093-10,013-120-20,6,1,6.0
23,096000,205022,018-136-20,012-064-00,6,1,6.0
23,131004,207010,010-061-30,016-091-10,6,1,6.0
23,145021,207010,010-062-30,016-091-10,6,1,6.0
23,145088,161147,020-086-10,014-062-00,6,1,6.0
23,151016,163010,021-101-00,015-097-00,6,1,6.0
24,021004,991039,010-117-20,016-053-20,6,1,6.0
24,022006,031127,015-110-40,021-091-20,6,1,6.0
24,022062,203003,010-111-10,016-101-00,6,1,6.0
24,022106,031102,020-128-40,014-150-40,6,1,6.0
24,031041,031127,015-084-30,021-091-20,6,1,6.0
24,031054,031127,015-098-10,021-091-20,6,1,6.0
24,031176,202070,020-102-00,014-107-00,6,1,6.0
24,033034,097021,012-040-00,018-166-20,6,1,6.0
24,033034,097022,012-040-00,018-166-20,6,1,6.0
24,036005,991039,010-117-20,016-053-20,6,1,6.0
24,045016,203003,010-120-40,016-101-00,6,1,6.0
24,071005,172026,019-102-10,013-068-40,6,1,6.0
24,071005,192015,019-102-10,013-125-10,6,1,6.0
24,071052,991039,010-079-40,016-053-20,6,1,6.0
24,071066,991039,010-079-40,016-053-20,6,1,6.0
24,087039,203003,010-082-40,016-101-00,6,1,6.0
24,096016,097021,012-042-00,018-166-20,6,1,6.0
24,096016,097022,012-042-00,018-166-20,6,1,6.0
24,113044,991039,010-108-10,016-053-20,6,1,6.0
24,121490,991039,010-087-10,016-053-20,6,1,6.0
24,121491,991039,010-087-10,016-053-20,6,1,6.0
24,121492,991039,010-087-10,016-053-20,6,1,6.0
24,121493,991039,010-087-10,016-053-20,6,1,6.0
24,126016,991039,010-119-30,016-053-20,6,1,6.0
24,126090,991039,010-087-10,016-053-20,6,1,6.0
24,126091,991039,010-087-10,016-053-20,6,1,6.0
24,126092,991039,010-087-10,016-053-20,6,1,6.0
24,131010,172026,019-098-10,013-068-40,6,1,6.0
24,131010,192015,019-098-10,013-125-10,6,1,6.0
24,141127,991039,010-095-40,016-053-20,6,1,6.0
24,152142,991039,010-095-40,016-053-20,6,1,6.0
24,172119,203003,010-120-40,016-101-00,6,1,6.0
24,184129,991039,010-082-40,016-053-20,6,1,6.0
24,186066,991039,010-087-10,016-053-20,6,1,6.0
24,186067,991039,010-087-10,016-053-20,6,1,6.0
24,186068,991039,010-087-10,016-053-20,6,1,6.0
24,186069,991039,010-087-10,016-053-20,6,1,6.0
24,186070,991039,010-087-10,016-053-20,6,1,6.0
24,187005,991039,010-065-40,016-053-20,6,1,6.0
4,019011,093035,010-084-10,016-099-00,6,1,6.0
4,022020,093035,010-085-40,016-099-00,6,1,6.0
4,032017,093035,010-085-40,016-099-00,6,1,6.0
4,033040,093035,010-104-00,016-099-00,6,1,6.0
4,042074,093035,010-106-00,016-099-00,6,1,6.0
4,086042,093035,010-092-40,016-099-00,6,1,6.0
4,086043,093035,010-086-30,016-099-00,6,1,6.0
4,093035,102134,016-099-00,010-086-30,6,1,6.0
4,093035,102136,016-099-00,010-086-30,6,1,6.0
4,093035,109000,016-099-00,010-080-30,6,1,6.0
4,093035,109030,016-099-00,010-096-20,6,1,6.0
4,093035,112004,016-099-00,010-071-40,6,1,6.0
4,093035,122006,016-099-00,010-086-30,6,1,6.0
4,093035,123000,016-099-00,010-094-10,6,1,6.0
4,093035,123004,016-099-00,010-096-40,6,1,6.0
4,093035,123031,016-099-00,010-072-30,6,1,6.0
4,093035,125004,016-099-00,010-098-10,6,1,6.0
4,093035,125014,016-099-00,010-096-20,6,1,6.0
4,093035,125041,016-099-00,010-072-30,6,1,6.0
4,093035,125044,016-099-00,010-071-40,6,1,6.0
4,093035,125067,016-099-00,010-072-30,6,1,6.0
4,093035,127001,016-099-00,010-106-40,6,1,6.0
4,093035,129008,016-099-00,010-071-40,6,1,6.0
4,093035,129022,016-099-00,010-090-20,6,1,6.0
4,093035,129023,016-099-00,010-090-20,6,1,6.0
4,093035,129024,016-099-00,010-090-20,6,1,6.0
4,093035,131036,016-099-00,010-071-40,6,1,6.0
4,093035,131057,016-099-00,010-071-40,6,1,6.0
4,093035,132013,016-099-00,010-071-40,6,1,6.0
4,093035,132024,016-099-00,010-084-30,6,1,6.0
4,093035,132027,016-099-00,010-092-40,6,1,6.0
4,093035,133007,016-099-00,010-088-30,6,1,6.0
4,093035,143029,016-099-00,010-092-40,6,1,6.0
4,093035,154010,016-099-00,010-096-30,6,1,6.0
4,093035,154028,016-099-00,010-104-00,6,1,6.0
4,093035,154029,016-099-00,010-104-00,6,1,6.0
4,093035,166014,016-099-00,010-086-30,6,1,6.0
4,093035,166015,016-099-00,010-086-30,6,1,6.0
4,093035,172010,016-099-00,010-087-40,6,1,6.0
4,093035,172023,016-099-00,010-090-40,6,1,6.0
4,093035,172168,016-099-00,010-090-40,6,1,6.0
4,093035,172169,016-099-00,010-090-40,6,1,6.0
4,093035,182013,016-099-00,010-084-20,6,1,6.0
4,093035,186065,016-099-00,010-111-00,6,1,6.0
4,093035,187047,016-099-00,010-106-40,6,1,6.0
4,093035,187060,016-099-00,010-084-40,6,1,6.0
4,093035,191001,016-099-00,010-084-40,6,1,6.0
4,093035,191007,016-099-00,010-084-40,6,1,6.0
4,093035,192003,016-099-00,010-080-30,6,1,6.0
4,093035,192005,016-099-00,010-080-20,6,1,6.0
4,093035,203000,016-099-00,010-084-30,6,1,6.0
4,093035,203034,016-099-00,010-106-40,6,1,6.0
4,095014,108000,016-055-00,010-094-30,6,1,6.0
4,095014,108001,016-055-00,010-094-30,6,1,6.0
4,095014,108004,016-055-00,010-092-30,6,1,6.0
4,095014,108005,016-055-00,010-094-30,6,1,6.0
3,022027,154088,015-092-40,009-082-10,6,1,6.0
3,023009,041021,018-118-20,012-014-30,6,1,6.0
3,044018,097013,014-088-00,020-065-00,6,1,6.0
3,053015,054040,010-078-10,016-067-00,6,1,6.0
3,053015,054041,010-078-10,016-093-00,6,1,6.0
3,072018,093004,012-006-20,018-162-00,6,1,6.0
3,072018,093033,012-006-20,018-152-00,6,1,6.0
3,093004,152013,018-162-00,012-076-20,6,1,6.0
3,093004,174018,018-162-00,012-062-00,6,1,6.0
3,093023,094006,013-064-00,019-084-00,6,1,6.0
3,093023,205001,013-064-00,019-139-00,6,1,6.0
3,093033,152013,018-152-00,012-076-20,6,1,6.0
3,093033,174018,018-152-00,012-062-00,6,1,6.0
3,095008,152001,021-155-00,015-096-20,6,1,6.0
3,097013,174021,020-065-00,014-095-00,6,1,6.0
3,142120,201032,016-151-10,010-121-01,6,1,6.0
82,016011,043053,019-132-30,013-124-00,6,1,6.0
82,043053,044090,013-124-00,019-097-00,6,1,6.0
23,041013,192055,019-093-00,013-120-20,6,1,6.0
23,131005,207010,010-079-30,016-091-10,6,1,6.0
23,143007,207010,010-116-40,016-091-10,6,1,6.0
23,206059,991103,018-154-10,012-110-30,6,1,6.0
24,022024,033005,014-062-30,020-152-40,6,1,6.0
24,031020,031029,021-087-10,015-134-30,6,1,6.0
24,031029,031127,015-134-30,021-091-20,6,1,6.0
29,051258,124129,013-114-00,019-088-10,6,1,6.0
29,099001,144004,019-137-00,013-091-20,6,1,6.0
29,099001,203004,019-137-00,013-090-20,6,1,6.0
29,152150,183037,014-062-30,020-122-00,6,1,6.0
4,091008,201019,009-033-40,015-092-00,6,1,6.0
4,093035,132046,016-099-00,010-071-40,6,1,6.0
4,095014,108002,016-055-00,010-092-30,6,1,6.0
3,022176,054115,019-099-30,013-030-10,6,1,6.0
3,023009,041003,018-118-20,012-059-05,6,1,6.0
3,023009,154087,018-118-20,012-018-00,6,1,6.0
3,041040,054040,010-110-30,016-067-00,6,1,6.0
3,041040,054041,010-110-30,016-093-00,6,1,6.0
3,051304,206080,014-016-20,020-121-20,6,1,6.0
3,054040,154086,016-067-00,010-106-10,6,1,6.0
3,054041,154086,016-093-00,010-106-10,6,1,6.0
3,086007,141021,019-111-30,013-043-09,6,1,6.0
3,091178,205183,015-050-10,021-075-00,6,1,6.0
3,092119,096032,013-019-00,019-094-00,6,1,6.0
23,145039,161147,020-096-20,014-062-00,6,1,6.0
24,022099,031132,015-104-30,021-086-40,6,1,6.0
5,043020,051350,012-079-09,018-160-40,6,1,6.0
23,031057,155003,015-144-40,021-087-30,6,1,6.0
3,041006,091036,008-013-10,014-116-30,6,1,6.0
3,041006,143024,008-013-10,014-075-10,6,1,6.0
3,041006,145014,008-013-10,014-082-10,6,1,6.0
3,041033,154088,015-154-00,009-082-10,6,1,6.0
3,091128,093026,014-018-30,020-061-00,6,1,6.0
3,091225,091230,019-160-00,013-056-10,6,1,6.0
3,091230,209025,013-056-10,019-105-20,6,1,6.0
3,091231,206080,014-158-10,020-121-20,6,1,6.0
3,152128,187082,012-100-00,018-136-20,6,1,6.0
3,152128,206033,012-100-00,018-106-30,6,1,6.0
3,174118,201031,014-146-20,020-139-10,6,1,6.0
24,043050,065027,018-146-00,012-025-20,6,1,6.0
30,071039,129071,013-033-09,019-100-10,6,1,6.0
30,084026,129071,013-037-40,019-100-10,6,1,6.0
30,092007,204004,013-118-00,019-156-10,6,1,6.0
30,092040,204004,013-120-00,019-156-10,6,1,6.0
23,051016,145088,014-051-09,020-086-10,6,1,6.0
23,059010,089070,010-079-20,016-155-20,6,1,6.0
23,071114,145088,014-024-10,020-086-10,6,1,6.0
23,089070,089075,016-155-20,010-079-20,6,1,6.0
23,089070,145004,016-155-20,010-100-30,6,1,6.0
23,089070,161070,016-155-20,010-079-20,6,1,6.0
4,018014,172181,019-092-10,013-009-20,6,1,6.0
4,034055,036036,018-166-30,012-009-30,6,1,6.0
4,034055,049045,018-166-30,012-120-10,6,1,6.0
4,034055,091075,018-166-30,012-075-00,6,1,6.0
4,034055,133119,018-166-30,012-097-10,6,1,6.0
4,034055,174051,018-166-30,012-099-00,6,1,6.0
4,086095,095014,010-086-30,016-055-00,6,1,6.0
4,091027,094062,012-088-10,018-114-00,6,1,6.0
4,093087,142043,019-132-00,013-123-10,6,1,6.0
3,014008,126094,016-097-20,010-106-20,6,1,6.0
3,014008,126096,016-097-20,010-106-20,6,1,6.0
3,022047,091036,020-092-10,014-116-30,6,1,6.0
3,022047,143024,020-092-10,014-075-10,6,1,6.0
3,022047,145014,020-092-10,014-082-10,6,1,6.0
3,022191,179018,010-069-40,016-079-00,6,1,6.0
3,025000,203069,013-058-09,019-093-30,6,1,6.0
3,031002,034019,012-041-30,018-094-30,6,1,6.0
3,032121,041005,020-151-40,014-067-00,6,1,6.0
3,051304,096045,014-016-20,020-168-00,6,1,6.0
3,087049,125105,016-077-40,010-106-10,6,1,6.0
3,109317,179018,010-102-10,016-079-00,6,1,6.0
3,109318,179018,010-102-10,016-079-00,6,1,6.0
3,174095,209025,013-014-20,019-105-20,6,1,6.0
23,041099,054050,019-100-00,013-056-20,6,1,6.0
24,018076,031173,015-147-20,021-069-00,6,1,6.0
24,031173,202041,021-069-00,015-099-00,6,1,6.0
24,033012,203028,014-047-09,020-126-00,6,1,6.0
24,051167,209027,012-089-09,006-008-00,6,1,6.0
24,062026,172146,014-049-40,020-143-00,6,1,6.0
5,032130,209021,013-022-40,007-006-20,6,1,6.0
5,034023,129116,013-045-10,019-103-30,6,1,6.0
5,043020,051341,012-079-09,018-160-40,6,1,6.0
5,054065,091005,010-086-20,016-091-10,6,1,6.0
5,091005,095001,016-091-10,010-119-40,6,1,6.0
5,091005,102122,016-091-10,010-101-40,6,1,6.0
5,091005,102123,016-091-10,010-101-40,6,1,6.0
5,091005,103020,016-091-10,010-066-10,6,1,6.0
5,091005,113012,016-091-10,010-101-40,6,1,6.0
5,091005,131079,016-091-10,010-062-40,6,1,6.0
5,091005,141079,016-091-10,010-086-20,6,1,6.0
5,091005,144036,016-091-10,010-068-20,6,1,6.0
5,091005,174000,016-091-10,010-064-40,6,1,6.0
5,091005,174002,016-091-10,010-064-40,6,1,6.0
5,091005,174003,016-091-10,010-064-40,6,1,6.0
5,091005,181072,016-091-10,010-127-04,6,1,6.0
5,091005,181073,016-091-10,010-127-04,6,1,6.0
5,091005,181081,016-091-10,010-127-04,6,1,6.0
5,091005,181082,016-091-10,010-127-04,6,1,6.0
5,091005,181101,016-091-10,010-127-04,6,1,6.0
5,091005,182003,016-091-10,010-101-40,6,1,6.0
5,091005,182005,016-091-10,010-101-40,6,1,6.0
5,091005,182019,016-091-10,010-101-40,6,1,6.0
5,091005,187090,016-091-10,010-119-40,6,1,6.0
29,152150,181163,014-062-30,020-071-30,6,1,6.0
3,012085,154088,015-011-40,009-082-10,6,1,6.0
3,018428,167021,015-049-30,009-040-10,6,1,6.0
3,091133,174059,016-145-10,010-114-10,6,1,6.0
23,072117,161183,012-098-40,018-162-00,6,1,6.0
23,092110,146023,014-044-00,020-158-10,6,1,6.0
7,065001,065009,014-041-20,008-013-10,6,1,6.0
7,065009,172047,008-013-10,014-061-10,6,1,6.0
7,065013,094005,010-078-30,016-145-00,6,1,6.0
7,093013,094005,010-078-00,016-145-00,6,1,6.0
7,093014,094005,010-118-00,016-145-00,6,1,6.0
7,094005,125003,016-145-00,010-063-40,6,1,6.0
7,094005,125009,016-145-00,010-078-30,6,1,6.0
7,094005,125039,016-145-00,010-063-40,6,1,6.0
7,094005,128026,016-145-00,010-063-40,6,1,6.0
7,094005,172024,016-145-00,010-078-30,6,1,6.0
7,094005,187048,016-145-00,010-063-40,6,1,6.0
24,031118,203079,019-098-40,013-073-10,6,1,6.0
23,031009,203018,012-077-20,018-118-40,6,1,6.0
32,023015,083000,019-068-10,013-031-09,6,1,6.0
32,023015,149004,019-068-10,013-032-20,6,1,6.0
32,023015,151049,019-068-10,013-095-00,6,1,6.0
32,023015,179013,019-068-10,013-106-10,6,1,6.0
3,051303,091230,019-102-10,013-056-10,6,1,6.0
3,051304,091187,014-016-20,008-080-10,6,1,6.0
3,051304,091224,014-016-20,008-068-20,6,1,6.0
3,051304,091227,014-016-20,008-074-10,6,1,6.0
3,051305,091230,019-098-10,013-056-10,6,1,6.0
3,054137,091230,019-167-10,013-056-10,6,1,6.0
3,087048,209015,012-036-08,018-100-10,6,1,6.0
3,091231,096045,014-158-10,020-168-00,6,1,6.0
3,092120,093018,014-023-00,020-071-00,6,1,6.0
3,122002,203069,013-044-20,019-093-30,6,1,6.0
24,031117,202038,019-072-40,013-099-00,6,1,6.0
30,013084,083035,016-029-09,010-101-07,6,1,6.0
30,093054,124074,019-129-00,013-041-30,6,1,6.0
30,093054,152093,019-129-00,013-058-00,6,1,6.0
30,124074,204004,013-041-30,019-156-10,6,1,6.0
30,152093,204004,013-058-00,019-156-10,6,1,6.0
23,051320,143015,008-104-10,014-042-40,6,1,6.0
14,023090,041098,012-010-10,018-124-40,6,1,6.0
14,031047,107062,016-035-40,010-076-20,6,1,6.0
14,031047,107063,016-035-40,010-076-20,6,1,6.0
14,031061,107062,016-161-40,010-076-20,6,1,6.0
14,031061,107063,016-161-40,010-076-20,6,1,6.0
14,097007,146042,021-109-00,015-133-00,6,1,6.0
24,022138,203079,019-161-00,013-073-10,6,1,6.0
33,091032,146038,013-072-10,019-098-20,6,1,6.0
3,031134,201119,008-080-30,014-005-00,6,1,6.0
3,051321,146040,008-110-20,014-011-00,6,1,6.0
5,041060,151020,018-104-00,012-088-00,6,1,6.0
23,051016,145012,014-051-09,020-150-10,6,1,6.0
23,089070,166043,016-155-20,010-079-20,6,1,6.0
4,018420,172181,019-120-20,013-009-20,6,1,6.0
4,093087,172180,019-132-00,013-094-10,6,1,6.0
24,022145,061028,009-111-20,015-093-10,6,1,6.0
24,022145,061029,009-111-20,015-095-10,6,1,6.0
24,061028,203077,015-093-10,021-098-00,6,1,6.0
24,061029,203077,015-095-10,021-098-00,6,1,6.0
23,011024,123024,016-107-00,010-091-10,6,1,6.0
23,011024,184151,016-107-00,010-130-00,6,1,6.0
23,054050,092132,013-056-20,019-115-00,6,1,6.0
3,014008,051226,016-097-20,010-102-10,6,1,6.0
3,022176,179016,019-099-30,013-036-00,6,1,6.0
3,023096,107109,020-065-10,014-042-09,6,1,6.0
3,031059,091172,021-084-40,015-002-40,6,1,6.0
3,051303,174095,019-102-10,013-014-20,6,1,6.0
3,051304,091228,014-016-20,008-072-20,6,1,6.0
3,051305,174095,019-098-10,013-014-20,6,1,6.0
3,086175,179018,010-100-10,016-079-00,6,1,6.0
3,089106,179018,010-087-06,016-079-00,6,1,6.0
3,099015,174095,019-159-40,013-014-20,6,1,6.0
3,125129,179018,010-100-10,016-079-00,6,1,6.0
3,125130,179018,010-100-10,016-079-00,6,1,6.0
3,125131,179018,010-100-10,016-079-00,6,1,6.0
3,179018,991117,016-079-00,010-123-02,6,1,6.0
3,179018,991118,016-079-00,010-125-02,6,1,6.0
4,018056,018079,022-107-30,016-039-07,6,1,6.0
24,172012,203003,010-087-10,016-101-00,6,1,6.0
16,032038,051044,012-012-10,018-166-30,6,1,6.0
16,032038,173004,012-012-10,018-166-30,6,1,6.0
16,051044,089019,018-166-30,012-016-20,6,1,6.0
16,051044,991047,018-166-30,012-026-09,6,1,6.0
16,089019,173004,012-016-20,018-166-30,6,1,6.0
16,173004,991047,018-166-30,012-026-09,6,1,6.0
23,011000,061013,020-078-30,014-022-20,6,1,6.0
23,022010,041034,015-149-40,021-122-00,6,1,6.0
23,022010,092100,015-149-40,021-081-00,6,1,6.0
23,094008,161068,012-014-00,018-100-20,6,1,6.0
23,142005,203018,012-057-03,018-118-40,6,1,6.0
3,022201,096033,020-066-10,014-102-00,6,1,6.0
3,031002,034021,012-041-30,018-094-10,6,1,6.0
3,031155,107087,008-060-10,014-037-09,6,1,6.0
3,041006,091128,008-013-10,014-018-30,6,1,6.0
3,091187,091231,008-080-10,014-158-10,6,1,6.0
3,091224,174118,008-068-20,014-146-20,6,1,6.0
3,091227,091231,008-074-10,014-158-10,6,1,6.0
3,091227,174118,008-074-10,014-146-20,6,1,6.0
3,092145,107085,020-136-00,014-034-08,6,1,6.0
3,093018,096033,020-071-00,014-102-00,6,1,6.0
24,011030,012037,022-105-20,016-023-09,6,1,6.0
24,011030,012046,022-105-20,016-023-07,6,1,6.0
24,062026,203028,014-049-40,020-126-00,6,1,6.0
24,143076,201018,010-073-30,016-045-00,6,1,6.0
24,172014,203028,014-031-09,020-126-00,6,1,6.0
23,031057,204001,015-144-40,021-121-00,6,1,6.0
23,123036,161035,014-053-10,020-071-20,6,1,6.0
5,133112,161125,010-066-40,016-051-00,6,1,6.0
30,091096,093054,013-098-00,019-129-00,6,1,6.0
24,011105,016035,022-067-20,016-149-00,6,1,6.0
3,016022,072030,019-129-10,013-119-20,6,1,6.0
3,022038,075008,008-053-40,014-013-30,6,1,6.0
3,023034,091174,018-100-20,012-001-10,6,1,6.0
3,043057,063018,020-063-20,014-006-30,6,1,6.0
3,043057,107109,020-063-20,014-042-09,6,1,6.0
3,051321,143040,008-110-20,014-158-40,6,1,6.0
3,091133,174057,016-145-10,010-110-20,6,1,6.0
3,091133,201118,016-145-10,010-105-05,6,1,6.0
3,124122,143033,019-070-30,013-084-30,6,1,6.0
23,031057,206032,015-144-40,021-125-00,6,1,6.0
23,032023,203018,012-023-10,018-118-40,6,1,6.0
23,094001,141026,018-130-00,012-057-06,6,1,6.0
7,094005,131068,016-145-00,010-063-40,6,1,6.0
23,051016,145039,014-051-09,020-096-20,6,1,6.0
23,071114,145039,014-024-10,020-096-20,6,1,6.0
29,051295,124129,013-012-20,019-088-10,6,1,6.0
3,023007,032042,018-100-40,012-020-40,6,1,6.0
3,054040,112012,016-067-00,010-103-05,6,1,6.0
3,054041,112012,016-093-00,010-103-05,6,1,6.0
4,034055,176015,018-166-30,012-005-10,6,1,6.0
49,127051,143080,013-033-10,019-090-30,6,1,6.0
23,092027,145088,014-050-00,020-086-10,6,1,6.0
