pct_pedidos_multi_propietario,pct_lineas_pi_en_multi_propietario,duplicacion_media_recorridos,top20_pedidos_multi_max_propietarios
0.12750878784442682,0.3200693368513093,1.2020070302755415,SGE202311893|SGP202209938|SGE202206892|SGP202417260|SGE202312840|SGE202312356|SGP202312794|SGE202315416|SGE202418181|SGE202417154|SGE202207248|SGE202210489|SGE202205985|SGE202316631|SGE202418914|SGE202420129|SGE202209459|SGE202208275|SGE202624606|SGE202419399
