pedido_id,n_propietarios_distintos,n_lineas_pi_totales,n_skus_distintos_totales,proxy_recorridos,penalty_ratio,is_multi_propietario
SGE202208564,3,4,4,3,3.0,1
SGE202209432,3,4,4,3,3.0,1
SGE202209483,3,4,3,3,3.0,1
SGE202210001,3,4,3,3,3.0,1
SGE202210369,3,4,4,3,3.0,1
SGE202210477,3,4,4,3,3.0,1
SGE202210515,3,4,4,3,3.0,1
SGE202210671,3,4,3,3,3.0,1
SGE202210737,3,4,4,3,3.0,1
SGE202210930,3,4,3,3,3.0,1
SGE202311699,3,4,3,3,3.0,1
SGE202313712,3,4,3,3,3.0,1
SGE202315714,3,4,4,3,3.0,1
SGE202316035,3,4,4,3,3.0,1
SGE202417360,3,4,4,3,3.0,1
SGE202417767,3,4,4,3,3.0,1
SGE202417992,3,4,4,3,3.0,1
SGE202419586,3,4,3,3,3.0,1
SGE202420687,3,4,4,3,3.0,1
SGE202420697,3,4,3,3,3.0,1
SGE202421277,3,4,4,3,3.0,1
SGE202422176,3,4,3,3,3.0,1
SGE202422260,3,4,4,3,3.0,1
SGE202422558,3,4,4,3,3.0,1
SGE202423235,3,4,4,3,3.0,1
SGE202423701,3,4,4,3,3.0,1
SGE202624640,3,4,4,3,3.0,1
SGP202206478,3,4,4,3,3.0,1
SGP202206540,3,4,4,3,3.0,1
SGP202206560,3,4,3,3,3.0,1
SGP202207712,3,4,4,3,3.0,1
SGP202209069,3,4,3,3,3.0,1
SGP202209294,3,4,4,3,3.0,1
SGP202210412,3,4,4,3,3.0,1
SGP202311546,3,4,3,3,3.0,1
SGP202311590,3,4,4,3,3.0,1
SGP202311673,3,4,4,3,3.0,1
SGP202314452,3,4,4,3,3.0,1
SGP202417253,3,4,4,3,3.0,1
SGP202417255,3,4,4,3,3.0,1
SGP202419133,3,4,3,3,3.0,1
SGP202419852,3,4,4,3,3.0,1
SGP202420670,3,4,4,3,3.0,1
SGP202423637,3,4,4,3,3.0,1
SGE202206078,3,3,3,3,3.0,1
SGE202206908,3,3,3,3,3.0,1
SGE202209428,3,3,3,3,3.0,1
SGE202210467,3,3,3,3,3.0,1
SGE202312253,3,3,3,3,3.0,1
SGE202312311,3,3,2,3,3.0,1
SGE202313090,3,3,3,3,3.0,1
SGE202313142,3,3,2,3,3.0,1
SGE202313290,3,3,3,3,3.0,1
SGE202313444,3,3,3,3,3.0,1
SGE202315031,3,3,3,3,3.0,1
SGE202315370,3,3,2,3,3.0,1
SGE202315933,3,3,3,3,3.0,1
SGE202316154,3,3,3,3,3.0,1
SGE202316182,3,3,3,3,3.0,1
SGE202316832,3,3,3,3,3.0,1
SGE202316950,3,3,3,3,3.0,1
SGE202418126,3,3,3,3,3.0,1
SGE202418687,3,3,2,3,3.0,1
SGE202418840,3,3,3,3,3.0,1
SGE202419073,3,3,3,3,3.0,1
SGE202419176,3,3,3,3,3.0,1
SGE202419823,3,3,3,3,3.0,1
SGE202420109,3,3,3,3,3.0,1
SGE202420869,3,3,3,3,3.0,1
SGE202421903,3,3,2,3,3.0,1
SGE202422908,3,3,3,3,3.0,1
SGE202423023,3,3,3,3,3.0,1
SGP202207673,3,3,3,3,3.0,1
SGP202208390,3,3,3,3,3.0,1
SGP202208392,3,3,3,3,3.0,1
SGP202209068,3,3,3,3,3.0,1
SGP202209500,3,3,3,3,3.0,1
SGP202311272,3,3,3,3,3.0,1
SGP202311367,3,3,3,3,3.0,1
SGP202313352,3,3,2,3,3.0,1
SGP202315642,3,3,3,3,3.0,1
SGP202316123,3,3,3,3,3.0,1
SGP202316702,3,3,3,3,3.0,1
SGP202316733,3,3,3,3,3.0,1
SGP202418731,3,3,3,3,3.0,1
SGP202418906,3,3,2,3,3.0,1
SGP202419999,3,3,3,3,3.0,1
SGP202420215,3,3,3,3,3.0,1
SGP202420895,3,3,3,3,3.0,1
SGP202421227,3,3,3,3,3.0,1
SGP202421393,3,3,3,3,3.0,1
SGP202421405,3,3,3,3,3.0,1
SGP202422747,3,3,3,3,3.0,1
SGP202624556,3,3,2,3,3.0,1
SGE202313314,2,144,115,2,2.0,1
SGE202314326,2,141,116,2,2.0,1
SGE202209035,2,94,70,2,2.0,1
SGE202209317,2,89,71,2,2.0,1
SGE202210308,2,88,73,2,2.0,1
SGE202208195,2,86,67,2,2.0,1
SGE202312025,2,80,64,2,2.0,1
SGE202207304,2,76,63,2,2.0,1
SGE202207916,2,73,60,2,2.0,1
SGP202315100,2,61,10,2,2.0,1
SGE202209903,2,58,50,2,2.0,1
SGE202418797,2,57,6,2,2.0,1
SGE202315319,2,53,50,2,2.0,1
SGP202315136,2,48,37,2,2.0,1
SGE202418137,2,46,44,2,2.0,1
SGE202421882,2,46,15,2,2.0,1
SGE202421199,2,44,25,2,2.0,1
SGE202421881,2,42,21,2,2.0,1
SGE202207913,2,41,3,2,2.0,1
SGE202208912,2,41,19,2,2.0,1
SGE202311401,2,40,34,2,2.0,1
SGE202315122,2,40,17,2,2.0,1
SGE202207315,2,39,15,2,2.0,1
SGE202207263,2,38,12,2,2.0,1
SGE202314500,2,37,20,2,2.0,1
SGE202207129,2,36,34,2,2.0,1
SGE202421890,2,35,22,2,2.0,1
SGE202422215,2,35,31,2,2.0,1
SGE202313714,2,34,20,2,2.0,1
SGE202207428,2,33,7,2,2.0,1
SGE202209560,2,33,6,2,2.0,1
SGE202419591,2,33,32,2,2.0,1
SGE202421645,2,33,7,2,2.0,1
SGE202422205,2,33,19,2,2.0,1
SGE202314975,2,32,10,2,2.0,1
SGP202625024,2,32,21,2,2.0,1
SGE202205972,2,30,7,2,2.0,1
SGE202314210,2,30,22,2,2.0,1
SGE202421462,2,30,14,2,2.0,1
SGE202209944,2,29,19,2,2.0,1
SGE202314572,2,29,19,2,2.0,1
SGE202419572,2,29,17,2,2.0,1
SGE202423288,2,29,26,2,2.0,1
SGE202314615,2,28,11,2,2.0,1
SGP202311890,2,28,19,2,2.0,1
SGE202209417,2,27,11,2,2.0,1
SGE202624610,2,27,10,2,2.0,1
SGE202417156,2,26,20,2,2.0,1
SGE202624525,2,26,10,2,2.0,1
SGE202625228,2,26,10,2,2.0,1
SGP202422077,2,26,24,2,2.0,1
SGE202207708,2,25,7,2,2.0,1
SGE202311790,2,25,13,2,2.0,1
SGE202315964,2,25,24,2,2.0,1
SGE202208101,2,24,15,2,2.0,1
SGE202419397,2,24,12,2,2.0,1
SGE202313273,2,23,9,2,2.0,1
SGE202314896,2,23,6,2,2.0,1
SGE202422644,2,23,4,2,2.0,1
SGE202206037,2,22,17,2,2.0,1
SGE202208216,2,22,11,2,2.0,1
SGE202210247,2,22,19,2,2.0,1
SGE202311511,2,22,19,2,2.0,1
SGE202312270,2,22,19,2,2.0,1
SGE202316018,2,22,10,2,2.0,1
SGE202420201,2,22,10,2,2.0,1
SGE202421047,2,22,14,2,2.0,1
SGE202421457,2,22,12,2,2.0,1
SGP202624586,2,22,20,2,2.0,1
SGE202314985,2,21,7,2,2.0,1
SGE202422016,2,21,12,2,2.0,1
SGE202422646,2,21,18,2,2.0,1
SGE202423255,2,21,10,2,2.0,1
SGE202206638,2,20,6,2,2.0,1
SGE202206987,2,20,7,2,2.0,1
SGE202207110,2,20,15,2,2.0,1
SGE202210254,2,20,16,2,2.0,1
SGE202311092,2,20,5,2,2.0,1
SGE202311444,2,20,4,2,2.0,1
SGE202312345,2,20,6,2,2.0,1
SGE202313064,2,20,9,2,2.0,1
SGE202315723,2,20,14,2,2.0,1
SGE202315903,2,20,20,2,2.0,1
SGE202420764,2,20,10,2,2.0,1
SGP202315187,2,20,20,2,2.0,1
SGE202206327,2,19,6,2,2.0,1
SGE202209006,2,19,9,2,2.0,1
SGE202209221,2,19,5,2,2.0,1
SGE202209797,2,19,14,2,2.0,1
SGE202313170,2,19,10,2,2.0,1
SGE202418742,2,19,14,2,2.0,1
SGE202422142,2,19,10,2,2.0,1
SGE202423158,2,19,15,2,2.0,1
SGE202210099,2,18,4,2,2.0,1
SGE202311688,2,18,7,2,2.0,1
SGE202315144,2,18,6,2,2.0,1
SGE202417077,2,18,6,2,2.0,1
SGE202417596,2,18,6,2,2.0,1
SGE202417712,2,18,11,2,2.0,1
SGE202418148,2,18,9,2,2.0,1
SGE202420706,2,18,14,2,2.0,1
SGE202421145,2,18,12,2,2.0,1
SGE202624584,2,18,11,2,2.0,1
SGE202205996,2,17,4,2,2.0,1
SGE202207592,2,17,17,2,2.0,1
SGE202208397,2,17,4,2,2.0,1
SGE202311768,2,17,4,2,2.0,1
SGE202312113,2,17,6,2,2.0,1
SGE202315143,2,17,9,2,2.0,1
SGE202420117,2,17,14,2,2.0,1
SGE202420724,2,17,5,2,2.0,1
SGE202422930,2,17,16,2,2.0,1
SGE202423256,2,17,7,2,2.0,1
SGE202207538,2,16,12,2,2.0,1
SGE202207697,2,16,7,2,2.0,1
SGE202208075,2,16,12,2,2.0,1
SGE202209479,2,16,4,2,2.0,1
SGE202420748,2,16,9,2,2.0,1
SGE202422067,2,16,13,2,2.0,1
SGE202422243,2,16,15,2,2.0,1
SGE202422383,2,16,6,2,2.0,1
SGE202422755,2,16,9,2,2.0,1
SGE202422801,2,16,12,2,2.0,1
SGE202624685,2,16,16,2,2.0,1
SGE202206805,2,15,13,2,2.0,1
SGE202314515,2,15,10,2,2.0,1
SGE202314604,2,15,6,2,2.0,1
SGE202419370,2,15,7,2,2.0,1
SGE202419815,2,15,12,2,2.0,1
SGE202419988,2,15,8,2,2.0,1
SGE202422109,2,15,14,2,2.0,1
SGE202423012,2,15,7,2,2.0,1
SGP202315913,2,15,15,2,2.0,1
SGE202206724,2,14,13,2,2.0,1
SGE202209113,2,14,4,2,2.0,1
SGE202210387,2,14,10,2,2.0,1
SGE202313223,2,14,13,2,2.0,1
SGE202313572,2,14,13,2,2.0,1
SGE202315417,2,14,11,2,2.0,1
SGE202418167,2,14,11,2,2.0,1
SGE202418991,2,14,11,2,2.0,1
SGE202419378,2,14,14,2,2.0,1
SGE202419929,2,14,12,2,2.0,1
SGE202422255,2,14,11,2,2.0,1
SGE202422294,2,14,12,2,2.0,1
SGE202422678,2,14,11,2,2.0,1
SGE202423615,2,14,11,2,2.0,1
SGP202419132,2,14,12,2,2.0,1
SGP202422027,2,14,14,2,2.0,1
SGE202208780,2,13,13,2,2.0,1
SGE202209942,2,13,9,2,2.0,1
SGE202210198,2,13,4,2,2.0,1
SGE202210357,2,13,6,2,2.0,1
SGE202310918,2,13,11,2,2.0,1
SGE202311079,2,13,9,2,2.0,1
SGE202311304,2,13,13,2,2.0,1
SGE202314320,2,13,11,2,2.0,1
SGE202418987,2,13,10,2,2.0,1
SGE202419253,2,13,13,2,2.0,1
SGE202419911,2,13,12,2,2.0,1
SGE202420111,2,13,5,2,2.0,1
SGE202420115,2,13,8,2,2.0,1
SGE202422001,2,13,11,2,2.0,1
SGE202423193,2,13,12,2,2.0,1
SGP202422769,2,13,11,2,2.0,1
SGE202206411,2,12,10,2,2.0,1
SGE202206421,2,12,8,2,2.0,1
SGE202207354,2,12,6,2,2.0,1
SGE202208528,2,12,8,2,2.0,1
SGE202210529,2,12,3,2,2.0,1
SGE202310794,2,12,12,2,2.0,1
SGE202311065,2,12,12,2,2.0,1
SGE202311531,2,12,12,2,2.0,1
SGE202311534,2,12,11,2,2.0,1
SGE202311666,2,12,11,2,2.0,1
SGE202311691,2,12,12,2,2.0,1
SGE202314202,2,12,8,2,2.0,1
SGE202314538,2,12,8,2,2.0,1
SGE202314967,2,12,7,2,2.0,1
SGE202315902,2,12,12,2,2.0,1
SGE202417382,2,12,9,2,2.0,1
SGE202418627,2,12,9,2,2.0,1
SGE202419280,2,12,12,2,2.0,1
SGE202419371,2,12,12,2,2.0,1
SGE202419532,2,12,9,2,2.0,1
SGE202419813,2,12,11,2,2.0,1
SGE202420448,2,12,6,2,2.0,1
SGE202421652,2,12,11,2,2.0,1
SGE202421883,2,12,11,2,2.0,1
SGE202422239,2,12,8,2,2.0,1
SGE202422251,2,12,11,2,2.0,1
SGE202422633,2,12,9,2,2.0,1
SGE202423322,2,12,12,2,2.0,1
SGE202624619,2,12,8,2,2.0,1
SGE202624961,2,12,8,2,2.0,1
SGP202209349,2,12,6,2,2.0,1
SGP202313505,2,12,12,2,2.0,1
SGP202421326,2,12,7,2,2.0,1
SGE202206573,2,11,2,2,2.0,1
SGE202207164,2,11,11,2,2.0,1
SGE202207487,2,11,2,2,2.0,1
SGE202209272,2,11,3,2,2.0,1
SGE202210154,2,11,6,2,2.0,1
SGE202311297,2,11,3,2,2.0,1
SGE202311486,2,11,9,2,2.0,1
SGE202312982,2,11,9,2,2.0,1
SGE202313412,2,11,10,2,2.0,1
SGE202314900,2,11,11,2,2.0,1
SGE202316143,2,11,11,2,2.0,1
SGE202416943,2,11,11,2,2.0,1
SGE202417523,2,11,10,2,2.0,1
SGE202419028,2,11,4,2,2.0,1
SGE202419095,2,11,6,2,2.0,1
SGE202419511,2,11,10,2,2.0,1
SGE202420051,2,11,10,2,2.0,1
SGE202422681,2,11,9,2,2.0,1
SGE202423179,2,11,9,2,2.0,1
SGE202624823,2,11,9,2,2.0,1
SGP202313145,2,11,7,2,2.0,1
SGP202417157,2,11,7,2,2.0,1
SGP202423271,2,11,11,2,2.0,1
SGE202206799,2,10,10,2,2.0,1
SGE202207449,2,10,10,2,2.0,1
SGE202207467,2,10,7,2,2.0,1
SGE202207600,2,10,9,2,2.0,1
SGE202207824,2,10,7,2,2.0,1
SGE202209285,2,10,10,2,2.0,1
SGE202209427,2,10,6,2,2.0,1
SGE202209582,2,10,10,2,2.0,1
SGE202209849,2,10,9,2,2.0,1
SGE202209953,2,10,9,2,2.0,1
SGE202210202,2,10,9,2,2.0,1
SGE202210695,2,10,10,2,2.0,1
SGE202311342,2,10,9,2,2.0,1
SGE202312042,2,10,7,2,2.0,1
SGE202312112,2,10,10,2,2.0,1
SGE202312548,2,10,10,2,2.0,1
SGE202313492,2,10,10,2,2.0,1
SGE202315183,2,10,10,2,2.0,1
SGE202315401,2,10,10,2,2.0,1
SGE202315654,2,10,10,2,2.0,1
SGE202316075,2,10,9,2,2.0,1
SGE202417480,2,10,8,2,2.0,1
SGE202417578,2,10,8,2,2.0,1
SGE202418892,2,10,10,2,2.0,1
SGE202419151,2,10,7,2,2.0,1
SGE202420225,2,10,8,2,2.0,1
SGE202420459,2,10,8,2,2.0,1
SGE202421014,2,10,10,2,2.0,1
SGE202423086,2,10,9,2,2.0,1
SGE202423146,2,10,10,2,2.0,1
SGE202423195,2,10,9,2,2.0,1
SGE202624621,2,10,8,2,2.0,1
SGP202417677,2,10,6,2,2.0,1
SGP202421533,2,10,9,2,2.0,1
SGE202206281,2,9,8,2,2.0,1
SGE202206397,2,9,8,2,2.0,1
SGE202206530,2,9,9,2,2.0,1
SGE202206818,2,9,9,2,2.0,1
SGE202207554,2,9,9,2,2.0,1
SGE202207866,2,9,9,2,2.0,1
SGE202208094,2,9,9,2,2.0,1
SGE202208383,2,9,5,2,2.0,1
SGE202209188,2,9,8,2,2.0,1
SGE202209380,2,9,8,2,2.0,1
SGE202209458,2,9,9,2,2.0,1
SGE202209474,2,9,8,2,2.0,1
SGE202209987,2,9,6,2,2.0,1
SGE202210069,2,9,8,2,2.0,1
SGE202210340,2,9,4,2,2.0,1
SGE202312184,2,9,8,2,2.0,1
SGE202312301,2,9,6,2,2.0,1
SGE202313149,2,9,9,2,2.0,1
SGE202314545,2,9,4,2,2.0,1
SGE202315042,2,9,9,2,2.0,1
SGE202315553,2,9,8,2,2.0,1
SGE202315958,2,9,6,2,2.0,1
SGE202316695,2,9,9,2,2.0,1
SGE202316717,2,9,5,2,2.0,1
SGE202316737,2,9,9,2,2.0,1
SGE202417070,2,9,5,2,2.0,1
SGE202417608,2,9,9,2,2.0,1
SGE202419411,2,9,8,2,2.0,1
SGE202419986,2,9,3,2,2.0,1
SGE202420456,2,9,7,2,2.0,1
SGE202421360,2,9,8,2,2.0,1
SGE202422185,2,9,7,2,2.0,1
SGE202422506,2,9,3,2,2.0,1
SGP202210784,2,9,9,2,2.0,1
SGP202311364,2,9,9,2,2.0,1
SGP202311524,2,9,8,2,2.0,1
SGP202311587,2,9,9,2,2.0,1
SGP202311591,2,9,9,2,2.0,1
SGP202311643,2,9,9,2,2.0,1
SGP202312006,2,9,9,2,2.0,1
SGP202312204,2,9,9,2,2.0,1
SGP202312543,2,9,8,2,2.0,1
SGP202312888,2,9,9,2,2.0,1
SGP202314819,2,9,7,2,2.0,1
SGP202316268,2,9,3,2,2.0,1
SGP202419000,2,9,8,2,2.0,1
SGP202421161,2,9,2,2,2.0,1
SGP202421983,2,9,2,2,2.0,1
SGE202206332,2,8,7,2,2.0,1
SGE202206909,2,8,6,2,2.0,1
SGE202207017,2,8,6,2,2.0,1
SGE202208049,2,8,5,2,2.0,1
SGE202208501,2,8,8,2,2.0,1
SGE202208661,2,8,7,2,2.0,1
SGE202209036,2,8,7,2,2.0,1
SGE202209132,2,8,8,2,2.0,1
SGE202209330,2,8,8,2,2.0,1
SGE202209553,2,8,7,2,2.0,1
SGE202209815,2,8,7,2,2.0,1
SGE202209989,2,8,5,2,2.0,1
SGE202210190,2,8,7,2,2.0,1
SGE202210326,2,8,7,2,2.0,1
SGE202210329,2,8,6,2,2.0,1
SGE202311242,2,8,7,2,2.0,1
SGE202312150,2,8,5,2,2.0,1
SGE202312275,2,8,3,2,2.0,1
SGE202313150,2,8,7,2,2.0,1
SGE202313193,2,8,8,2,2.0,1
SGE202313213,2,8,8,2,2.0,1
SGE202313231,2,8,4,2,2.0,1
SGE202313450,2,8,6,2,2.0,1
SGE202315026,2,8,2,2,2.0,1
SGE202315102,2,8,8,2,2.0,1
SGE202315716,2,8,8,2,2.0,1
SGE202315728,2,8,8,2,2.0,1
SGE202316137,2,8,7,2,2.0,1
SGE202316813,2,8,8,2,2.0,1
SGE202316946,2,8,8,2,2.0,1
SGE202417478,2,8,8,2,2.0,1
SGE202417532,2,8,7,2,2.0,1
SGE202418864,2,8,7,2,2.0,1
SGE202418982,2,8,7,2,2.0,1
SGE202419542,2,8,5,2,2.0,1
SGE202419910,2,8,8,2,2.0,1
SGE202420210,2,8,7,2,2.0,1
SGE202420794,2,8,7,2,2.0,1
SGE202421385,2,8,8,2,2.0,1
SGE202421733,2,8,8,2,2.0,1
SGE202421943,2,8,6,2,2.0,1
SGE202421995,2,8,4,2,2.0,1
SGE202422000,2,8,5,2,2.0,1
SGE202422461,2,8,7,2,2.0,1
SGP202206317,2,8,6,2,2.0,1
SGP202206728,2,8,2,2,2.0,1
SGP202207345,2,8,8,2,2.0,1
SGP202207499,2,8,6,2,2.0,1
SGP202210783,2,8,8,2,2.0,1
SGP202311202,2,8,8,2,2.0,1
SGP202311365,2,8,8,2,2.0,1
SGP202311419,2,8,7,2,2.0,1
SGP202311441,2,8,8,2,2.0,1
SGP202311501,2,8,8,2,2.0,1
SGP202312194,2,8,7,2,2.0,1
SGP202313529,2,8,6,2,2.0,1
SGP202314889,2,8,6,2,2.0,1
SGP202315139,2,8,7,2,2.0,1
SGP202316636,2,8,8,2,2.0,1
SGP202316715,2,8,3,2,2.0,1
SGP202418171,2,8,4,2,2.0,1
SGP202419042,2,8,5,2,2.0,1
SGP202421081,2,8,5,2,2.0,1
SGP202421571,2,8,5,2,2.0,1
SGP202422138,2,8,8,2,2.0,1
SGP202422412,2,8,6,2,2.0,1
SGP202624579,2,8,5,2,2.0,1
SGE202207176,2,7,7,2,2.0,1
SGE202207192,2,7,6,2,2.0,1
SGE202207555,2,7,6,2,2.0,1
SGE202207580,2,7,7,2,2.0,1
SGE202207679,2,7,6,2,2.0,1
SGE202207909,2,7,7,2,2.0,1
SGE202208016,2,7,7,2,2.0,1
SGE202208354,2,7,7,2,2.0,1
SGE202208992,2,7,7,2,2.0,1
SGE202209185,2,7,3,2,2.0,1
SGE202209213,2,7,7,2,2.0,1
SGE202209424,2,7,7,2,2.0,1
SGE202209496,2,7,6,2,2.0,1
SGE202209920,2,7,5,2,2.0,1
SGE202209921,2,7,5,2,2.0,1
SGE202209988,2,7,5,2,2.0,1
SGE202210018,2,7,6,2,2.0,1
SGE202210138,2,7,5,2,2.0,1
SGE202210139,2,7,5,2,2.0,1
SGE202210184,2,7,6,2,2.0,1
SGE202210222,2,7,5,2,2.0,1
SGE202210505,2,7,5,2,2.0,1
SGE202311072,2,7,7,2,2.0,1
SGE202311081,2,7,7,2,2.0,1
SGE202311222,2,7,3,2,2.0,1
SGE202313254,2,7,5,2,2.0,1
SGE202313350,2,7,5,2,2.0,1
SGE202313364,2,7,6,2,2.0,1
SGE202313580,2,7,5,2,2.0,1
SGE202314497,2,7,7,2,2.0,1
SGE202314602,2,7,7,2,2.0,1
SGE202315419,2,7,3,2,2.0,1
SGE202315576,2,7,5,2,2.0,1
SGE202315793,2,7,5,2,2.0,1
SGE202315860,2,7,7,2,2.0,1
SGE202316426,2,7,6,2,2.0,1
SGE202316639,2,7,6,2,2.0,1
SGE202316669,2,7,6,2,2.0,1
SGE202418253,2,7,5,2,2.0,1
SGE202418645,2,7,6,2,2.0,1
SGE202418669,2,7,7,2,2.0,1
SGE202418893,2,7,7,2,2.0,1
SGE202419115,2,7,7,2,2.0,1
SGE202419207,2,7,6,2,2.0,1
SGE202419246,2,7,4,2,2.0,1
SGE202419528,2,7,6,2,2.0,1
SGE202419950,2,7,7,2,2.0,1
SGE202420379,2,7,3,2,2.0,1
SGE202420386,2,7,5,2,2.0,1
SGE202420863,2,7,6,2,2.0,1
SGE202420907,2,7,5,2,2.0,1
SGE202421172,2,7,6,2,2.0,1
SGE202421424,2,7,5,2,2.0,1
SGE202421685,2,7,4,2,2.0,1
SGE202421954,2,7,2,2,2.0,1
SGE202422954,2,7,5,2,2.0,1
SGP202206729,2,7,2,2,2.0,1
SGP202207606,2,7,5,2,2.0,1
SGP202210853,2,7,5,2,2.0,1
SGP202311415,2,7,7,2,2.0,1
SGP202311646,2,7,7,2,2.0,1
SGP202313998,2,7,7,2,2.0,1
SGP202314218,2,7,6,2,2.0,1
SGP202419409,2,7,5,2,2.0,1
SGP202419857,2,7,2,2,2.0,1
SGP202421035,2,7,6,2,2.0,1
SGP202421525,2,7,5,2,2.0,1
SGP202422737,2,7,5,2,2.0,1
SGP202624629,2,7,6,2,2.0,1
SGE202206427,2,6,5,2,2.0,1
SGE202206521,2,6,4,2,2.0,1
SGE202206522,2,6,6,2,2.0,1
SGE202207155,2,6,6,2,2.0,1
SGE202207189,2,6,5,2,2.0,1
SGE202207218,2,6,6,2,2.0,1
SGE202207383,2,6,6,2,2.0,1
SGE202207492,2,6,6,2,2.0,1
SGE202207496,2,6,6,2,2.0,1
SGE202207619,2,6,5,2,2.0,1
SGE202208157,2,6,6,2,2.0,1
SGE202209456,2,6,2,2,2.0,1
SGE202209543,2,6,5,2,2.0,1
SGE202209853,2,6,5,2,2.0,1
SGE202209922,2,6,5,2,2.0,1
SGE202210140,2,6,6,2,2.0,1
SGE202210223,2,6,5,2,2.0,1
SGE202210230,2,6,5,2,2.0,1
SGE202210309,2,6,6,2,2.0,1
SGE202210328,2,6,5,2,2.0,1
SGE202210418,2,6,6,2,2.0,1
SGE202210596,2,6,5,2,2.0,1
SGE202210708,2,6,5,2,2.0,1
SGE202311077,2,6,6,2,2.0,1
SGE202311080,2,6,6,2,2.0,1
SGE202311167,2,6,6,2,2.0,1
SGE202311243,2,6,6,2,2.0,1
SGE202311527,2,6,6,2,2.0,1
SGE202312011,2,6,5,2,2.0,1
SGE202312480,2,6,3,2,2.0,1
SGE202312572,2,6,6,2,2.0,1
SGE202312645,2,6,6,2,2.0,1
SGE202313010,2,6,3,2,2.0,1
SGE202313514,2,6,6,2,2.0,1
SGE202313534,2,6,6,2,2.0,1
SGE202313753,2,6,4,2,2.0,1
SGE202313817,2,6,4,2,2.0,1
SGE202314145,2,6,5,2,2.0,1
SGE202314419,2,6,6,2,2.0,1
SGE202314644,2,6,5,2,2.0,1
SGE202314844,2,6,6,2,2.0,1
SGE202314992,2,6,6,2,2.0,1
SGE202315004,2,6,6,2,2.0,1
SGE202315140,2,6,6,2,2.0,1
SGE202315191,2,6,2,2,2.0,1
SGE202315418,2,6,6,2,2.0,1
SGE202315464,2,6,6,2,2.0,1
SGE202316561,2,6,4,2,2.0,1
SGE202316841,2,6,4,2,2.0,1
SGE202417862,2,6,5,2,2.0,1
SGE202418654,2,6,5,2,2.0,1
SGE202418668,2,6,6,2,2.0,1
SGE202418821,2,6,4,2,2.0,1
SGE202419032,2,6,6,2,2.0,1
SGE202419248,2,6,5,2,2.0,1
SGE202419483,2,6,6,2,2.0,1
SGE202419485,2,6,6,2,2.0,1
SGE202419600,2,6,6,2,2.0,1
SGE202420010,2,6,6,2,2.0,1
SGE202420732,2,6,3,2,2.0,1
SGE202421114,2,6,4,2,2.0,1
SGE202421148,2,6,5,2,2.0,1
SGE202422224,2,6,4,2,2.0,1
SGE202422528,2,6,5,2,2.0,1
SGE202423375,2,6,5,2,2.0,1
SGE202423713,2,6,4,2,2.0,1
SGP202206051,2,6,6,2,2.0,1
SGP202206727,2,6,2,2,2.0,1
SGP202207239,2,6,6,2,2.0,1
SGP202207690,2,6,4,2,2.0,1
SGP202208840,2,6,4,2,2.0,1
SGP202210375,2,6,6,2,2.0,1
SGP202311332,2,6,2,2,2.0,1
SGP202311379,2,6,6,2,2.0,1
SGP202311560,2,6,6,2,2.0,1
SGP202311660,2,6,6,2,2.0,1
SGP202311762,2,6,6,2,2.0,1
SGP202312530,2,6,6,2,2.0,1
SGP202312542,2,6,6,2,2.0,1
SGP202312547,2,6,6,2,2.0,1
SGP202313818,2,6,4,2,2.0,1
SGP202313990,2,6,4,2,2.0,1
SGP202314252,2,6,6,2,2.0,1
SGP202314454,2,6,4,2,2.0,1
SGP202315628,2,6,5,2,2.0,1
SGP202315868,2,6,4,2,2.0,1
SGP202316097,2,6,5,2,2.0,1
SGP202316187,2,6,5,2,2.0,1
SGP202316848,2,6,5,2,2.0,1
SGP202417069,2,6,2,2,2.0,1
SGP202417344,2,6,3,2,2.0,1
SGP202418170,2,6,4,2,2.0,1
SGP202418225,2,6,4,2,2.0,1
SGP202418838,2,6,6,2,2.0,1
SGP202418845,2,6,6,2,2.0,1
SGP202418971,2,6,5,2,2.0,1
SGP202419926,2,6,4,2,2.0,1
SGP202420284,2,6,5,2,2.0,1
SGP202421115,2,6,6,2,2.0,1
SGP202421230,2,6,5,2,2.0,1
SGP202421999,2,6,6,2,2.0,1
SGP202422015,2,6,5,2,2.0,1
SGP202422126,2,6,4,2,2.0,1
SGP202422545,2,6,6,2,2.0,1
SGP202422748,2,6,5,2,2.0,1
SGP202423049,2,6,3,2,2.0,1
SGP202423515,2,6,6,2,2.0,1
SGP202624628,2,6,5,2,2.0,1
SGP202624695,2,6,3,2,2.0,1
SGP202624937,2,6,6,2,2.0,1
SGP202625094,2,6,5,2,2.0,1
SGP202625148,2,6,5,2,2.0,1
SGE202207436,2,5,4,2,2.0,1
SGE202207675,2,5,3,2,2.0,1
SGE202208111,2,5,5,2,2.0,1
SGE202208610,2,5,5,2,2.0,1
SGE202208699,2,5,5,2,2.0,1
SGE202209123,2,5,4,2,2.0,1
SGE202209130,2,5,5,2,2.0,1
SGE202209150,2,5,5,2,2.0,1
SGE202209277,2,5,4,2,2.0,1
SGE202209464,2,5,5,2,2.0,1
SGE202209552,2,5,5,2,2.0,1
SGE202209823,2,5,5,2,2.0,1
SGE202209852,2,5,4,2,2.0,1
SGE202210364,2,5,5,2,2.0,1
SGE202210433,2,5,4,2,2.0,1
SGE202210434,2,5,4,2,2.0,1
SGE202210435,2,5,4,2,2.0,1
SGE202210498,2,5,4,2,2.0,1
