segment,sku,sku_name,transaction_count,ubicacion_mode,n_transactions,support,cluster_id,cluster_size,cluster_transaction_count
ALL,161149,ARCON CONGELADOR SONTEC EL PATIO,3,019-165-10,7953,0.0003772161448509996,7,6559,40210
ALL,161161,NEVERA/VITRINA VINILABLE BUDWEISER,3,010-094-00,7953,0.0003772161448509996,7,6559,40210
ALL,161180,NEVERA SMEG PEQUEÑA VINILABLE,3,020-092-20,7953,0.0003772161448509996,7,6559,40210
ALL,162009,ALTAVOZ BLUETOOTH PEQUEÑO ROJO MAHOU,3,010-091-30,7953,0.0003772161448509996,7,6559,40210
ALL,162043,ALTAVOZ SPEAKER BLUETOOTH ROJO MAHOU,3,010-091-04,7953,0.0003772161448509996,7,6559,40210
ALL,162044,ALTAVOZ BLUETOOTH NARANJA GLOWY,3,011-077-30,7953,0.0003772161448509996,7,6559,40210
ALL,162045,ALTAVOZ BLUETOOTH ROSA GLOWY,3,011-077-30,7953,0.0003772161448509996,7,6559,40210
ALL,165013,IPAD APPLE 10,3,400-001-00,7953,0.0003772161448509996,7,6559,40210
ALL,167007,CUBRE BOTELLERO MADERA (MERCATA),3,012-022-10,7953,0.0003772161448509996,7,6559,40210
ALL,167015,BOTELLERO GRIS LA PROHIBIDA,3,015-024-20,7953,0.0003772161448509996,7,6559,40210
ALL,1671000,UNIONES,3,007-049-10,7953,0.0003772161448509996,7,6559,40210
ALL,1671411,REFUERZO Y,3,007-049-10,7953,0.0003772161448509996,7,6559,40210
ALL,171000,SOPORTE MÓVIL BRÚJULA  LOS CERVECISTAS,3,010-116-30,7953,0.0003772161448509996,7,6559,40210
ALL,172060,BOX BAR NEGRO MAHOU,3,015-060-00,7953,0.0003772161448509996,7,6559,40210
ALL,172079,EXPOSITOR AZULEJOS COLORES ALHAMBRA,3,010-074-10,7953,0.0003772161448509996,7,6559,40210
ALL,172191,EXPOSITOR 2 BOTELLAS LED ALHAMBRA,3,010-100-10,7953,0.0003772161448509996,7,6559,40210
ALL,174007,TOTEM  METACRILATO AZUL SOLAN VINILABLE,3,013-034-00,7953,0.0003772161448509996,7,6559,40210
ALL,174009,TOTEM MADERA LOGO M LUMINOSO MAHOU,3,010-085-00,7953,0.0003772161448509996,7,6559,40210
ALL,174013,TOTEM ROJO VIBRA CÓMPLICES MAHOU VINILIC,3,011-079-00,7953,0.0003772161448509996,7,6559,40210
ALL,174034,TOTEM DORADO MAGNA  SAN MIGUEL,3,021-145-00,7953,0.0003772161448509996,7,6559,40210
ALL,174058,TOTEM AZULEJO VERDE 60X30X120 ALHAMBRA,3,010-114-10,7953,0.0003772161448509996,7,6559,40210
ALL,174072,TOTEM BLANCO CORONA PARADISE,3,012-070-00,7953,0.0003772161448509996,7,6559,40210
ALL,174079,"PACK CUBO CARTON 4UD TOSTADA 0,0 MAGNA",3,011-073-30,7953,0.0003772161448509996,7,6559,40210
ALL,174091,TOTEM VERDE VINILICO,3,012-110-00,7953,0.0003772161448509996,7,6559,40210
ALL,174092,TOTEM CUBO LUMINOSO SAN MIGUEL 80X80,3,012-061-10,7953,0.0003772161448509996,7,6559,40210
ALL,174118,TOTEM/BUZON DE CHAPA VARIOS COLORES (VIN,3,014-146-20,7953,0.0003772161448509996,7,6559,40210
ALL,176015,EXPOSITOR/TOTEM AZUL CON LUZ SOLAN VINIL,3,012-005-10,7953,0.0003772161448509996,7,6559,40210
ALL,179016,BALDOSA BARRO PARA ESPOXITOR JARDIN ALH,3,013-036-00,7953,0.0003772161448509996,7,6559,40210
ALL,181003,FOAM 40X40 CM ROJO LOGO M  MAHOU,3,010-105-00,7953,0.0003772161448509996,7,6559,40210
ALL,181071,FOAM ROJO/BLANCO LOGO M  MAHOU,3,010-075-06,7953,0.0003772161448509996,7,6559,40210
ALL,181158,FOAM BOTELLA MAHOU IPA 1MT,3,010-099-10,7953,0.0003772161448509996,7,6559,40210
ALL,181162,FOAM BOTELLA MAESTRA DUNKEL 49CM,3,010-099-10,7953,0.0003772161448509996,7,6559,40210
ALL,181163,FOAM NUMERO ACTIVACIONES EL PATIO,3,020-071-30,7953,0.0003772161448509996,7,6559,40210
ALL,181208,FOAM CERVEZA MAGNA RUBIA 60X60CM,3,010-066-40,7953,0.0003772161448509996,7,6559,40210
ALL,181209,FOAM LA VELADA  DEL AÑO SI QUIERES UNA E,3,010-090-20,7953,0.0003772161448509996,7,6559,40210
ALL,184,NWL EXPLAINABLE ARTIFICIAL INTELLIGENCE,3,007-109-00,7953,0.0003772161448509996,7,6559,40210
ALL,184192,CARTEL BLANCO BUDWEISER PAJARITA 164X63,3,010-078-20,7953,0.0003772161448509996,7,6559,40210
ALL,184207,CARTEL CHANCLAS SANGRIA REPUBLIC,3,010-114-30,7953,0.0003772161448509996,7,6559,40210
ALL,185010,PLACA CARRETERA  MAHOU,3,010-081-40,7953,0.0003772161448509996,7,6559,40210
ALL,187082,CAÑIZO,3,018-136-20,7953,0.0003772161448509996,7,6559,40210
ALL,187177,LONA LOGO VIBRA MAHOU FESTIVAL GIGANTE,3,010-085-10,7953,0.0003772161448509996,7,6559,40210
ALL,191057,FLY BANNER IPA SESSION 360X64,3,010-083-40,7953,0.0003772161448509996,7,6559,40210
ALL,191063,FLYBANNER GRIS MAHOU DESDE1890 55X341CM,3,010-065-40,7953,0.0003772161448509996,7,6559,40210
ALL,201006,CARPA BLANCA,3,015-117-00,7953,0.0003772161448509996,7,6559,40210
ALL,201014,LATERAL CARPA GRIS CERVEZAS  ALHAMBRA,3,012-041-09,7953,0.0003772161448509996,7,6559,40210
ALL,201117,CARPA NEGRA FOUNDERS BREWING 2022,3,015-118-00,7953,0.0003772161448509996,7,6559,40210
ALL,201125,CARPA TENT LOGO MAHOU ROJO 2024,3,013-095-00,7953,0.0003772161448509996,7,6559,40210
ALL,202012,SOMBRILLA BLANCA SAN MIGUEL LOGO NEGRO,3,014-135-10,7953,0.0003772161448509996,7,6559,40210
ALL,202015,SOMBRILLA BEIGE ECO MAHOU GRANDE,3,014-137-00,7953,0.0003772161448509996,7,6559,40210
ALL,202020,SOMBRILLA 2 LOGOS SAN MIGUEL VERDE/ROJO,3,014-139-00,7953,0.0003772161448509996,7,6559,40210
ALL,202021,SOMBRILLA BLANCA SAN MIGUEL LOGO ROJOVER,3,010-074-00,7953,0.0003772161448509996,7,6559,40210
ALL,202042,SOMBRILLA BLANCA SAN MIGUEL SINCE 1890,3,010-078-00,7953,0.0003772161448509996,7,6559,40210
ALL,202061,SOMBRILLA BEIGE MAHOU RIO 4X4,3,014-133-00,7953,0.0003772161448509996,7,6559,40210
ALL,203018,VALLA / CERCA MADERA PEQUEÑA,3,018-118-40,7953,0.0003772161448509996,7,6559,40210
ALL,203093,VALLA / TOBLERONE MAHOU 5 ESTRELLAS ROJA,3,009-087-20,7953,0.0003772161448509996,7,6559,40210
ALL,204029,CONTRAPESO CEMENTO HORMIGÓN,3,012-125-00,7953,0.0003772161448509996,7,6559,40210
ALL,204038,BASE SOMBRILLA PLÁSTICO ROJA,3,015-114-10,7953,0.0003772161448509996,7,6559,40210
ALL,204074,CONTRAPESO DE AGUA PARA CARPA TENT,3,010-120-40,7953,0.0003772161448509996,7,6559,40210
ALL,204080,BASE SOMBRILLA METAL NEGRO CON RUEDAS,3,013-018-10,7953,0.0003772161448509996,7,6559,40210
ALL,205173,ESTRUCTURA PHOTOCAAL JARDIN ALHAMBRA 8B,3,200-019-00,7953,0.0003772161448509996,7,6559,40210
ALL,205176,LONA LATERAL CARPA FOUNDERS MADERA 3X2,3,013-020-09,7953,0.0003772161448509996,7,6559,40210
ALL,205178,ESTRUCTURA PORTICO ENTRADA JARDIN 3B,3,200-027-00,7953,0.0003772161448509996,7,6559,40210
ALL,205187,LONA LATERAL CARPA FOUNDERS NEGRO 3X2,3,010-077-10,7953,0.0003772161448509996,7,6559,40210
ALL,205188,LONA LATERAL CARPA FOUNDERS 3X1CM,3,010-077-10,7953,0.0003772161448509996,7,6559,40210
ALL,205225,LATERAL PARA CARPA MAHOU 5E ROJO LOGO NU,3,012-055-30,7953,0.0003772161448509996,7,6559,40210
ALL,206002,ESCENARIO MADERA TERCIOPELO NEGRO,3,020-134-00,7953,0.0003772161448509996,7,6559,40210
ALL,206033,PANEL/LAMINA CELOSIA ALHAMBRA,3,018-106-30,7953,0.0003772161448509996,7,6559,40210
ALL,207009,ROLLO CÉSPED WANDA,3,200-002-00,7953,0.0003772161448509996,7,6559,40210
ALL,207013,ROLLO CÉSPED JARDÍN CERVEZAS ALHAMBRA >,3,018-124-10,7953,0.0003772161448509996,7,6559,40210
ALL,207020,CUARTO DE CESPED JARDIN DE ALHAMBRA,3,009-033-20,7953,0.0003772161448509996,7,6559,40210
ALL,209010,CASETA/CESTA CHAPA PINTADA SPRAY,3,022-099-00,7953,0.0003772161448509996,7,6559,40210
ALL,2364252,CESTAS GRANDES,3,007-049-10,7953,0.0003772161448509996,7,6559,40210
ALL,2364253,SEPARADOR CORTO M,3,006-003-00,7953,0.0003772161448509996,7,6559,40210
ALL,2364255,SEPARADOR CORTO G,3,006-003-00,7953,0.0003772161448509996,7,6559,40210
ALL,2364256,SEPARADOR LARGO G,3,006-003-00,7953,0.0003772161448509996,7,6559,40210
ALL,4900000,TARJETERO MM2,3,006-120-20,7953,0.0003772161448509996,7,6559,40210
ALL,991028,CONTADOR MANUAL AZUL Y NEGRO,3,010-107-20,7953,0.0003772161448509996,7,6559,40210
ALL,011012,CERVEZA  25CL M5E PACK6,2,016-013-09,7953,0.0002514774299006664,7,6559,40210
ALL,011018,.,2,016-005-07,7953,0.0002514774299006664,7,6559,40210
ALL,011029,CERVEZA 33CL 4 PACK DE 6 UDS. MAESTRA  M,2,020-090-30,7953,0.0002514774299006664,7,6559,40210
ALL,012030,CERVEZA 33CL SAN MIGUEL MANILA,2,015-015-20,7953,0.0002514774299006664,7,6559,40210
ALL,012033,CERVEZA 33CL ALHAMBRA ESPECIAL (CAJA PLÁ,2,015-031-10,7953,0.0002514774299006664,7,6559,40210
ALL,012043,CERVEZA 20CL ALHAMBRA LAGER SINGULAR,2,014-014-30,7953,0.0002514774299006664,7,6559,40210
ALL,012061,CERVEZA 33CL ROJA ALHAMBRA PACK 4UND,2,015-023-07,7953,0.0002514774299006664,7,6559,40210
ALL,013020,CERVEZA 50CL DUNKEL FRANZISKANER,2,016-005-09,7953,0.0002514774299006664,7,6559,40210
ALL,013041,CERVEZA 33CL NOMADA PROSAPIA,2,015-010-08,7953,0.0002514774299006664,7,6559,40210
ALL,013042,CERVEZA 33CL WARSTEINER PREMIUM,2,015-018-08,7953,0.0002514774299006664,7,6559,40210
ALL,013043,CERVEZA LEFFE BLONDE 33CL PACK 6 CAJA 24,2,015-049-08,7953,0.0002514774299006664,7,6559,40210
ALL,013045,CERVEZA 33CL LEFFE TRIPLE BLONDE 8.5º,2,016-003-07,7953,0.0002514774299006664,7,6559,40210
ALL,013047,CERVEZA 35.5CL FOUNDERS CENTENNIAL IPA,2,015-016-07,7953,0.0002514774299006664,7,6559,40210
ALL,013065,CERVEZA 33CL NOMADA PASSIFLORA SOUR,2,015-019-07,7953,0.0002514774299006664,7,6559,40210
ALL,013082,CERVEZA 33CL BUDWEISER MUNDIAL QATAR 22,2,014-128-30,7953,0.0002514774299006664,7,6559,40210
ALL,014038,"SAN MIGUEL 0,0 TOSTADA 25 CL",2,015-079-40,7953,0.0002514774299006664,7,6559,40210
ALL,015019,LATA 50CL SAN MIGUEL ESPECIAL,2,015-139-40,7953,0.0002514774299006664,7,6559,40210
ALL,015175,LATA 33CL SAN MIGUEL ESPECIAL,2,019-123-30,7953,0.0002514774299006664,7,6559,40210
ALL,015179,LATA 33CL SAN MIGUEL MAGNA CERVEZA RUBIA,2,015-009-40,7953,0.0002514774299006664,7,6559,40210
ALL,015186,LATA REFEEL TROPICAL 33CL,2,015-021-07,7953,0.0002514774299006664,7,6559,40210
ALL,015187,LATA SAN MIGUEL ESPECIAL 33CL NUEVA IMAG,2,015-072-10,7953,0.0002514774299006664,7,6559,40210
ALL,016016,BARRIL 30L ALHAMBRA VACIO,2,015-161-40,7953,0.0002514774299006664,7,6559,40210
ALL,016025,BARRIL 30L SAN MIGUEL SELECTA,2,015-022-00,7953,0.0002514774299006664,7,6559,40210
ALL,016031,BARRIL 30L SAN MIGUEL VACIO,2,015-025-40,7953,0.0002514774299006664,7,6559,40210
ALL,016038,BARRIL 50L VACIO,2,019-116-40,7953,0.0002514774299006664,7,6559,40210
ALL,016051,BARRIL 30L STELLA  ARTOIS,2,015-016-20,7953,0.0002514774299006664,7,6559,40210
ALL,016065,BARRIL SANGRIA SARANGO 30L,2,015-038-20,7953,0.0002514774299006664,7,6559,40210
ALL,018010,AGUA 50CL CON GAS  SIERRA NATURA,2,015-026-09,7953,0.0002514774299006664,7,6559,40210
ALL,018075,AGUA ROSA 33CL AECC SOLAN,2,015-001-20,7953,0.0002514774299006664,7,6559,40210
ALL,018080,AGUA PET 50CL FONTEIDE (PACK 12UD),2,015-026-08,7953,0.0002514774299006664,7,6559,40210
ALL,018427,"AGUA 1,5L ROSA SOLAN PACK 6 UNIDADES REF",2,015-013-20,7953,0.0002514774299006664,7,6559,40210
ALL,019002,PROTOTIPO 131135 33CL 3-3-10 CHAPA DORAD,2,015-013-10,7953,0.0002514774299006664,7,6559,40210
ALL,021000,MESA  71X102 CM REDONDA ROJA COCKTAIL,2,011-072-30,7953,0.0002514774299006664,7,6559,40210
ALL,021017,MESA MADERA 60x60 cm REDONDA BUDWEISER,2,011-084-30,7953,0.0002514774299006664,7,6559,40210
ALL,021031,MESA BARRIL SAN MIGUEL VERDE,2,010-121-20,7953,0.0002514774299006664,7,6559,40210
ALL,022007,MESA ROJA TERRAZA APLANADA MAHOU,2,015-068-40,7953,0.0002514774299006664,7,6559,40210
ALL,022024,MESA MADERA HÍPICA CUADRADA MAHOU,2,014-062-30,7953,0.0002514774299006664,7,6559,40210
ALL,022041,MESA NEGRA TERRAZA LA SALVE BILBAO,2,022-101-00,7953,0.0002514774299006664,7,6559,40210
ALL,022050,CONJUNTO MESA/TABURETES LOS CERVECISTAS,2,011-119-40,7953,0.0002514774299006664,7,6559,40210
ALL,022052,MESA MADERA CUADR VERD 2019 CERVECISTAS,2,012-075-30,7953,0.0002514774299006664,7,6559,40210
ALL,022059,MESA 40X40X92 CUADRADA ACANTO MAHOU,2,010-104-40,7953,0.0002514774299006664,7,6559,40210
ALL,022105,MESA MADERA BAJA 2 PATAS CORONA,2,010-075-30,7953,0.0002514774299006664,7,6559,40210
ALL,022137,MESA CUADRADA 40X40X72 ACANTO MADERA,2,010-104-40,7953,0.0002514774299006664,7,6559,40210
ALL,022154,MESA METAL BLANCO/VERDE SAN MIGUEL,2,013-069-30,7953,0.0002514774299006664,7,6559,40210
ALL,022155,MESA MADERA PINO BUDWEISER 2 LOGOS,2,021-143-40,7953,0.0002514774299006664,7,6559,40210
ALL,022160,MESA BAJA EL PATIO 2022,2,013-085-20,7953,0.0002514774299006664,7,6559,40210
ALL,022176,MESA MADERA BAJA PEGABLE JARDIN ALHAMBRA,2,019-099-30,7953,0.0002514774299006664,7,6559,40210
ALL,022182,MESA ALTA MARRON CUADRARA,2,011-110-30,7953,0.0002514774299006664,7,6559,40210
ALL,022185,MESA CUADRADA HINCHABLE ROSA,2,011-119-30,7953,0.0002514774299006664,7,6559,40210
ALL,022194,MESA ALTA METALICA NEGRA JARDIN ALHAMBRA,2,021-113-20,7953,0.0002514774299006664,7,6559,40210
ALL,022196,MESA ALTA MAHOU 2022 (NUEVAS) 50X50 DESM,2,011-112-10,7953,0.0002514774299006664,7,6559,40210
ALL,022201,MESA ALTA L75 ALHAMBRA,2,020-066-20,7953,0.0002514774299006664,7,6559,40210
ALL,022202,MESA ALTA MADERA ALHAMBRA 2024 50X50 NUE,2,011-089-30,7953,0.0002514774299006664,7,6559,40210
ALL,023000,MESA MADERA 250x119 cm RECTANGULAR,2,019-117-40,7953,0.0002514774299006664,7,6559,40210
ALL,023005,MESA MADERA RECTANGULAR ALHAMBRA,2,018-094-30,7953,0.0002514774299006664,7,6559,40210
ALL,023010,MESA ROJA 150X51 RECTANGULAR SABORERIA,2,010-105-20,7953,0.0002514774299006664,7,6559,40210
ALL,023014,TABLERO MADERA RECTANGULAR CABALLETE ALH,2,019-093-10,7953,0.0002514774299006664,7,6559,40210
ALL,023018,MESA RECTANGULAR 3 PZAS PICNIC,2,022-087-00,7953,0.0002514774299006664,7,6559,40210
ALL,023025,"MESA MADERA/METAL 110x54,5 cm RECTANGULA",2,012-041-40,7953,0.0002514774299006664,7,6559,40210
ALL,023071,MESA FRIA EMPLATADO EL PATIO DE MAHOU,2,011-073-00,7953,0.0002514774299006664,7,6559,40210
ALL,023105,PEANA BLANCA SOLAN RECTANGULAR SIN LOGO,2,013-107-20,7953,0.0002514774299006664,7,6559,40210
ALL,025000,"PATA MESA MADERA 73,5X48 CM",2,013-058-09,7953,0.0002514774299006664,7,6559,40210
ALL,029008,CONJUNTO CERVECISTAS OVIEDO NEGRO 2022,2,011-109-20,7953,0.0002514774299006664,7,6559,40210
ALL,031002,SILLA DIRECTOR TELA VERDE CARLSBERG,2,012-041-30,7953,0.0002514774299006664,7,6559,40210
ALL,031016,SILLA TERRAZA PLÁSTICO ROJA MAHOU,2,011-074-40,7953,0.0002514774299006664,7,6559,40210
ALL,031029,SILLA CCRR 2018 SAN MIGUEL,2,015-116-30,7953,0.0002514774299006664,7,6559,40210
ALL,031036,SILLA VINTAGE PIEL/CUERO COLORO CAFÉ,2,012-085-30,7953,0.0002514774299006664,7,6559,40210
ALL,031056,SILLA CUERO PATAS HIERRO (TUENTIS),2,012-048-10,7953,0.0002514774299006664,7,6559,40210
ALL,031135,SILLA MARRON IRRADIACION MAHOU 2022,2,015-138-40,7953,0.0002514774299006664,7,6559,40210
ALL,031139,SILLA BLANCA,2,011-020-10,7953,0.0002514774299006664,7,6559,40210
ALL,031150,SILLA ROMBO CUERO MARRON,2,012-010-10,7953,0.0002514774299006664,7,6559,40210
ALL,031158,SILLA EXTERIOR HILO AZUL OSCURO NATERIAL,2,010-108-40,7953,0.0002514774299006664,7,6559,40210
ALL,032002,TABURETE METAL BAJO ROJO,2,010-117-00,7953,0.0002514774299006664,7,6559,40210
ALL,032011,TABURETE CUERO CLARO,2,011-058-10,7953,0.0002514774299006664,7,6559,40210
ALL,032032,TABURETE MADERA CON RESPALDO,2,011-032-20,7953,0.0002514774299006664,7,6559,40210
ALL,032039,TABURETE MADERA SEMILLA LOS CERVECISTAS,2,012-004-30,7953,0.0002514774299006664,7,6559,40210
ALL,032048,TABURETE MADERA/METAL AZUL CERVECISTAS,2,011-114-30,7953,0.0002514774299006664,7,6559,40210
ALL,032050,TABURETE MADERA/METAL ROJO CERVECISTAS,2,014-091-30,7953,0.0002514774299006664,7,6559,40210
ALL,032051,TABURETE CUERO/METAL ALTO BUDWEISER,2,011-076-30,7953,0.0002514774299006664,7,6559,40210
ALL,032052,TABURETE MADERA/METAL REDONDO BUDWEISER,2,011-106-20,7953,0.0002514774299006664,7,6559,40210
ALL,032053,TABURETE MADERA REDONDO LA PROHIBIDA,2,011-108-10,7953,0.0002514774299006664,7,6559,40210
ALL,032069,TABURETE CUERO ACOLCHADO CLARO,2,011-126-20,7953,0.0002514774299006664,7,6559,40210
ALL,032070,TABURETE MADERA NEGRO LOS CERVECISTAS,2,012-080-30,7953,0.0002514774299006664,7,6559,40210
ALL,032093,TABURETE METAL BLANCO/VERDE SAN MIGUEL,2,013-016-10,7953,0.0002514774299006664,7,6559,40210
ALL,032098,TABURETE MADERA BLANCO STAND SAN MIGUEL,2,010-066-40,7953,0.0002514774299006664,7,6559,40210
ALL,032100,TABURETE BAJO NEGRO JARDIN ALHAMBRA,2,011-068-10,7953,0.0002514774299006664,7,6559,40210
ALL,033004,ASIENTO REC BLANCO RESPALDO HÍPICA,2,013-119-30,7953,0.0002514774299006664,7,6559,40210
ALL,033006,ASIENTO ROJO/BLANCO BAJO CUADRADO HÍPICA,2,013-022-20,7953,0.0002514774299006664,7,6559,40210
ALL,033035,ASIENTO BANCO JARDINERA CERVECISTAS 20,2,014-146-10,7953,0.0002514774299006664,7,6559,40210
ALL,033036,BANCO MADERA RECTANGULAR CORONA,2,010-099-30,7953,0.0002514774299006664,7,6559,40210
ALL,033042,BANCO/ASIENTO LAMINAS MADERA RECTANGULAR,2,011-103-20,7953,0.0002514774299006664,7,6559,40210
ALL,033049,BANCO MADERA CORRIDO CORONA,2,012-070-10,7953,0.0002514774299006664,7,6559,40210
ALL,033052,ASIENTO SILLON GRIS,2,012-065-20,7953,0.0002514774299006664,7,6559,40210
ALL,033053,ASIENTO SILLON ROJO,2,012-094-20,7953,0.0002514774299006664,7,6559,40210
ALL,033061,ASIENTO SILLON GRAFITI,2,013-077-10,7953,0.0002514774299006664,7,6559,40210
ALL,034010,SILLÓN CUERO ROJO MERCATA  MAHOU,2,013-088-10,7953,0.0002514774299006664,7,6559,40210
ALL,034015,SOFÁ PLÁSTICO BLANCO,2,020-168-20,7953,0.0002514774299006664,7,6559,40210
ALL,034017,SOFÁ TELA BEIGE SOLÁN,2,018-106-40,7953,0.0002514774299006664,7,6559,40210
ALL,034018,SOFÁ TELA GRIS 2 PLAZAS,2,018-142-40,7953,0.0002514774299006664,7,6559,40210
ALL,034022,SILLÓN TELA VERDE,2,013-051-10,7953,0.0002514774299006664,7,6559,40210
ALL,034035,SOFÁ ROJO PATAS DE MADERA 2 PUESTOS,2,018-154-20,7953,0.0002514774299006664,7,6559,40210
ALL,034060,SOFÁ TRANSPARENTE HINCHABLE SIN INFLADOR,2,010-099-10,7953,0.0002514774299006664,7,6559,40210
ALL,035002,HAMACA TELA BLANCA CERVEZAS  ALHAMBRA,2,011-110-40,7953,0.0002514774299006664,7,6559,40210
ALL,035003,HAMACA  MADERA BLANCA CERVEZAS ALHAMBRA,2,011-111-00,7953,0.0002514774299006664,7,6559,40210
ALL,036003,PUFF REDONDO GANCHILLO,2,013-017-20,7953,0.0002514774299006664,7,6559,40210
ALL,036012,PUFF/TABURETE MADERA/METAL ROJO MAHOU20,2,020-128-40,7953,0.0002514774299006664,7,6559,40210
ALL,036024,PUFF REDONDO AZUL,2,012-011-10,7953,0.0002514774299006664,7,6559,40210
ALL,041003,ESTANTERÍA MADERA OSCURA 2 BALDAS ALHAM,2,012-059-05,7953,0.0002514774299006664,7,6559,40210
ALL,041013,ESTANTERÍA HIERRO/MADERA 4 BALDAS,2,019-093-00,7953,0.0002514774299006664,7,6559,40210
ALL,041022,ESTANTERÍA NEGRA 3 BALDAS (ACANTO),2,010-064-00,7953,0.0002514774299006664,7,6559,40210
ALL,041029,ESTANTERÍA DORADA 281X35X140  SM,2,018-108-00,7953,0.0002514774299006664,7,6559,40210
ALL,041039,ESTANTERÍA MADERA ROJA 4 BALDAS,2,010-116-40,7953,0.0002514774299006664,7,6559,40210
ALL,041040,CARRO ALHAMBRA MADERA 2 BALDAS Y CAJÓN,2,010-110-30,7953,0.0002514774299006664,7,6559,40210
ALL,041051,ESTANTERÍA METÁLICA EL PATIO,2,021-075-00,7953,0.0002514774299006664,7,6559,40210
ALL,041097,ESTANTERIA MADERA BLANCA 5 BALDAS,2,010-104-00,7953,0.0002514774299006664,7,6559,40210
ALL,041101,ESTANTERIA METALICA NEGRA 2 BALDAS,2,010-096-40,7953,0.0002514774299006664,7,6559,40210
ALL,042007,COJÍN VARIOS COLORES A RAYAS (MERCATA),2,010-073-00,7953,0.0002514774299006664,7,6559,40210
ALL,042012,COJÍN VARIOS COLORES  MOTIVO GEOMÉTRICO,2,010-073-00,7953,0.0002514774299006664,7,6559,40210
ALL,042015,COJÍN BLANCO/NEGRO,2,010-108-40,7953,0.0002514774299006664,7,6559,40210
ALL,042038,COLCHONETA BLANCA/ROJA A RAYAS  MAHOU,2,012-109-20,7953,0.0002514774299006664,7,6559,40210
ALL,042052,COJIN AZUL FLORES Y FLECOS CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042054,COJIN RAYAS NARANJA Y BLANCO CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042056,COJIN AZUL MARINO FORMAS CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042060,FUNDA COJIN AMARILLO RAYAS FLORES CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042061,COJIN AMARILLO FLORES CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042064,COJIN BLANCO FORMA GEO AZUL CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042065,ALMOHADA BLLANCA INNER,2,010-101-30,7953,0.0002514774299006664,7,6559,40210
ALL,042067,COJIN GRIS LOGO CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042071,COJIN TRIANGULO ROSA CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042072,COJIN CUBOS VERDE/NEGRO CORONA,2,010-083-20,7953,0.0002514774299006664,7,6559,40210
ALL,042105,COJIN NEGRO BRUTUS,2,010-096-20,7953,0.0002514774299006664,7,6559,40210
ALL,042112,COJIN CUADRADO ROJO LOGO MAHOU,2,012-119-09,7953,0.0002514774299006664,7,6559,40210
ALL,043020,CARRO NEGRO CON RUEDAS 3 BALDAS,2,010-120-30,7953,0.0002514774299006664,7,6559,40210
ALL,043038,CARRO TECHADO GRIS Y MADERA CERVECISTAS,2,011-123-00,7953,0.0002514774299006664,7,6559,40210
ALL,043039,CARRO SABORES GLOWY,2,015-104-00,7953,0.0002514774299006664,7,6559,40210
ALL,043050,CARRO MADERA TECHADO WARSTEINER,2,018-146-00,7953,0.0002514774299006664,7,6559,40210
ALL,043053,CARRO MOCKTAILS,2,013-124-00,7953,0.0002514774299006664,7,6559,40210
ALL,043069,CARRO VERDE CON RUEDAS Y TECHO SAN MIGUE,2,009-102-00,7953,0.0002514774299006664,7,6559,40210
ALL,044004,TAQUILLA METAL NEGRA,2,010-063-10,7953,0.0002514774299006664,7,6559,40210
ALL,044015,CONJUNTO CAJONES DIFER TAMAÑOS (ACANTO),2,010-081-20,7953,0.0002514774299006664,7,6559,40210
ALL,044080,CAJON 4 ARMARIO NEGRO BREW&HUB C/ESTANTE,2,018-166-00,7953,0.0002514774299006664,7,6559,40210
ALL,044081,CAJON 5 CAJA PERCHERO GRIFO PARA NEVERA,2,018-168-00,7953,0.0002514774299006664,7,6559,40210
ALL,044086,TAQUILLA ROJA CON RUEDAS MERCADO MOTORES,2,014-003-00,7953,0.0002514774299006664,7,6559,40210
ALL,044096,TOCADOR DE ESPEJO CON ESPEJO DE BOMBILLA,2,011-112-10,7953,0.0002514774299006664,7,6559,40210
ALL,046009,STAND NOCHES BOTANICO BARRA Nº1 2022,2,200-030-00,7953,0.0002514774299006664,7,6559,40210
ALL,046010,STAND NOCHES BOTANICO BARRA Nº7 2022,2,200-030-00,7953,0.0002514774299006664,7,6559,40210
ALL,046011,STAND NOCHES BOTANICO BARRA Nº8 2022,2,200-030-00,7953,0.0002514774299006664,7,6559,40210
ALL,046012,STAND NOCHES BOTANICO BARRA Nº11 2022,2,200-030-00,7953,0.0002514774299006664,7,6559,40210
ALL,046021,STAND RECREO INVASION  MAHOU,2,200-018-00,7953,0.0002514774299006664,7,6559,40210
ALL,046023,STAND PEQUEÑO NEGRO MAHOU 176X54CM,2,200-017-00,7953,0.0002514774299006664,7,6559,40210
ALL,046029,STAND 1 SAN MIGUEL BBK,2,200-040-00,7953,0.0002514774299006664,7,6559,40210
ALL,046030,STAND 2 SAN MIGUEL BBK,2,200-040-00,7953,0.0002514774299006664,7,6559,40210
